player_id,player_name,team_id,team_name,position,rival,es_local,partidos_historicos,partidos_club_ultimos_3,participaciones_ultimos_3,activo_ultimos_3,titulares_ultimos_3,titular_2_de_3,weighted_recent,promedio,p90,std,minimo,maximo,confianza,estabilidad,factor_confianza,factor_contexto,score_base,score_contextual,starter_fecha10
p_0Dmkk5,Jerónimo Dómina,t_1L8FaD,Tigre,DEL,Vélez Sarsfield,False,1,3,1,True,0,False,0.3,0.3,0.3,0.0,0.3,0.3,0.7333333333333334,1.0,0.9733333333333334,0.9819999999999998,0.3,0.28674399999999994,False
p_4d8JFW,Ian Subiabre,t_1L8FaD,Tigre,DEL,Vélez Sarsfield,False,5,3,3,True,0,False,0.63534,1.2833599999999996,2.72866,1.6035817076157985,-0.536,3.1033,0.743483921686924,0.38408627510128696,0.9743483921686924,0.9819999999999998,1.417878,1.3566400208987164,False
p_235aQ1,Jeremías Ledesma,t_1rEb7t,Rosario Central,ARQ,Argentinos Juniors,True,23,3,3,True,3,True,6.53944,8.86415652173913,13.791480000000002,4.4683808073889475,-3.4387,16.1,1.0,0.18286948828596336,1.0,1.0719999999999998,9.282336608695653,9.950664844521738,True
p_3RAftg,Emanuel Coronel,t_1rEb7t,Rosario Central,DEF,Argentinos Juniors,True,22,3,3,True,3,True,5.6137999999999995,7.491336363636364,14.271880000000008,4.39613132636125,0.3692,17.6571,1.0,0.18531795086505534,1.0,1.0719999999999998,8.529334545454548,9.143446632727274,True
p_3FvFpo,Ignacio Ovando,t_1rEb7t,Rosario Central,DEF,Argentinos Juniors,True,23,3,3,True,3,True,7.643266666666666,9.025934782608696,12.204,3.59162295495412,0.5231,14.82,1.0,0.21778791721586208,1.0,1.0719999999999998,9.336517246376811,10.008746488115941,True
p_3lGmY0,Gastón Ávila,t_1rEb7t,Rosario Central,DEF,Argentinos Juniors,True,21,3,3,True,3,True,10.375093333333332,10.423428571428571,15.3241,5.134095405243543,0.6984,21.0486,1.0,0.16302322248610296,1.0,1.0719999999999998,11.631679095238095,12.469159990095235,True
p_2d8zml,Agustín Sández,t_1rEb7t,Rosario Central,DEF,Argentinos Juniors,True,22,3,3,True,3,True,8.331666666666667,7.419709090909092,11.889940000000001,4.350956747320787,2.36,19.0924,1.0,0.1868824674205595,1.0,1.0719999999999998,8.856451969696971,9.494116511515152,True
p_4PWEjP,Franco Ibarra,t_1rEb7t,Rosario Central,VOL,Argentinos Juniors,True,25,3,3,True,3,True,11.941120000000002,11.657444,17.43742,4.388265826523426,2.2223,19.5764,1.0,0.18558846801461762,1.0,1.0719999999999998,13.201724600000002,14.1522487712,True
p_3i9lqe,Vicente Pizarro,t_1rEb7t,Rosario Central,VOL,Argentinos Juniors,True,27,3,3,True,3,True,7.272813333333333,9.29887037037037,14.948240000000002,4.588266805150085,3.29,20.8298,1.0,0.17894635937539902,1.0,1.0719999999999998,10.002092814814816,10.72224349748148,True
p_49POtu,Alan Rodríguez,t_1rEb7t,Rosario Central,VOL,Argentinos Juniors,True,4,3,2,True,1,False,6.80277,8.038425,15.097510000000003,7.3897516351476025,0.5292,18.0529,0.6571719412799774,0.11919303973322051,0.9657171941279977,1.0719999999999998,9.370717,9.701023830238471,True
p_1vKOON,Ángel Di Maria,t_1rEb7t,Rosario Central,VOL,Argentinos Juniors,True,22,3,3,True,3,True,13.660859999999998,13.105413636363638,25.76352000000002,6.6508809957274835,4.2073,27.52,1.0,0.13070390201578544,1.0,1.0719999999999998,16.46434645454546,17.64977939927273,True
p_47jtXa,Jáminton Campaz,t_1rEb7t,Rosario Central,VOL,Argentinos Juniors,True,20,3,3,True,3,True,10.646413333333333,10.590895000000002,19.372400000000003,6.386397938668269,-0.3444,24.2041,1.0,0.13538398666079654,1.0,1.0719999999999998,12.805702666666669,13.727713258666666,True
p_2TtuTI,Enzo Copetti,t_1rEb7t,Rosario Central,DEL,Argentinos Juniors,True,24,3,3,True,2,True,6.46422,5.582141666666668,11.78141,3.986020791075237,0.02,13.1833,1.0,0.20056073608637112,1.0,1.0719999999999998,7.4406861666666675,7.976415570666666,True
p_2tK1WJ,Axel Werner,t_1rEb7t,Rosario Central,ARQ,Argentinos Juniors,True,1,3,3,True,0,False,15.76,15.76,15.76,0.0,15.76,15.76,0.7333333333333334,1.0,0.9733333333333334,1.0719999999999998,15.76,16.44419413333333,False
