match_id,date,team_id,team_name,prom_ultimos_5_shots_on_target,prom_ultimos_5_chances_created,prom_ultimos_5_accurate_passes,prom_ultimos_5_passes,prom_ultimos_5_progressive_passes,prom_ultimos_5_passes_into_final_third,prom_ultimos_5_accurate_crosses,prom_ultimos_5_progressive_carries,prom_ultimos_5_duels_won,prom_ultimos_5_duels_lost,prom_ultimos_5_tackles,prom_ultimos_5_interceptions,prom_ultimos_5_recoveries,prom_ultimos_5_clearances,prom_ultimos_5_blocks,prom_ultimos_5_dribbled_past,prom_ultimos_5_miscontrols,prom_ultimos_5_dispossessed,prom_ultimos_5_take_ons,prom_ultimos_5_take_ons_won,prom_ultimos_5_failed_dribbles,prom_ultimos_5_saves,prom_ultimos_5_diferencia_duelos,prom_ultimos_5_diferencia_recuperaciones_perdidas,prom_ultimos_5_precision_pases
m_43Vm4s,2026-01-24,t_02LuKO,Talleres,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m_45TuR8,2026-01-27,t_02LuKO,Talleres,6.0,9.0,446.0,513.0,22.0,51.0,23.0,14.0,10.0,47.0,10.0,6.0,44.0,27.0,1.0,5.0,16.0,7.0,15.0,4.0,11.0,2.0,-37.0,37.0,0.8693957115009746
m_2citFn,2026-02-01,t_02LuKO,Talleres,7.0,12.5,335.0,411.5,25.0,49.5,20.5,18.0,15.0,44.5,13.5,10.5,47.0,30.0,1.0,5.5,18.0,6.5,13.5,6.0,7.5,2.0,-29.5,40.5,0.8140947752126367
m_0rf9Wx,2026-02-09,t_02LuKO,Talleres,5.333333333333333,11.333333333333334,338.3333333333333,425.0,25.666666666666668,55.333333333333336,21.666666666666668,16.666666666666668,22.333333333333332,41.333333333333336,18.333333333333332,12.666666666666666,46.666666666666664,28.0,0.6666666666666666,5.0,16.0,5.666666666666667,16.333333333333332,9.666666666666666,6.666666666666667,1.6666666666666667,-19.0,41.0,0.796078431372549
m_2a1a7F,2026-02-14,t_02LuKO,Talleres,5.25,11.0,374.0,460.75,26.75,60.0,20.0,16.25,21.0,44.75,17.75,13.0,50.5,27.75,0.75,5.0,17.0,6.0,17.25,8.5,8.75,2.0,-23.75,44.5,0.8117200217037439
m_2M8Y8t,2026-02-21,t_02LuKO,Talleres,5.4,10.2,378.6,466.0,27.4,63.8,20.0,15.2,21.8,49.4,19.0,15.4,51.2,26.6,0.6,5.8,16.8,6.0,20.0,8.6,11.4,2.4,-27.6,45.2,0.8124463519313305
m_42bvJB,2026-02-24,t_02LuKO,Talleres,5.0,9.2,322.0,410.0,26.8,64.0,17.2,14.6,23.0,52.2,21.0,18.4,53.4,31.6,1.4,6.0,16.6,6.0,21.2,8.6,12.6,2.8,-29.2,47.4,0.7853658536585366
m_3CjTLG,2026-03-01,t_02LuKO,Talleres,3.8,7.2,358.0,445.6,26.4,70.0,18.0,13.6,21.6,53.6,21.2,18.2,53.2,29.2,1.4,5.4,16.8,6.0,22.8,7.8,15.0,2.6,-32.0,47.2,0.803411131059246
m_0RZpdm,2026-03-12,t_02LuKO,Talleres,4.6,7.2,343.4,428.2,26.8,66.8,19.2,13.6,19.6,56.0,19.8,18.6,54.8,28.0,1.6,5.2,19.8,5.8,22.4,6.8,15.6,3.4,-36.4,49.0,0.8019617001401215
m_3W9CKi,2026-03-15,t_02LuKO,Talleres,4.2,5.8,289.4,369.2,23.0,61.2,18.4,12.4,20.2,55.0,20.0,19.0,52.0,30.4,2.2,6.4,19.0,6.0,21.0,6.8,14.2,3.8,-34.8,46.0,0.7838569880823402
m_41GmcC,2026-03-21,t_02LuKO,Talleres,3.4,5.4,258.6,333.0,22.0,55.6,17.6,11.2,18.2,54.0,18.6,16.4,52.0,30.2,2.8,5.8,19.8,6.4,17.8,5.4,12.4,3.0,-35.8,45.6,0.7765765765765765
m_24NuK9,2026-04-02,t_02LuKO,Talleres,3.4,5.4,276.6,353.2,22.6,56.2,18.4,12.2,18.6,54.6,17.6,15.6,51.8,27.2,2.2,5.6,19.6,7.0,17.8,6.0,11.8,2.8,-36.0,44.8,0.7831257078142695
m_3SYDN1,2026-04-13,t_02LuKO,Talleres,3.2,6.2,263.2,335.6,23.0,51.0,18.6,12.6,19.4,56.6,17.0,14.0,50.6,25.6,2.4,6.6,18.4,8.0,18.2,6.6,11.6,2.8,-37.2,42.6,0.7842669845053635
m_2g93PE,2026-04-19,t_02LuKO,Talleres,3.0,5.4,279.0,346.8,21.8,51.4,14.8,13.0,17.2,54.4,16.6,12.0,51.4,30.0,2.2,6.6,16.2,8.8,17.4,5.2,12.2,2.8,-37.2,42.6,0.8044982698961938
m_4DTyjs,2026-04-25,t_02LuKO,Talleres,4.0,7.2,329.0,400.2,25.8,52.0,15.8,14.6,15.2,51.6,14.8,11.2,51.2,28.6,1.6,4.6,15.2,7.8,18.0,5.2,12.8,2.0,-36.4,43.4,0.8220889555222389
m_3C4rqD,2026-05-02,t_02LuKO,Talleres,4.2,7.6,344.4,416.0,25.8,52.6,16.2,16.4,16.6,50.0,15.6,11.6,50.4,32.6,2.2,4.4,14.6,7.4,19.6,6.0,13.6,2.6,-33.4,43.0,0.8278846153846153
m_3c05ZH,2026-05-09,t_02LuKO,Talleres,3.6,7.6,330.8,400.6,24.8,50.4,14.6,13.8,17.4,49.6,17.4,11.0,48.8,37.8,3.2,4.6,16.2,6.8,18.8,6.2,12.6,3.2,-32.2,42.0,0.8257613579630554
m_4P8SSz,2026-07-25,t_02LuKO,Talleres,3.8,7.8,309.4,381.2,25.0,50.8,14.6,12.8,18.4,49.2,17.4,12.6,51.0,39.0,3.8,4.4,16.6,7.0,18.6,6.4,12.2,3.4,-30.8,44.0,0.8116474291710388
m_0OoV9x,2026-07-30,t_02LuKO,Talleres,3.8,8.2,344.8,416.2,27.2,55.4,20.0,14.4,18.2,51.0,16.2,13.2,49.8,36.0,4.4,4.8,17.0,7.2,18.8,7.4,11.4,3.0,-32.8,42.6,0.8284478616049976
m_4f6yGZ,2026-08-12,t_02LuKO,Talleres,3.4,9.2,359.2,433.6,29.6,60.6,21.2,15.4,20.8,52.4,17.4,14.4,53.4,32.2,4.2,5.4,18.8,7.6,20.2,9.2,11.0,3.4,-31.6,45.8,0.8284132841328413
m_15Akee,2026-08-18,t_02LuKO,Talleres,4.2,10.8,407.0,484.0,31.0,64.2,22.2,17.4,19.2,50.2,14.8,13.6,53.2,29.2,4.6,5.6,19.2,7.2,18.6,9.8,8.8,3.8,-31.0,46.0,0.8409090909090909
m_2LhyO1,2026-08-25,t_02LuKO,Talleres,5.0,12.0,456.8,531.0,33.6,64.8,25.0,20.8,17.2,49.0,13.0,13.4,54.0,19.4,3.8,6.2,18.6,8.4,18.4,9.8,8.6,3.4,-31.8,45.6,0.8602636534839925
m_38lyOU,2026-08-30,t_02LuKO,Talleres,5.2,10.6,455.0,527.6,32.4,64.2,22.4,19.4,18.0,49.2,15.0,14.4,54.4,22.2,3.4,6.2,19.2,7.2,18.4,10.0,8.4,4.8,-31.2,47.2,0.8623957543593631
m_2ImO5V,2026-09-05,t_02LuKO,Talleres,5.2,13.0,459.2,526.2,35.2,67.2,19.6,18.8,18.0,49.6,14.8,14.2,53.6,20.0,3.2,6.8,18.4,7.0,17.2,8.8,8.4,5.0,-31.6,46.6,0.8726719878373242
m_36N9w7,2026-09-12,t_02LuKO,Talleres,5.2,11.6,425.8,488.0,32.2,61.8,17.6,17.2,17.2,52.8,15.8,15.2,52.6,22.2,4.8,7.6,18.6,8.6,15.2,7.4,7.8,4.8,-35.6,44.0,0.8725409836065574
m_1bOPPX,2026-01-24,t_0SmVI4,Independiente Rivadavia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m_2jeBEO,2026-01-27,t_0SmVI4,Independiente Rivadavia,5.0,5.0,137.0,214.0,12.0,45.0,13.0,11.0,22.0,55.0,25.0,19.0,48.0,31.0,3.0,7.0,19.0,9.0,20.0,11.0,9.0,4.0,-33.0,39.0,0.6401869158878505
m_2PMEYZ,2026-02-04,t_0SmVI4,Independiente Rivadavia,5.5,5.0,159.5,230.5,15.5,54.5,10.5,8.0,19.5,66.0,21.0,16.5,44.5,32.5,3.0,8.0,18.5,10.0,20.5,8.5,12.0,2.5,-46.5,34.5,0.6919739696312365
m_3jKKF8,2026-02-10,t_0SmVI4,Independiente Rivadavia,6.333333333333333,7.666666666666667,169.66666666666666,244.66666666666666,19.0,61.0,11.666666666666666,9.666666666666666,18.0,65.33333333333333,19.333333333333332,15.666666666666666,50.666666666666664,32.666666666666664,3.0,10.0,18.0,8.666666666666666,19.333333333333332,7.666666666666667,11.666666666666666,3.6666666666666665,-47.333333333333336,42.0,0.6934604904632152
m_4RVX9V,2026-02-15,t_0SmVI4,Independiente Rivadavia,5.5,8.75,187.25,273.5,20.0,65.75,14.0,9.0,16.75,61.0,18.25,16.0,50.5,33.0,2.25,10.0,17.0,7.5,19.5,7.5,12.0,2.75,-44.25,43.0,0.6846435100548446
m_49Gg2q,2026-02-21,t_0SmVI4,Independiente Rivadavia,5.0,9.2,198.6,283.6,20.6,66.0,18.2,10.0,17.2,59.8,17.2,15.0,51.6,31.4,2.4,10.6,17.2,6.8,20.0,7.8,12.2,2.6,-42.6,44.8,0.7002820874471086
m_2ASJLP,2026-02-26,t_0SmVI4,Independiente Rivadavia,5.0,11.0,201.8,288.4,22.8,69.6,19.6,10.0,17.6,58.2,15.8,14.4,49.6,34.4,2.2,10.0,16.8,7.2,20.4,8.0,12.4,2.4,-40.6,42.4,0.6997226074895978
m_1IrvXt,2026-03-03,t_0SmVI4,Independiente Rivadavia,4.2,11.0,216.0,311.0,23.2,69.2,21.0,11.4,16.6,51.6,14.8,14.2,52.2,31.2,2.0,9.4,15.2,6.4,18.2,7.6,10.6,2.8,-35.0,45.8,0.6945337620578779
m_1DO56u,2026-03-12,t_0SmVI4,Independiente Rivadavia,3.6,10.0,208.6,302.8,21.0,67.6,21.8,11.0,15.8,48.6,15.2,16.2,49.2,28.0,2.0,8.0,15.8,6.2,16.6,6.8,9.8,2.0,-32.8,43.0,0.6889035667107001
m_4KLddA,2026-03-15,t_0SmVI4,Independiente Rivadavia,5.2,11.2,249.6,338.6,23.2,68.0,24.2,14.6,15.6,46.6,14.2,14.6,50.2,23.2,2.4,6.4,15.8,5.8,15.6,6.6,9.0,2.2,-31.0,44.4,0.7371529828706438
m_3SxiDH,2026-03-23,t_0SmVI4,Independiente Rivadavia,5.2,10.4,264.2,350.2,24.6,65.8,19.6,14.2,14.6,45.0,13.8,15.2,49.6,22.8,2.6,5.4,14.2,7.8,13.8,5.8,8.0,2.0,-30.4,41.8,0.7544260422615648
m_41Dxbo,2026-04-02,t_0SmVI4,Independiente Rivadavia,5.0,8.4,262.8,341.0,23.0,64.8,17.4,12.8,12.2,47.2,13.0,15.6,49.6,16.8,2.8,6.8,14.2,7.4,11.0,4.2,6.8,1.8,-35.0,42.2,0.770674486803519
m_0sFzNT,2026-04-11,t_0SmVI4,Independiente Rivadavia,5.4,9.4,264.8,337.8,23.0,66.4,17.2,12.4,13.2,50.2,13.8,16.6,50.6,19.0,3.4,7.2,15.2,7.4,13.2,4.6,8.6,2.6,-37.0,43.2,0.7838957963291888
m_0fOliE,2026-04-20,t_0SmVI4,Independiente Rivadavia,5.8,9.6,288.2,356.8,25.8,62.6,17.2,11.8,15.4,50.6,13.6,15.2,51.6,20.4,2.8,8.2,14.0,7.8,16.2,6.4,9.8,2.2,-35.2,43.8,0.8077354260089686
m_1qQfO1,2026-04-26,t_0SmVI4,Independiente Rivadavia,4.0,8.2,263.8,328.6,25.6,61.2,15.4,9.0,17.0,54.8,14.2,16.6,49.8,26.6,3.2,9.2,15.0,9.6,18.2,8.2,10.0,2.8,-37.8,40.2,0.8027997565429094
m_3MfCw1,2026-05-03,t_0SmVI4,Independiente Rivadavia,5.4,10.0,238.8,303.2,26.2,59.0,18.8,9.0,17.8,54.6,15.2,15.8,46.4,25.0,2.6,8.6,15.4,8.6,18.6,9.0,9.6,2.8,-36.8,37.8,0.787598944591029
m_3h25YQ,2026-05-10,t_0SmVI4,Independiente Rivadavia,5.4,11.4,279.0,353.6,31.2,59.8,21.2,10.8,20.0,57.0,17.2,15.0,51.2,29.0,2.8,7.2,16.2,9.0,21.8,9.6,12.2,3.0,-37.0,42.2,0.7890271493212669
m_38l4Ru,2026-07-26,t_0SmVI4,Independiente Rivadavia,5.4,11.8,285.4,366.8,36.0,61.4,24.2,11.2,19.8,55.4,16.4,14.8,50.0,26.8,2.4,6.6,17.4,9.4,19.8,9.6,10.2,2.4,-35.6,40.6,0.7780806979280261
m_4ZaB72,2026-07-30,t_0SmVI4,Independiente Rivadavia,4.6,11.2,288.0,372.4,36.6,63.8,25.0,12.4,18.0,58.0,15.2,13.8,46.8,26.8,2.8,6.2,17.2,10.2,18.2,8.2,10.0,2.6,-40.0,36.6,0.7733619763694952
m_0eUxKc,2026-08-08,t_0SmVI4,Independiente Rivadavia,5.6,12.0,261.2,346.2,33.2,60.4,24.6,12.6,18.8,55.8,15.6,14.6,48.2,28.0,2.2,5.8,17.0,9.2,17.6,7.2,10.4,3.0,-37.0,39.0,0.7544771808203351
m_2rJ3SG,2026-08-15,t_0SmVI4,Independiente Rivadavia,4.2,11.6,315.2,408.6,36.0,67.0,24.0,13.2,20.0,56.6,16.6,15.2,52.4,28.4,2.2,6.2,18.4,9.4,17.2,6.8,10.4,3.2,-36.6,43.0,0.77141458639256
m_2IoMcO,2026-08-22,t_0SmVI4,Independiente Rivadavia,3.8,10.8,318.4,408.0,33.6,67.0,24.2,13.0,17.6,54.6,14.8,17.6,52.0,27.0,2.2,8.0,19.0,9.6,16.2,6.8,9.4,2.8,-37.0,42.4,0.7803921568627451
m_3p9B98,2026-08-31,t_0SmVI4,Independiente Rivadavia,3.8,9.2,302.2,384.2,28.2,62.2,20.4,13.0,18.2,52.8,16.6,20.0,51.6,29.4,2.0,8.8,18.2,9.2,15.6,6.4,9.2,2.6,-34.6,42.4,0.786569495054659
m_32YJGL,2026-09-06,t_0SmVI4,Independiente Rivadavia,5.0,9.6,286.0,372.0,26.0,61.2,19.4,13.2,18.6,50.2,16.8,22.0,53.8,30.2,1.8,8.2,20.0,9.2,14.8,6.8,8.0,3.0,-31.6,44.6,0.7688172043010753
m_2lA7Wg,2026-09-12,t_0SmVI4,Independiente Rivadavia,4.6,7.6,300.8,390.8,27.2,60.2,16.4,12.0,18.0,52.8,18.6,21.8,55.0,23.6,2.0,9.4,21.8,9.6,13.2,5.6,7.6,3.0,-34.8,45.4,0.7697031729785057
m_4LyLYK,2026-01-22,t_0bW0AU,Banfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m_2daQ30,2026-01-30,t_0bW0AU,Banfield,4.0,10.0,156.0,235.0,24.0,54.0,18.0,12.0,15.0,57.0,14.0,29.0,36.0,25.0,1.0,6.0,16.0,9.0,20.0,8.0,12.0,3.0,-42.0,27.0,0.6638297872340425
m_1P4cPw,2026-02-03,t_0bW0AU,Banfield,3.0,8.5,159.0,234.5,22.0,51.5,16.0,11.5,12.0,53.5,12.0,22.5,35.5,26.5,4.5,4.5,17.5,7.5,14.5,6.0,8.5,5.5,-41.5,28.0,0.6780383795309168
m_2MVqzf,2026-02-08,t_0bW0AU,Banfield,3.3333333333333335,9.333333333333334,181.0,267.0,26.0,53.333333333333336,20.0,13.0,15.0,53.0,16.0,19.333333333333332,42.0,34.333333333333336,4.0,5.333333333333333,17.666666666666668,7.333333333333333,15.333333333333334,6.666666666666667,8.666666666666666,4.666666666666667,-38.0,34.666666666666664,0.6779026217228464
m_3g6NsD,2026-02-14,t_0bW0AU,Banfield,3.25,7.75,194.25,274.5,23.0,48.5,18.75,13.0,15.75,50.0,16.25,19.25,41.25,35.25,4.25,5.5,16.0,7.75,14.75,6.5,8.25,5.0,-34.25,33.5,0.7076502732240437
m_4dWdyt,2026-02-21,t_0bW0AU,Banfield,3.0,7.4,192.2,275.6,23.2,49.6,20.0,14.8,17.4,49.6,16.4,18.2,41.4,33.0,4.0,5.0,15.6,7.6,16.6,7.2,9.4,4.6,-32.2,33.8,0.6973875181422351
m_25L4uT,2026-02-26,t_0bW0AU,Banfield,4.0,7.6,197.8,277.6,23.6,50.4,20.0,14.8,19.4,51.4,19.0,14.8,44.4,35.8,4.0,4.8,16.4,8.8,18.2,7.8,10.4,4.4,-32.0,35.6,0.712536023054755
m_0KBmAa,2026-03-03,t_0bW0AU,Banfield,4.0,7.0,202.2,285.2,23.8,51.2,20.4,15.0,21.4,51.8,21.4,15.8,47.4,33.6,3.2,5.4,16.8,10.2,19.6,8.0,11.6,3.8,-30.4,37.2,0.708976157082749
m_2bEX07,2026-03-11,t_0bW0AU,Banfield,3.6,6.8,188.2,264.4,23.2,48.2,18.2,14.4,21.4,54.4,20.4,17.2,46.0,31.0,3.6,6.4,17.2,10.6,21.2,8.8,12.4,3.2,-33.0,35.4,0.7118003025718608
m_0FP8kh,2026-03-15,t_0bW0AU,Banfield,4.0,8.4,203.8,286.4,29.0,52.2,22.8,16.2,20.8,57.0,19.0,16.8,48.6,27.2,3.0,6.4,20.0,11.0,23.4,9.6,13.8,2.8,-36.2,37.6,0.7115921787709497
m_3Ol2iT,2026-03-21,t_0bW0AU,Banfield,4.0,8.0,198.2,276.0,28.0,52.2,19.6,13.2,19.8,59.8,20.4,18.6,50.2,27.0,3.6,8.2,20.0,14.2,20.6,8.8,11.8,3.2,-40.0,36.0,0.7181159420289855
m_1ABinW,2026-04-06,t_0bW0AU,Banfield,3.2,7.4,182.6,262.4,25.8,50.6,19.2,12.4,18.6,59.0,21.2,20.4,49.8,28.8,4.6,8.4,19.0,12.6,17.0,7.2,9.8,3.6,-40.4,37.2,0.6958841463414634
m_2pE60O,2026-04-13,t_0bW0AU,Banfield,3.4,8.0,184.6,261.4,27.2,49.0,20.6,12.4,20.8,58.2,21.8,21.2,50.6,31.4,4.8,8.6,18.2,11.2,18.0,8.4,9.6,3.4,-37.4,39.4,0.7061973986228003
m_0fOliE,2026-04-20,t_0bW0AU,Banfield,3.6,7.6,196.6,270.4,26.8,52.4,21.0,12.0,20.6,54.8,21.8,21.8,52.0,31.2,5.4,7.2,18.0,11.4,17.0,8.0,9.0,4.0,-34.2,40.6,0.7270710059171598
m_2uyJMX,2026-04-26,t_0bW0AU,Banfield,3.4,7.6,165.4,238.4,23.4,51.0,17.6,10.4,21.0,56.8,23.8,21.4,51.2,34.6,5.4,9.0,17.4,10.4,15.2,7.4,7.8,3.6,-35.8,40.8,0.6937919463087249
m_1UxCxs,2026-05-02,t_0bW0AU,Banfield,3.4,8.0,181.6,260.4,27.4,55.6,18.4,11.4,20.8,56.2,23.2,20.4,53.0,35.2,4.8,8.0,19.0,8.4,16.8,7.0,9.8,3.8,-35.4,44.6,0.6973886328725039
m_19ZLfE,2026-07-25,t_0bW0AU,Banfield,3.6,8.2,228.4,314.6,35.2,63.4,21.2,15.4,20.8,55.4,20.4,20.0,56.8,32.6,4.0,9.0,21.4,8.2,18.2,7.8,10.4,4.4,-34.6,48.6,0.7260012714558169
m_0U4Xso,2026-07-28,t_0bW0AU,Banfield,3.2,7.4,239.2,328.4,32.6,64.0,19.8,16.4,19.2,55.8,18.8,19.2,57.4,33.2,3.4,9.4,22.2,8.4,17.6,7.4,10.2,5.6,-36.6,49.0,0.728380024360536
m_0OvFHa,2026-08-01,t_0bW0AU,Banfield,4.2,8.4,233.4,324.8,32.4,64.0,19.4,18.4,19.4,57.2,20.4,18.6,57.6,35.2,2.8,10.4,25.0,8.2,17.6,6.6,11.0,5.4,-37.8,49.4,0.7185960591133005
m_2ckNSG,2026-08-10,t_0bW0AU,Banfield,4.0,8.0,238.8,334.2,30.6,65.6,20.0,19.6,19.2,59.8,21.2,19.4,59.6,36.2,2.8,9.8,23.0,9.8,16.8,5.8,11.0,5.0,-40.6,49.8,0.7145421903052065
m_0M3QLL,2026-08-14,t_0bW0AU,Banfield,4.8,9.2,258.2,352.8,29.8,62.6,25.2,22.6,22.6,59.0,22.8,19.8,62.2,36.0,2.8,9.8,23.0,10.6,17.8,7.8,10.0,4.4,-36.4,51.6,0.731859410430839
m_3yRTgE,2026-08-23,t_0bW0AU,Banfield,4.0,8.4,204.2,288.0,22.0,51.6,20.4,19.0,22.4,56.2,24.6,19.2,55.0,35.6,3.0,8.2,21.4,11.2,17.0,7.0,10.0,3.4,-33.8,43.8,0.7090277777777778
m_1oO6B7,2026-08-30,t_0bW0AU,Banfield,5.0,9.4,202.2,286.6,24.4,52.4,22.0,17.8,21.2,57.4,23.8,18.4,54.8,33.8,2.8,8.0,20.6,12.2,17.2,7.0,10.2,2.2,-36.2,42.6,0.7055129099790649
m_3GuLGz,2026-09-05,t_0bW0AU,Banfield,4.4,8.2,206.6,294.0,24.4,52.0,23.4,16.2,19.6,55.2,21.8,19.0,54.0,30.2,2.8,7.4,16.8,11.6,14.4,5.8,8.6,2.6,-35.6,42.4,0.7027210884353742
m_0WEWh7,2026-09-14,t_0bW0AU,Banfield,4.4,8.2,211.0,293.0,26.0,53.4,22.6,14.4,21.0,53.2,20.2,18.4,52.8,27.8,3.2,5.8,21.0,12.0,17.0,7.6,9.4,4.0,-32.2,40.8,0.7201365187713311
m_1qLG6R,2026-09-14,t_0bW0AU,Banfield,4.0,6.4,177.6,257.4,22.0,51.4,16.4,10.0,19.0,54.6,19.6,20.0,47.0,30.0,3.0,6.2,21.0,9.6,16.4,6.4,10.0,3.8,-35.6,37.4,0.6899766899766899
m_3Ky5pe,2026-01-22,t_0oa5Fc,Unión,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m_431211,2026-01-29,t_0oa5Fc,Unión,3.0,13.0,316.0,405.0,30.0,81.0,20.0,4.0,15.0,65.0,18.0,15.0,53.0,18.0,3.0,9.0,28.0,9.0,12.0,5.0,7.0,5.0,-50.0,44.0,0.7802469135802469
m_0Xzrp8,2026-02-03,t_0oa5Fc,Unión,4.0,13.0,285.0,372.5,28.0,68.0,20.0,9.0,17.0,59.0,17.5,16.0,51.5,18.0,3.0,5.5,23.5,8.5,19.5,6.5,13.0,4.0,-42.0,43.0,0.7651006711409396
m_0ofblh,2026-02-07,t_0oa5Fc,Unión,5.0,12.333333333333334,329.3333333333333,414.3333333333333,33.0,68.33333333333333,18.666666666666668,13.333333333333334,17.333333333333332,54.0,18.0,16.0,50.0,17.666666666666668,2.3333333333333335,6.0,20.666666666666668,7.666666666666667,16.666666666666668,5.666666666666667,11.0,3.0,-36.666666666666664,42.333333333333336,0.7948511665325825
m_0TuvMr,2026-02-14,t_0oa5Fc,Unión,4.25,12.0,332.25,417.0,32.0,64.25,17.0,13.0,18.0,55.5,18.75,14.75,53.5,22.75,2.0,7.0,22.25,6.75,17.25,6.0,11.25,2.75,-37.5,46.75,0.7967625899280576
m_4P2osf,2026-02-23,t_0oa5Fc,Unión,4.6,12.6,314.8,401.0,33.8,64.8,18.8,12.8,16.6,55.8,17.6,15.8,53.2,23.8,1.8,7.8,20.8,7.2,17.4,6.0,11.4,2.6,-39.2,46.0,0.7850374064837905
m_0cS0mC,2026-02-26,t_0oa5Fc,Unión,5.2,12.8,304.0,389.4,35.6,59.0,19.6,15.4,17.8,56.2,17.2,17.4,54.4,23.6,2.2,7.4,20.2,7.4,19.8,7.2,12.6,2.2,-38.4,47.0,0.7806882383153569
m_15JkYD,2026-03-01,t_0oa5Fc,Unión,5.8,12.8,285.6,373.2,35.6,62.4,17.2,15.4,20.0,58.4,20.4,18.8,55.6,26.0,2.2,9.8,19.4,7.0,17.0,6.8,10.2,2.6,-38.4,48.6,0.7652733118971061
m_433Hpb,2026-03-10,t_0oa5Fc,Unión,5.0,11.8,240.8,328.2,32.4,63.4,16.4,13.8,18.2,59.4,18.2,19.0,55.6,30.0,2.4,9.8,19.8,7.0,17.0,6.8,10.2,2.8,-41.2,48.6,0.7336989640463132
m_1ifuZW,2026-03-16,t_0oa5Fc,Unión,5.8,10.4,211.6,300.8,31.4,62.8,16.0,12.4,19.0,58.8,17.8,20.2,54.0,29.8,2.8,9.2,18.4,9.6,16.8,7.4,9.4,2.8,-39.8,44.4,0.7034574468085106
m_1hukZb,2026-03-21,t_0oa5Fc,Unión,5.2,9.4,215.8,304.2,30.6,63.8,16.4,12.4,19.6,60.2,17.0,20.2,53.6,27.2,3.4,9.0,17.0,10.8,17.0,8.2,8.8,3.2,-40.6,42.8,0.7094017094017094
m_1wLnDu,2026-04-03,t_0oa5Fc,Unión,4.8,8.8,247.6,337.0,32.4,67.8,19.4,12.8,17.8,55.0,16.2,17.8,51.2,26.8,2.8,8.8,15.6,10.0,14.4,7.2,7.2,3.4,-37.2,41.2,0.7347181008902077
m_4fxT6w,2026-04-11,t_0oa5Fc,Unión,5.0,10.4,300.0,389.0,35.0,64.6,25.0,14.0,15.0,51.2,10.8,15.6,51.8,25.6,2.6,6.4,16.0,9.8,15.6,8.2,7.4,3.4,-36.2,42.0,0.7712082262210797
m_2518A4,2026-04-17,t_0oa5Fc,Unión,4.8,10.6,300.4,389.2,33.8,60.6,25.4,13.0,15.2,52.6,11.6,16.2,51.4,24.4,2.6,6.6,15.2,9.6,16.6,8.4,8.2,3.2,-37.4,41.8,0.7718396711202467
m_3JhiqO,2026-04-27,t_0oa5Fc,Unión,5.6,13.8,338.0,432.2,39.8,68.8,35.0,15.0,14.0,53.4,10.8,16.0,53.2,19.2,2.0,7.6,14.4,8.6,17.6,8.6,9.0,3.0,-39.4,44.6,0.7820453493752892
m_3C4rqD,2026-05-02,t_0oa5Fc,Unión,6.2,14.4,331.2,427.4,38.2,66.0,33.4,15.8,15.8,51.4,12.8,15.2,56.4,21.2,2.0,7.8,15.8,7.4,17.4,8.2,9.2,2.8,-35.6,49.0,0.7749181094992981
m_3h25YQ,2026-05-10,t_0oa5Fc,Unión,6.8,15.2,313.4,415.8,37.4,67.8,34.0,15.0,15.2,57.2,13.0,15.2,57.4,20.6,1.8,8.2,16.0,8.2,19.6,8.2,11.4,2.0,-42.0,49.2,0.7537277537277537
m_0yhLBE,2026-05-12,t_0oa5Fc,Unión,6.2,12.0,258.6,362.0,33.4,69.4,30.0,14.2,15.4,60.2,14.4,16.2,57.4,22.6,2.4,9.0,16.4,8.4,18.2,7.2,11.0,1.4,-44.8,49.0,0.7143646408839779
m_3A4OqU,2026-07-25,t_0oa5Fc,Unión,6.6,12.6,269.2,377.0,34.4,71.6,31.6,14.8,16.4,58.8,13.8,15.2,60.6,22.0,2.6,9.6,17.8,9.2,19.6,8.2,11.4,2.4,-42.4,51.4,0.7140583554376658
m_2WYe7B,2026-08-01,t_0oa5Fc,Unión,5.2,9.6,240.8,341.2,28.8,64.6,21.6,14.6,18.0,57.2,14.6,16.4,57.8,25.8,3.2,8.6,20.4,7.6,19.6,8.8,10.8,3.0,-39.2,50.2,0.7057444314185228
m_1wAs6k,2026-08-06,t_0oa5Fc,Unión,4.8,8.6,248.4,344.6,31.4,65.4,21.8,13.8,17.0,58.2,14.8,17.2,54.6,25.2,3.2,8.2,21.2,7.6,18.6,8.2,10.4,3.4,-41.2,47.0,0.7208357515960534
