match_id,date,team_id,team_name,prom_ultimos_5_shots_on_target,prom_ultimos_5_chances_created,prom_ultimos_5_accurate_passes,prom_ultimos_5_passes,prom_ultimos_5_progressive_passes,prom_ultimos_5_passes_into_final_third,prom_ultimos_5_accurate_crosses,prom_ultimos_5_progressive_carries,prom_ultimos_5_duels_won,prom_ultimos_5_duels_lost,prom_ultimos_5_tackles,prom_ultimos_5_interceptions,prom_ultimos_5_recoveries,prom_ultimos_5_clearances,prom_ultimos_5_blocks,prom_ultimos_5_dribbled_past,prom_ultimos_5_miscontrols,prom_ultimos_5_dispossessed,prom_ultimos_5_take_ons,prom_ultimos_5_take_ons_won,prom_ultimos_5_failed_dribbles,prom_ultimos_5_saves,prom_ultimos_5_diferencia_duelos,prom_ultimos_5_diferencia_recuperaciones_perdidas,prom_ultimos_5_precision_pases
m_23LFB9,2026-08-11,t_0oa5Fc,Unión,4.0,7.4,229.4,321.4,28.2,60.0,17.0,13.2,19.8,53.0,17.2,18.8,56.2,29.0,3.4,8.2,20.6,7.6,18.0,9.0,9.0,3.6,-33.2,48.6,0.7137523335407592
m_0CvxlD,2026-08-15,t_0oa5Fc,Unión,4.2,9.4,268.8,363.4,35.0,61.8,19.8,12.2,20.6,52.2,17.6,17.0,56.2,26.8,3.0,7.8,20.4,8.2,19.8,9.8,10.0,3.6,-31.6,48.0,0.7396807925151349
m_4g29p2,2026-08-21,t_0oa5Fc,Unión,3.6,8.0,258.0,354.0,34.4,59.6,18.6,12.0,22.0,58.2,20.6,16.0,54.6,26.2,2.8,8.2,20.8,7.8,17.8,8.4,9.4,3.8,-36.2,46.8,0.7288135593220338
m_1bDP6c,2026-08-28,t_0oa5Fc,Unión,4.4,9.0,283.2,380.4,36.4,62.8,21.0,13.2,22.0,60.4,20.6,15.8,56.4,26.6,2.8,8.4,18.6,9.4,18.2,7.8,10.4,3.6,-38.4,47.0,0.7444794952681388
m_0rPnpL,2026-09-08,t_0oa5Fc,Unión,4.6,9.0,278.2,375.6,35.2,61.0,18.4,13.0,22.4,55.4,22.0,16.6,57.6,27.8,2.2,7.2,19.6,9.0,17.6,7.4,10.2,3.6,-33.0,48.6,0.740681576144835
m_36N9w7,2026-09-12,t_0oa5Fc,Unión,4.8,8.6,275.0,371.4,35.2,60.6,18.6,11.6,21.0,55.8,20.2,15.6,54.6,26.8,2.4,6.8,20.4,8.2,17.0,6.4,10.6,3.4,-34.8,46.4,0.7404415724286484
m_2hYXmh,2026-01-25,t_0otcXZ,Boca Juniors,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m_09UPPR,2026-01-29,t_0otcXZ,Boca Juniors,3.0,12.0,505.0,565.0,33.0,65.0,33.0,12.0,16.0,45.0,12.0,12.0,39.0,31.0,2.0,2.0,19.0,8.0,21.0,7.0,14.0,1.0,-29.0,31.0,0.8938053097345132
m_2jSZpM,2026-02-01,t_0otcXZ,Boca Juniors,3.0,9.0,451.0,512.5,33.0,61.5,32.0,11.5,18.5,47.5,15.5,13.5,39.0,26.0,2.0,5.5,24.5,8.5,22.5,8.5,14.0,3.0,-29.0,30.5,0.88
m_14fRnJ,2026-02-09,t_0otcXZ,Boca Juniors,3.6666666666666665,8.0,407.0,470.6666666666667,29.666666666666668,57.0,27.333333333333332,11.666666666666666,19.333333333333332,49.666666666666664,16.0,13.0,42.333333333333336,25.666666666666668,2.0,7.0,21.666666666666668,6.666666666666667,24.333333333333332,9.0,15.333333333333334,2.3333333333333335,-30.333333333333332,35.666666666666664,0.8647308781869688
m_31Xzsf,2026-02-15,t_0otcXZ,Boca Juniors,3.5,7.0,399.25,465.75,28.25,54.75,25.75,10.0,18.5,48.75,16.25,12.75,46.25,23.25,1.75,7.25,19.75,7.25,20.75,8.0,12.75,2.25,-30.25,39.0,0.8572195383789587
m_0WMvJY,2026-02-20,t_0otcXZ,Boca Juniors,3.4,6.8,404.4,471.8,28.4,56.8,22.8,11.4,18.0,48.2,16.6,13.8,48.6,24.2,1.8,7.2,17.6,6.8,21.0,7.8,13.2,2.0,-30.2,41.8,0.8571428571428571
m_3ZmoAF,2026-02-28,t_0otcXZ,Boca Juniors,2.8,5.0,344.2,419.4,25.6,53.6,20.4,11.2,18.0,51.6,18.8,15.0,51.8,24.0,1.8,8.6,17.0,5.6,20.6,7.0,13.6,2.2,-33.6,46.2,0.8206962327134001
m_3bNpUp,2026-03-05,t_0otcXZ,Boca Juniors,3.2,6.2,362.4,446.4,31.2,59.0,22.4,12.8,18.6,52.4,19.0,15.4,57.2,22.0,1.8,8.0,14.6,5.8,20.4,7.4,13.0,1.6,-33.8,51.4,0.8118279569892473
m_0EJRQi,2026-03-11,t_0otcXZ,Boca Juniors,3.2,6.0,386.8,474.0,31.4,59.4,20.8,11.4,17.4,50.8,20.4,17.4,58.4,24.8,1.8,8.2,13.6,5.8,16.2,6.0,10.2,1.8,-33.4,52.6,0.8160337552742616
m_1ifuZW,2026-03-16,t_0otcXZ,Boca Juniors,3.2,7.2,397.4,485.6,33.8,61.0,20.4,14.8,18.6,51.2,20.0,17.4,55.2,24.2,1.6,9.0,15.4,6.0,18.6,6.8,11.8,1.6,-32.6,49.2,0.8183690280065898
m_3kkhBc,2026-03-22,t_0otcXZ,Boca Juniors,3.8,8.4,406.8,496.2,34.8,57.8,21.0,13.6,20.6,49.2,21.2,18.0,53.4,24.8,2.0,9.6,16.6,5.8,17.2,7.4,9.8,2.0,-28.6,47.6,0.8198307134220073
m_24NuK9,2026-04-02,t_0otcXZ,Boca Juniors,4.8,10.6,473.8,559.2,38.0,58.0,21.8,14.2,19.8,42.0,19.2,17.4,50.4,23.4,1.8,8.8,16.0,6.2,15.2,7.6,7.6,2.6,-22.2,44.2,0.8472818311874106
m_1uocnY,2026-04-11,t_0otcXZ,Boca Juniors,4.2,9.4,452.0,525.4,31.6,52.6,15.4,13.4,19.4,39.6,20.2,16.0,45.4,27.2,2.0,9.0,15.2,5.6,13.6,6.6,7.0,2.6,-20.2,39.8,0.8602969166349448
m_0FlMqm,2026-04-19,t_0otcXZ,Boca Juniors,4.2,9.6,457.6,534.2,35.0,54.2,18.0,15.4,21.2,38.4,19.0,19.0,47.0,24.6,2.2,8.8,16.2,5.8,15.2,7.8,7.4,2.2,-17.2,41.2,0.8566080119805316
m_3puHKN,2026-04-23,t_0otcXZ,Boca Juniors,4.6,9.0,398.6,474.8,30.2,49.6,15.6,13.2,20.6,40.0,21.4,20.0,49.4,28.8,3.4,8.0,13.6,5.2,13.8,7.0,6.8,2.6,-19.4,44.2,0.8395113732097725
m_3crdvk,2026-05-02,t_0otcXZ,Boca Juniors,4.8,8.4,366.0,440.2,27.6,47.2,13.8,15.0,20.2,43.2,21.6,17.8,51.2,25.2,3.0,8.0,15.4,5.8,13.6,6.6,7.0,2.2,-23.0,45.4,0.8314402544298046
m_0kTolw,2026-05-09,t_0otcXZ,Boca Juniors,5.4,7.2,349.0,422.4,26.8,47.4,11.8,15.2,23.4,48.6,22.0,18.6,52.6,27.6,3.2,8.6,16.0,6.4,17.6,9.4,8.2,1.8,-25.2,46.2,0.8262310606060606
m_4Gu3AR,2026-07-26,t_0otcXZ,Boca Juniors,7.2,11.4,388.2,480.4,37.8,54.4,21.0,16.4,24.2,50.8,21.2,20.4,59.6,25.2,3.0,8.0,18.6,6.2,19.6,9.8,9.8,1.6,-26.6,53.4,0.8080766028309742
m_2Vtk92,2026-08-02,t_0otcXZ,Boca Juniors,6.8,11.2,436.6,528.6,35.6,63.2,24.6,16.8,23.6,53.4,19.6,17.2,58.2,24.0,2.4,7.2,20.8,6.4,22.4,10.6,11.8,1.8,-29.8,51.8,0.8259553537646613
m_26MC0h,2026-08-05,t_0otcXZ,Boca Juniors,6.6,12.0,479.4,570.4,38.2,68.6,31.6,20.6,26.8,52.6,19.6,16.8,58.8,23.4,2.0,7.8,23.2,6.6,25.0,12.8,12.2,1.2,-25.8,52.2,0.8404628330995793
m_4Ha0vK,2026-08-08,t_0otcXZ,Boca Juniors,5.6,11.8,523.6,619.0,40.8,76.4,35.2,21.4,26.2,54.0,18.8,16.8,58.6,25.6,1.8,7.8,21.8,7.2,25.2,12.4,12.8,1.8,-27.8,51.4,0.8458804523424879
m_07PgTk,2026-08-16,t_0otcXZ,Boca Juniors,5.8,14.2,525.2,628.0,41.6,78.4,39.2,23.4,25.2,53.4,20.0,17.4,63.2,21.6,1.8,7.8,21.2,7.4,23.6,10.4,13.2,1.6,-28.2,55.8,0.8363057324840765
m_0kNt0b,2026-08-24,t_0otcXZ,Boca Juniors,4.4,10.6,506.8,589.8,30.6,73.0,35.4,24.4,24.4,52.2,18.8,17.0,59.8,22.2,1.4,8.4,19.6,6.6,22.6,10.4,12.2,2.8,-27.8,53.2,0.8592743302814514
m_0rmcr6,2026-08-29,t_0otcXZ,Boca Juniors,4.2,11.2,431.8,507.0,29.0,61.6,30.0,25.8,24.0,51.6,19.6,17.2,58.6,26.0,2.0,8.2,16.4,7.2,21.6,9.8,11.8,3.4,-27.6,51.4,0.8516765285996055
m_4BLbJI,2026-09-05,t_0otcXZ,Boca Juniors,4.2,11.6,452.4,528.4,28.6,63.0,26.8,23.6,20.6,54.4,18.2,18.6,59.8,23.2,1.8,8.8,15.8,8.4,20.6,7.8,12.8,3.8,-33.8,51.4,0.8561695685087055
m_2HZGss,2026-09-12,t_0otcXZ,Boca Juniors,5.0,11.8,392.8,467.4,25.2,56.8,25.0,21.6,21.0,50.6,16.8,19.6,58.2,25.2,2.0,8.8,15.6,7.8,20.8,9.0,11.8,4.0,-29.6,50.4,0.8403936670945656
m_0U6amu,2026-01-24,t_0rGDE4,Gimnasia LP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m_01aTkm,2026-01-28,t_0rGDE4,Gimnasia LP,5.0,5.0,118.0,176.0,20.0,44.0,9.0,8.0,20.0,46.0,25.0,21.0,37.0,48.0,2.0,9.0,18.0,6.0,8.0,4.0,4.0,2.0,-26.0,31.0,0.6704545454545454
m_3OMXQ9,2026-02-02,t_0rGDE4,Gimnasia LP,3.0,3.5,145.0,212.0,13.5,43.5,11.0,9.0,20.5,42.5,24.5,19.0,41.0,36.0,1.0,9.0,19.5,5.5,10.5,5.0,5.5,4.0,-22.0,35.5,0.6839622641509434
m_1Cuhf7,2026-02-09,t_0rGDE4,Gimnasia LP,4.0,5.0,188.66666666666666,254.0,19.666666666666668,44.333333333333336,11.666666666666666,8.333333333333334,20.666666666666668,45.666666666666664,21.0,18.333333333333332,41.333333333333336,38.333333333333336,2.0,9.333333333333334,21.333333333333332,6.0,12.666666666666666,6.333333333333333,6.333333333333333,2.6666666666666665,-25.0,35.333333333333336,0.7427821522309711
m_2wlvcQ,2026-02-15,t_0rGDE4,Gimnasia LP,4.0,5.75,256.5,328.0,27.25,51.25,18.25,17.5,20.25,42.5,20.25,19.5,45.0,36.5,2.5,8.25,20.25,5.5,11.75,6.5,5.25,2.75,-22.25,39.5,0.7820121951219512
m_3TfM13,2026-02-21,t_0rGDE4,Gimnasia LP,3.6,5.8,250.8,320.6,26.2,50.8,18.6,16.0,18.8,44.6,19.4,17.6,45.8,33.6,2.6,8.4,18.4,6.0,12.6,5.8,6.8,2.8,-25.8,39.8,0.7822832189644416
m_1j8XKc,2026-02-25,t_0rGDE4,Gimnasia LP,3.0,6.2,272.2,347.2,26.0,52.2,19.8,16.6,18.2,45.6,17.2,17.0,48.4,33.6,3.0,8.6,18.2,5.4,14.4,7.0,7.4,3.6,-27.4,43.0,0.7839861751152074
m_4QwFk6,2026-03-02,t_0rGDE4,Gimnasia LP,4.0,7.2,296.4,370.0,30.2,54.2,22.4,16.4,19.8,48.6,17.4,16.0,49.0,33.0,3.4,8.2,17.4,6.4,17.8,8.6,9.2,2.4,-28.8,42.6,0.8010810810810811
m_2bEX07,2026-03-11,t_0rGDE4,Gimnasia LP,3.4,6.4,289.2,365.8,27.4,54.8,22.0,16.6,20.4,50.0,21.2,15.6,51.0,34.0,3.6,7.4,16.4,7.6,18.2,8.2,10.0,3.2,-29.6,43.4,0.7905959540732641
m_4KLddA,2026-03-15,t_0rGDE4,Gimnasia LP,3.8,7.0,249.8,323.0,20.8,51.4,16.4,8.6,20.4,50.8,22.6,14.4,51.4,37.8,4.6,8.4,18.0,7.8,19.2,8.0,11.2,3.4,-30.4,43.6,0.773374613003096
m_1c7isO,2026-03-21,t_0rGDE4,Gimnasia LP,4.0,7.4,261.0,327.2,19.4,49.6,16.4,10.2,21.6,47.2,22.8,14.6,50.4,36.8,4.6,7.6,18.2,7.6,18.6,9.0,9.6,3.0,-25.6,42.8,0.7976772616136919
m_2k76Cm,2026-04-05,t_0rGDE4,Gimnasia LP,3.8,7.2,292.6,360.6,23.2,54.0,19.0,10.0,21.6,48.4,23.2,13.4,48.4,32.2,4.8,7.2,19.2,9.0,19.2,8.6,10.6,2.0,-26.8,39.4,0.8114254021075984
m_4DcYBn,2026-04-13,t_0rGDE4,Gimnasia LP,3.6,9.4,330.2,403.0,26.6,55.6,20.6,10.4,19.2,46.2,21.2,15.6,50.6,35.6,5.2,7.0,20.0,8.2,16.6,7.4,9.2,2.4,-27.0,42.4,0.8193548387096774
m_2yMdi1,2026-04-18,t_0rGDE4,Gimnasia LP,4.4,11.2,344.0,418.4,30.2,57.4,21.6,12.4,17.2,43.0,17.0,15.4,50.2,30.8,4.6,7.0,19.2,7.0,15.4,6.8,8.6,1.8,-25.8,43.2,0.8221797323135756
m_3Xoqfp,2026-04-26,t_0rGDE4,Gimnasia LP,4.0,11.2,343.0,417.2,34.0,59.8,24.2,14.0,17.0,44.2,14.6,17.2,49.4,28.4,3.0,5.6,17.4,7.2,16.2,7.8,8.4,1.8,-27.2,42.2,0.8221476510067114
m_1fmUw8,2026-05-03,t_0rGDE4,Gimnasia LP,3.8,10.2,355.8,440.4,36.2,64.8,24.6,13.6,16.6,47.6,15.0,19.6,51.0,28.8,2.6,7.0,18.6,7.4,19.0,8.2,10.8,1.6,-31.0,43.6,0.8079019073569482
m_4Cpvon,2026-05-11,t_0rGDE4,Gimnasia LP,4.0,10.4,321.4,400.2,34.4,57.8,20.8,14.2,17.8,44.8,15.8,22.0,55.8,31.6,2.8,7.8,18.0,6.2,18.2,8.0,10.2,2.0,-27.0,49.6,0.8030984507746127
m_3ar3G9,2026-05-14,t_0rGDE4,Gimnasia LP,3.6,7.6,255.4,327.8,27.6,53.4,14.6,13.6,17.2,44.8,15.0,21.2,52.0,38.0,4.4,7.4,16.8,6.2,18.2,8.4,9.8,2.6,-27.6,45.8,0.7791336180597925
m_1P4GDL,2026-07-24,t_0rGDE4,Gimnasia LP,3.4,7.2,239.2,314.8,23.6,50.8,15.0,12.0,17.4,45.6,14.8,22.6,49.6,36.8,5.4,6.6,15.0,7.0,18.8,8.6,10.2,3.6,-28.2,42.6,0.7598475222363406
m_19jhYQ,2026-07-29,t_0rGDE4,Gimnasia LP,3.6,6.2,242.4,323.0,21.8,49.2,13.2,11.0,16.4,46.8,14.8,22.4,49.2,34.0,6.2,7.2,16.6,7.2,18.6,7.4,11.2,3.8,-30.4,42.0,0.7504643962848297
m_2GNnDW,2026-08-02,t_0rGDE4,Gimnasia LP,3.8,7.8,198.0,278.4,19.8,44.0,12.2,10.8,17.8,44.4,15.4,22.8,49.8,38.2,6.4,6.8,15.6,6.2,17.0,7.4,9.6,4.4,-26.6,43.6,0.7112068965517241
m_4AhgSS,2026-08-09,t_0rGDE4,Gimnasia LP,4.2,8.0,211.0,296.6,20.4,50.6,15.0,9.6,16.4,48.4,13.4,21.6,49.4,42.2,5.8,6.4,18.8,7.2,17.6,7.6,10.0,4.4,-32.0,42.2,0.7113958192852327
m_3spPk4,2026-08-15,t_0rGDE4,Gimnasia LP,4.8,9.4,242.8,336.4,23.0,54.2,17.0,12.2,18.0,51.0,16.6,25.2,55.2,33.2,4.0,8.0,19.2,7.6,17.2,7.2,10.0,3.8,-33.0,47.6,0.7217598097502973
m_4FtNTS,2026-08-22,t_0rGDE4,Gimnasia LP,4.2,8.0,218.6,301.2,22.4,51.8,15.6,11.4,18.6,51.8,18.6,24.0,54.6,34.4,3.8,9.0,20.4,7.6,16.4,7.4,9.0,3.4,-33.2,47.0,0.7257636122177955
m_4bNncf,2026-08-29,t_0rGDE4,Gimnasia LP,4.2,9.0,237.8,321.8,25.6,56.2,20.2,13.8,21.0,50.2,21.4,23.8,57.2,31.8,3.0,9.8,19.6,8.0,16.8,7.4,9.4,3.0,-29.2,49.2,0.7389683032939715
m_2MnXyo,2026-09-05,t_0rGDE4,Gimnasia LP,4.2,8.2,247.6,333.0,26.0,60.6,19.8,12.6,20.6,51.2,21.6,25.4,57.4,30.4,3.0,10.6,19.6,8.0,15.2,6.4,8.8,3.6,-30.6,49.4,0.7435435435435436
m_2tVeMD,2026-09-13,t_0rGDE4,Gimnasia LP,4.6,8.2,242.2,325.8,25.8,59.2,20.0,13.2,21.6,47.0,23.8,23.8,55.0,22.6,2.8,9.4,15.8,7.2,14.0,5.8,8.2,3.4,-25.4,47.8,0.7434008594229589
m_2wEu9K,2026-01-23,t_0rsFNq,Lanús,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m_431211,2026-01-29,t_0rsFNq,Lanús,6.0,8.0,209.0,268.0,24.0,55.0,11.0,7.0,18.0,67.0,30.0,13.0,40.0,55.0,4.0,11.0,16.0,12.0,17.0,6.0,11.0,3.0,-49.0,28.0,0.7798507462686567
m_4MfeT3,2026-02-04,t_0rsFNq,Lanús,6.0,11.0,322.0,396.0,26.5,54.0,11.5,8.0,16.5,55.0,27.0,18.0,47.0,44.5,4.5,9.5,14.5,11.0,14.5,4.0,10.5,3.5,-38.5,36.0,0.8131313131313131
m_0rf9Wx,2026-02-09,t_0rsFNq,Lanús,6.333333333333333,10.0,316.0,388.3333333333333,26.0,55.0,12.0,8.666666666666666,14.0,54.0,21.0,17.0,44.333333333333336,41.333333333333336,3.0,9.333333333333334,14.333333333333334,10.0,13.666666666666666,4.0,9.666666666666666,3.0,-40.0,34.333333333333336,0.8137339055793992
m_4CCLV7,2026-02-13,t_0rsFNq,Lanús,5.75,9.25,333.0,409.0,29.0,58.0,12.75,10.75,14.75,52.0,21.0,16.5,47.5,37.75,3.25,8.25,15.75,9.25,14.25,4.25,10.0,3.25,-37.25,38.25,0.8141809290953546
m_32VFMh,2026-03-02,t_0rsFNq,Lanús,4.6,7.8,324.4,401.4,26.6,55.4,12.4,10.2,15.2,52.2,20.0,16.8,46.0,38.0,4.0,8.4,16.8,8.6,14.2,4.4,9.8,2.8,-37.0,37.4,0.8081714000996513
m_3bNpUp,2026-03-05,t_0rsFNq,Lanús,4.0,7.4,373.4,454.2,29.4,58.4,13.2,12.8,14.2,48.4,17.4,18.8,50.6,29.0,3.4,8.2,17.4,7.6,14.2,3.8,10.4,3.2,-34.2,43.0,0.8221047996477323
m_2rfIEE,2026-03-13,t_0rsFNq,Lanús,3.2,6.2,364.4,445.4,29.4,57.6,14.8,13.6,14.0,50.2,13.6,16.8,50.8,25.2,2.6,7.2,19.4,8.4,16.2,5.6,10.6,2.8,-36.2,42.4,0.818140996856758
m_1sCl2u,2026-03-17,t_0rsFNq,Lanús,2.2,5.8,365.4,446.0,28.8,53.6,14.8,13.2,14.8,49.2,13.8,17.4,52.2,25.6,4.2,6.8,21.8,7.8,16.6,5.8,10.8,3.0,-34.4,44.4,0.8192825112107623
m_1CaySw,2026-03-21,t_0rsFNq,Lanús,2.8,6.4,391.4,466.0,28.4,53.2,15.2,10.4,14.0,49.4,12.4,15.4,49.8,23.0,3.6,7.6,20.6,8.8,16.0,6.0,10.0,2.6,-35.4,41.0,0.8399141630901288
m_1c9W0N,2026-03-27,t_0rsFNq,Lanús,4.2,8.2,381.0,460.4,31.6,57.8,17.0,11.6,14.6,51.2,12.0,15.8,53.2,23.0,2.2,7.0,20.0,9.2,17.0,6.8,10.2,3.4,-36.6,44.0,0.8275412684622068
m_4fH8lA,2026-04-01,t_0rsFNq,Lanús,3.8,9.0,341.2,424.0,30.8,57.4,17.0,9.4,15.2,51.0,11.2,14.0,50.6,26.6,2.8,5.4,19.2,9.2,16.8,7.6,9.2,3.0,-35.8,41.4,0.8047169811320755
m_2pE60O,2026-04-13,t_0rsFNq,Lanús,3.6,8.4,351.8,436.4,33.2,62.2,17.8,10.2,15.6,49.4,13.0,14.4,50.0,26.6,3.0,5.8,18.0,8.4,16.2,6.8,9.4,2.6,-33.8,41.6,0.806141154903758
m_2riSvt,2026-04-21,t_0rsFNq,Lanús,4.0,10.0,384.4,471.4,35.4,67.4,19.6,10.8,16.0,51.8,14.2,12.6,51.8,23.6,2.0,6.4,16.0,8.8,17.2,6.8,10.4,2.6,-35.8,43.0,0.8154433602036487
m_3JTbLz,2026-04-24,t_0rsFNq,Lanús,2.6,8.6,344.4,434.8,35.6,65.4,18.8,12.0,17.6,52.6,14.4,13.4,53.4,27.2,3.6,6.4,17.8,8.0,18.2,8.0,10.2,2.8,-35.0,45.4,0.7920883164673413
m_1XEoaS,2026-05-02,t_0rsFNq,Lanús,2.2,8.4,399.2,488.4,38.4,67.4,19.2,11.8,16.6,52.4,13.8,12.8,54.4,21.6,4.2,6.0,18.0,8.4,19.0,8.0,11.0,2.4,-35.8,46.0,0.8173628173628174
m_2t96qK,2026-05-10,t_0rsFNq,Lanús,3.4,7.8,439.8,532.6,38.2,69.6,19.6,11.4,16.0,54.0,14.0,14.0,56.8,22.6,3.6,6.8,17.4,9.0,20.2,8.0,12.2,2.2,-38.0,47.8,0.8257604205782951
m_1aviF3,2026-07-26,t_0rsFNq,Lanús,3.8,8.0,415.0,509.0,35.6,68.4,18.0,9.2,18.4,56.8,15.6,13.4,58.6,25.8,3.4,7.2,18.0,9.0,20.6,8.6,12.0,3.4,-38.4,49.6,0.8153241650294696
m_2EBOtR,2026-08-03,t_0rsFNq,Lanús,5.0,9.2,395.0,490.6,39.8,76.0,19.0,8.8,19.0,56.6,16.8,14.0,57.0,26.0,2.8,6.0,18.2,9.0,19.2,8.2,11.0,3.8,-37.6,48.0,0.805136567468406
m_1wAs6k,2026-08-06,t_0rsFNq,Lanús,5.6,10.8,425.4,526.2,40.0,79.0,22.2,11.0,19.0,57.2,17.4,15.6,56.6,24.4,2.4,6.4,16.0,10.0,18.6,7.2,11.4,4.2,-38.2,46.6,0.8084378563283923
m_4f6yGZ,2026-08-12,t_0rsFNq,Lanús,5.0,10.6,405.0,505.2,38.0,75.6,21.4,11.2,20.2,56.2,18.8,16.2,55.6,27.2,2.2,7.6,16.8,10.4,18.6,7.0,11.6,3.8,-36.0,45.2,0.8016627078384798
m_1E7Dux,2026-08-17,t_0rsFNq,Lanús,5.0,12.0,380.6,476.0,37.6,70.8,22.4,12.2,20.4,54.6,17.8,15.4,54.8,26.0,2.4,8.2,16.2,9.2,16.4,6.8,9.6,4.8,-34.2,45.6,0.7995798319327732
m_38XAFZ,2026-08-25,t_0rsFNq,Lanús,5.6,13.4,378.8,472.2,40.2,69.6,24.8,12.2,20.4,56.4,18.2,17.4,52.8,25.8,3.0,9.2,15.0,10.2,16.0,6.8,9.2,3.8,-36.0,42.6,0.8022024565861923
m_0rmcr6,2026-08-29,t_0rsFNq,Lanús,5.2,10.8,362.6,455.0,35.0,59.2,22.2,13.0,21.6,54.4,17.2,18.2,54.6,25.4,3.6,10.4,16.4,10.2,18.2,8.4,9.8,3.4,-32.8,44.4,0.796923076923077
m_0NaY2x,2026-09-06,t_0rsFNq,Lanús,5.0,10.2,329.6,417.8,35.0,54.6,19.0,12.0,24.2,54.0,19.2,18.8,57.8,26.2,3.8,9.4,17.8,8.8,20.4,10.0,10.4,3.0,-29.8,49.0,0.7888942077549067
m_0AnTKr,2026-09-14,t_0rsFNq,Lanús,5.6,10.8,323.6,414.2,37.4,56.4,20.4,13.0,23.0,53.0,19.2,20.6,61.6,26.4,4.0,10.0,17.0,8.4,19.0,9.8,9.2,3.6,-30.0,53.2,0.7812650893288267
m_2vy6Yj,2026-09-14,t_0rsFNq,Lanús,5.4,9.6,337.8,433.8,38.2,58.4,19.0,13.8,22.6,53.0,19.6,19.8,63.8,30.4,5.6,9.2,18.4,9.4,20.2,9.6,10.6,3.4,-30.4,54.4,0.7786998616874136
m_0MqdAY,2026-01-22,t_1DVMAZ,Defensa y Justicia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m_20gfAy,2026-01-29,t_1DVMAZ,Defensa y Justicia,2.0,6.0,211.0,296.0,15.0,47.0,19.0,6.0,17.0,42.0,17.0,17.0,38.0,39.0,1.0,7.0,16.0,11.0,16.0,4.0,12.0,3.0,-25.0,27.0,0.7128378378378378
m_0cs8S8,2026-02-02,t_1DVMAZ,Defensa y Justicia,2.5,4.0,203.0,285.5,13.5,49.0,15.5,5.5,13.5,46.5,13.5,16.0,43.5,55.0,2.0,6.5,13.0,8.5,17.5,4.0,13.5,2.5,-33.0,35.0,0.7110332749562172
m_1hisDs,2026-02-08,t_1DVMAZ,Defensa y Justicia,3.6666666666666665,5.333333333333333,271.6666666666667,349.0,20.0,45.666666666666664,17.666666666666668,9.666666666666666,11.666666666666666,45.0,12.333333333333334,14.0,42.0,41.0,2.0,7.0,11.333333333333334,9.666666666666666,14.666666666666666,3.6666666666666665,11.0,2.0,-33.333333333333336,32.333333333333336,0.778414517669532
m_0Wq4zM,2026-02-14,t_1DVMAZ,Defensa y Justicia,3.5,5.0,236.25,309.75,18.75,44.0,15.5,8.0,13.75,48.0,14.75,16.0,41.0,42.5,2.75,6.75,13.5,9.0,14.25,4.25,10.0,3.0,-34.25,32.0,0.7627118644067796
m_16ojkM,2026-02-20,t_1DVMAZ,Defensa y Justicia,3.2,5.0,231.6,304.2,19.8,43.2,15.8,8.2,15.4,48.6,15.4,18.8,43.8,41.2,2.2,7.0,16.2,8.6,15.4,5.6,9.8,2.6,-33.2,35.2,0.7613412228796844
m_1pWCHs,2026-02-24,t_1DVMAZ,Defensa y Justicia,3.4,5.4,264.4,334.6,23.6,46.6,16.4,10.0,15.2,47.8,15.0,18.8,45.2,37.2,2.4,6.2,17.4,8.2,15.6,5.8,9.8,2.4,-32.6,37.0,0.7901972504482965
m_32VFMh,2026-03-02,t_1DVMAZ,Defensa y Justicia,3.2,6.4,290.2,358.0,27.4,45.8,16.6,12.0,18.4,44.6,17.4,18.2,46.0,29.8,2.8,6.2,18.8,8.2,16.4,7.6,8.8,2.2,-26.2,37.8,0.8106145251396648
m_3FHq0X,2026-03-12,t_1DVMAZ,Defensa y Justicia,3.0,7.0,276.8,346.2,28.4,50.6,16.4,11.2,21.0,43.8,19.6,19.6,49.8,32.0,2.8,5.2,19.6,7.4,18.8,9.0,9.8,2.4,-22.8,42.4,0.7995378393991912
m_2pi43m,2026-03-16,t_1DVMAZ,Defensa y Justicia,3.6,8.0,322.2,392.8,31.6,55.2,18.4,14.6,20.0,42.6,18.0,18.0,51.6,25.6,1.8,5.6,17.6,7.6,20.8,9.2,11.6,2.0,-22.6,44.0,0.820264765784114
