match_id,date,player_id,player_name,team_id,team_name,partidos_historial,prom_ultimos_5_minutes_played,prom_ultimos_5_participacion,prom_ultimos_5_area_rival,prom_ultimos_5_ultimo_tercio,prom_ultimos_5_carreras_progresivas,prom_ultimos_5_duelos,prom_ultimos_5_perdidas,prom_ultimos_5_regates_fallidos,prom_ultimos_5_exceso_perdidas,prom_ultimos_5_pases,prom_ultimos_5_peligro_creado,prom_ultimos_5_defensa,prom_ultimos_5_arquero,prom_ultimos_5_goles_asistencias,prom_ultimos_5_resultado_puntos,prom_ultimos_5_valla_invicta,prom_ultimos_5_winning_total,prom_ultimos_5_accurate_passes,prom_ultimos_5_passes,prom_ultimos_5_progressive_passes,prom_ultimos_5_precision_pases,prom_ultimos_5_passes_into_final_third,prom_ultimos_5_long_balls_accurate,prom_ultimos_5_accurate_crosses,prom_ultimos_5_progressive_carries,prom_ultimos_5_take_ons,prom_ultimos_5_take_ons_won,prom_ultimos_5_failed_dribbles,prom_ultimos_5_miscontrols,prom_ultimos_5_dispossessed,prom_ultimos_5_duels_won,prom_ultimos_5_duels_lost,prom_ultimos_5_tackles,prom_ultimos_5_interceptions,prom_ultimos_5_recoveries,prom_ultimos_5_clearances,prom_ultimos_5_blocks,prom_ultimos_5_dribbled_past,prom_ultimos_5_shots_on_target,prom_ultimos_5_goals,prom_ultimos_5_assists,prom_ultimos_5_chances_created,prom_ultimos_5_saves,prom_ultimos_5_saved_penalties,prom_ultimos_5_goals_conceded,position,fuente_posicion
m_0afzlB,2026-08-01,p_1QJBGG,Gonzalo Martínez,t_1L8FaD,Tigre,5,51.6,1.548,0.096,0.0,0.08,-0.16,-0.48,-0.6599999999999999,0.0,1.498,3.18,1.86,0.0,0.0,0.4,0.0,7.362,16.8,24.2,2.8,0.66794,7.8,3.8,3.2,1.6,3.8,1.6,2.2,2.0,0.4,2.0,2.8,1.2,0.2,6.0,0.0,0.2,0.4,1.6,0.2,0.0,1.4,0.0,0.0,1.0,VOL,PITCHAPI
m_147hOq,2026-08-06,p_1QJBGG,Gonzalo Martínez,t_1L8FaD,Tigre,5,51.2,1.536,0.096,0.0,0.04,-0.04,-0.36,-0.6599999999999999,0.0,1.3433199999999998,2.48,1.704,0.0,0.0,1.0,0.0,7.13932,16.4,23.2,3.2,0.6799999999999999,6.2,3.0,3.0,0.8,3.6,1.4,2.2,1.4,0.4,2.2,2.4,1.0,0.2,5.6,0.2,0.2,0.4,1.6,0.4,0.2,1.0,0.0,0.0,0.8,VOL,PITCHAPI
m_2VSaa1,2026-08-08,p_1QJBGG,Gonzalo Martínez,t_1L8FaD,Tigre,5,46.0,1.38,0.096,0.0,0.02,0.0799999999999999,-0.48,-0.48,0.0,1.3754,1.84,1.7240000000000002,0.0,0.0,1.0,0.0,6.555400000000001,14.2,20.2,2.8,0.68846,6.0,3.0,3.4,0.4,3.0,1.4,1.6,1.6,0.8,2.4,2.0,1.2,0.4,5.0,0.2,0.0,0.2,1.2,0.4,0.2,0.8,0.0,0.0,0.8,VOL,PITCHAPI
m_2byNvS,2026-02-25,p_1QjqgM,Williams Barlasina,t_3mLGSt,Newell's Old Boys,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARQ,PITCHAPI
m_2sHWPe,2026-03-01,p_1QjqgM,Williams Barlasina,t_3mLGSt,Newell's Old Boys,1,17.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,1.6,0.0,0.0,0.0,0.0,2.42,3.0,3.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,ARQ,PITCHAPI
m_0njgmB,2026-03-11,p_1QjqgM,Williams Barlasina,t_3mLGSt,Newell's Old Boys,2,53.5,1.605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67645,0.0,1.66,0.0,0.0,0.0,0.0,3.94145,6.5,8.5,0.0,0.8571500000000001,3.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.0,ARQ,PITCHAPI
m_1sCl2u,2026-03-17,p_1QjqgM,Williams Barlasina,t_3mLGSt,Newell's Old Boys,3,65.66666666666667,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7449,0.0,1.7066666666666668,0.0,0.0,0.3333333333333333,0.0,4.7549,7.666666666666667,9.333333333333334,0.0,0.8744666666666667,3.333333333333333,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,0.0,1.6666666666666667,ARQ,PITCHAPI
m_2gIXlp,2026-03-21,p_1QjqgM,Williams Barlasina,t_3mLGSt,Newell's Old Boys,4,71.75,2.1525000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.914975,0.0,1.58,0.0,0.0,0.25,0.0,4.897475,10.0,12.25,0.0,0.858225,4.5,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.25,0.5,0.0,0.0,0.0,0.0,0.0,3.25,0.0,2.5,ARQ,PITCHAPI
m_1BPKXp,2026-01-28,p_1QvEWx,David Sotelo,t_3mLGSt,Newell's Old Boys,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VOL,PITCHAPI
m_2jSZpM,2026-02-01,p_1QvEWx,David Sotelo,t_3mLGSt,Newell's Old Boys,1,9.0,0.27,0.0,0.0,0.05,-0.2,0.0,0.0,0.0,0.364,0.0,0.0,0.0,0.0,1.0,0.0,1.484,4.0,5.0,0.0,0.8,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VOL,PITCHAPI
m_1hisDs,2026-02-08,p_1QvEWx,David Sotelo,t_3mLGSt,Newell's Old Boys,2,27.0,0.81,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.6884999999999999,0.25,0.87,0.0,0.0,0.5,0.0,3.1685,11.5,14.0,3.0,0.81305,4.0,3.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.5,VOL,PITCHAPI
m_1CzDvn,2026-02-16,p_1QvEWx,David Sotelo,t_3mLGSt,Newell's Old Boys,3,33.0,0.99,0.0,0.0,0.0333333333333333,-0.1333333333333333,0.0,-0.1999999999999999,0.0,1.3856666666666666,0.5,1.2866666666666668,0.0,0.0,0.3333333333333333,0.0,4.195666666666667,16.333333333333332,18.0,4.666666666666667,0.8753666666666667,6.666666666666667,4.0,2.333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,1.3333333333333333,1.0,0.3333333333333333,2.6666666666666665,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,VOL,PITCHAPI
m_4dWdyt,2026-02-21,p_1QvEWx,David Sotelo,t_3mLGSt,Newell's Old Boys,4,27.25,0.8175,0.03,0.0,0.025,-0.2,-0.05,-0.15,0.0,1.0706749999999998,0.375,0.97,0.0,0.0,0.5,0.0,3.388175,13.0,15.25,3.5,0.763675,5.25,3.25,1.75,0.5,0.5,0.0,0.5,0.25,0.0,0.5,1.5,0.75,0.25,2.25,1.0,0.0,0.25,0.0,0.0,0.0,0.75,0.0,0.0,1.75,VOL,PITCHAPI
m_2byNvS,2026-02-25,p_1QvEWx,David Sotelo,t_3mLGSt,Newell's Old Boys,5,25.2,0.756,0.024,0.0,0.02,-0.2,-0.04,-0.18,0.0,0.9969,0.3,0.8160000000000001,0.0,0.0,0.4,0.0,2.8929,11.8,14.4,3.0,0.73822,5.2,3.2,1.6,0.4,0.6,0.0,0.6,0.2,0.0,0.4,1.4,0.6,0.2,2.0,0.8,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.0,2.0,VOL,PITCHAPI
m_1sCl2u,2026-03-17,p_1QvEWx,David Sotelo,t_3mLGSt,Newell's Old Boys,5,31.0,0.93,0.024,0.0,0.02,-0.24,-0.12,-0.18,0.0,1.0561,0.4,0.916,0.0,0.0,0.2,0.0,3.0061,12.6,15.2,3.2,0.756,5.4,3.8,1.6,0.4,0.6,0.0,0.6,0.4,0.2,0.4,1.6,0.6,0.4,2.4,0.8,0.0,0.4,0.0,0.0,0.0,0.8,0.0,0.0,2.2,VOL,PITCHAPI
m_2gIXlp,2026-03-21,p_1QvEWx,David Sotelo,t_3mLGSt,Newell's Old Boys,5,33.8,1.014,0.024,0.0,0.02,-0.32,-0.24,-0.18,0.0,1.10198,0.54,0.692,0.0,0.0,0.2,0.0,2.85198,11.0,14.0,2.0,0.7202,4.8,3.2,2.4,0.4,0.8,0.2,0.6,0.8,0.4,0.4,2.0,0.4,0.6,1.8,0.6,0.0,0.6,0.2,0.0,0.0,0.6,0.0,0.0,2.8,VOL,PITCHAPI
m_0S9hu2,2026-04-05,p_1QvEWx,David Sotelo,t_3mLGSt,Newell's Old Boys,5,29.0,0.8699999999999999,0.024,0.0,0.02,-0.36,-0.2799999999999999,-0.06,0.0,0.65198,0.44,0.4679999999999999,0.0,0.0,0.8,0.0,2.57398,8.6,12.0,0.8,0.6952,2.6,2.0,1.4,0.4,0.4,0.2,0.2,1.0,0.4,0.2,2.0,0.2,0.8,1.2,0.4,0.0,0.8,0.2,0.0,0.0,0.4,0.0,0.0,2.2,VOL,PITCHAPI
m_2tup6z,2026-07-31,p_1QvEWx,David Sotelo,t_3mLGSt,Newell's Old Boys,5,31.8,0.954,0.0,0.0,0.02,-0.32,-0.32,-0.06,0.0,0.7740400000000001,0.36,0.488,0.0,0.0,1.2,0.0,3.09604,8.6,11.6,0.8,0.72948,2.6,2.0,2.0,0.4,0.4,0.2,0.2,1.0,0.6,0.2,1.8,0.2,0.8,1.0,0.4,0.0,0.6,0.4,0.0,0.0,0.4,0.0,0.0,2.2,VOL,PITCHAPI
m_2Vtk92,2026-08-02,p_1QvEWx,David Sotelo,t_3mLGSt,Newell's Old Boys,5,46.4,1.392,0.0,0.0,0.04,-0.4,-0.48,-0.12,0.0,0.94796,0.6,1.352,0.0,0.0,1.2,0.0,4.53196,15.2,20.6,0.6,0.74506,3.0,3.2,2.0,0.8,1.0,0.6,0.4,1.6,0.8,1.2,3.2,0.8,1.6,3.0,1.6,0.0,1.6,0.4,0.0,0.0,0.4,0.0,0.0,1.8,VOL,PITCHAPI
m_2wEu9K,2026-01-23,p_1R1UR4,Matías Sepúlveda,t_0rsFNq,Lanús,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VOL,PITCHAPI
m_431211,2026-01-29,p_1R1UR4,Matías Sepúlveda,t_0rsFNq,Lanús,1,5.0,0.15,0.0,0.0,0.0,-0.6,-0.2,-0.3,0.0,0.2314,0.0,0.64,0.0,0.0,3.0,0.0,2.9214,9.0,7.0,0.0,1.2857,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,VOL,PITCHAPI
m_0rf9Wx,2026-02-09,p_1R1UR4,Matías Sepúlveda,t_0rsFNq,Lanús,2,13.5,0.405,0.06,0.0,0.0,-0.8,-0.2,-0.3,0.0,0.43715,0.25,0.6799999999999999,0.0,0.0,3.0,0.0,3.53215,9.5,10.5,0.0,1.0,0.5,0.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.5,VOL,PITCHAPI
m_4CCLV7,2026-02-13,p_1R1UR4,Matías Sepúlveda,t_0rsFNq,Lanús,3,9.333333333333334,0.28,0.04,0.0,0.0,-0.5333333333333333,-0.1333333333333333,-0.1999999999999999,0.0,0.3581,0.1666666666666666,0.4533333333333333,0.0,0.0,2.333333333333333,0.0,2.7647666666666666,6.333333333333333,7.333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,2.6666666666666665,0.0,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.3333333333333333,VOL,PITCHAPI
m_32VFMh,2026-03-02,p_1R1UR4,Matías Sepúlveda,t_0rsFNq,Lanús,4,13.25,0.3975,0.06,0.0,0.0,-0.35,-0.15,-0.15,0.0,0.4368,0.125,0.615,0.0,0.0,1.75,0.0,2.7343,7.5,9.0,0.0,0.6964250000000001,0.75,1.25,1.0,0.0,0.5,0.0,0.5,0.25,0.5,0.25,2.0,0.25,0.5,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.5,VOL,PITCHAPI
m_3bNpUp,2026-03-05,p_1R1UR4,Matías Sepúlveda,t_0rsFNq,Lanús,5,24.6,0.738,0.096,0.0,0.05,-0.5599999999999999,-0.36,-0.24,0.0,0.5937,0.1,0.8640000000000001,0.0,0.0,1.6,0.0,2.88168,11.2,13.6,0.6,0.7196400000000001,1.0,1.2,1.4,1.0,0.8,0.0,0.8,0.8,1.0,0.2,3.0,0.2,1.0,1.4,1.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,1.4,VOL,PITCHAPI
m_1c9W0N,2026-03-27,p_1R1UR4,Matías Sepúlveda,t_0rsFNq,Lanús,5,29.4,0.882,0.096,0.0,0.08,-0.52,-0.44,-0.24,0.0,0.8371999999999999,0.5,0.776,0.0,0.0,1.0,0.0,2.97118,12.2,15.8,1.0,0.61806,1.2,1.8,2.4,1.6,0.8,0.0,0.8,1.2,1.0,0.2,2.8,0.2,0.8,1.6,0.8,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0,1.6,VOL,PITCHAPI
m_4fH8lA,2026-04-01,p_1R1UR4,Matías Sepúlveda,t_0rsFNq,Lanús,5,27.4,0.8220000000000001,0.072,0.0,0.09,-0.3199999999999999,-0.44,-0.18,0.0,0.7804,0.52,0.752,0.0,0.0,0.4,0.0,2.49638,11.6,14.8,1.0,0.63076,1.2,1.6,2.2,1.8,0.8,0.2,0.6,1.4,0.8,0.4,2.0,0.2,0.6,2.0,0.6,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,1.8,VOL,PITCHAPI
m_2pE60O,2026-04-13,p_1R1UR4,Matías Sepúlveda,t_0rsFNq,Lanús,5,41.0,1.23,0.096,0.0,0.1,-0.4,-0.6,-0.24,0.0,1.04424,0.62,0.852,0.0,0.0,0.4,0.0,3.10222,15.0,19.4,1.4,0.77242,1.6,2.2,3.0,2.0,1.0,0.2,0.8,2.2,0.8,0.6,2.6,0.4,0.6,2.6,0.6,0.0,0.6,0.0,0.0,0.0,0.4,0.0,0.0,1.6,VOL,PITCHAPI
m_2riSvt,2026-04-21,p_1R1UR4,Matías Sepúlveda,t_0rsFNq,Lanús,5,47.4,1.422,0.072,0.0,0.11,-0.64,-0.6,-0.42,0.0,1.23326,0.8400000000000001,0.8320000000000001,0.0,0.0,1.0,0.0,3.84924,18.0,22.6,1.6,0.7886200000000001,1.6,1.6,3.8,2.2,1.6,0.2,1.4,2.2,0.8,0.4,3.6,0.2,0.6,3.0,0.6,0.0,0.6,0.2,0.0,0.0,0.6,0.0,0.0,1.2,VOL,PITCHAPI
m_3JTbLz,2026-04-24,p_1R1UR4,Matías Sepúlveda,t_0rsFNq,Lanús,5,47.8,1.434,0.024,0.0,0.0699999999999999,-0.44,-0.52,-0.42,0.0,1.15342,1.28,0.884,0.0,0.0,0.8,0.0,4.265420000000001,16.2,20.0,1.2,0.8050600000000001,1.6,1.4,3.6,1.4,2.0,0.6,1.4,2.4,0.2,1.0,3.2,0.4,0.0,3.4,0.2,0.2,0.4,0.2,0.0,0.0,1.0,0.0,0.0,1.2,VOL,PITCHAPI
m_1XEoaS,2026-05-02,p_1R1UR4,Matías Sepúlveda,t_0rsFNq,Lanús,5,44.2,1.326,0.048,0.0,0.04,-0.32,-0.4,-0.36,0.0,0.95964,1.08,0.944,0.0,0.0,1.0,0.0,4.31764,14.2,17.2,0.8,0.8495000000000001,1.4,0.8,3.0,0.8,1.8,0.6,1.2,2.0,0.0,1.2,2.8,0.6,0.0,3.2,0.2,0.2,0.4,0.2,0.0,0.0,1.2,0.0,0.0,0.6,VOL,PITCHAPI
m_2t96qK,2026-05-10,p_1R1UR4,Matías Sepúlveda,t_0rsFNq,Lanús,5,55.4,1.662,0.096,0.0,0.03,-0.4,-0.48,-0.42,0.0,1.19452,1.36,1.084,0.0,0.0,1.2,0.0,5.32652,16.8,20.2,0.8,0.8606,2.2,1.4,3.6,0.6,1.8,0.4,1.4,2.2,0.2,1.0,3.0,0.8,0.2,3.0,0.2,0.2,0.4,0.2,0.0,0.0,1.4,0.0,0.0,0.2,VOL,PITCHAPI
m_1aviF3,2026-07-26,p_1R1UR4,Matías Sepúlveda,t_0rsFNq,Lanús,5,43.8,1.314,0.096,0.0,0.03,-0.36,-0.32,-0.42,0.0,1.06126,1.2600000000000002,1.184,0.0,0.0,1.0,0.0,4.845260000000001,15.0,18.2,0.6,0.8332200000000001,2.6,1.4,3.0,0.6,1.8,0.4,1.4,1.4,0.2,0.8,2.6,0.6,0.4,3.0,0.2,0.2,0.0,0.2,0.0,0.0,1.2,0.0,0.0,0.6,VOL,PITCHAPI
m_2EBOtR,2026-08-03,p_1R1UR4,Matías Sepúlveda,t_0rsFNq,Lanús,5,46.4,1.392,0.192,0.0,0.03,-0.2,-0.4,-0.24,0.0,1.33804,1.98,1.284,0.0,0.0,1.0,0.0,6.376040000000001,14.0,18.6,0.8,0.79112,3.6,1.8,4.2,0.6,1.4,0.6,0.8,1.6,0.4,1.2,2.2,0.8,0.8,2.2,0.2,0.2,0.0,0.2,0.0,0.0,2.4,0.0,0.0,0.6,VOL,PITCHAPI
m_1wAs6k,2026-08-06,p_1R1UR4,Matías Sepúlveda,t_0rsFNq,Lanús,5,50.0,1.5,0.216,0.0,0.05,-0.28,-0.2799999999999999,-0.24,0.0,1.89562,1.86,1.428,0.0,0.0,1.0,0.0,7.1496200000000005,17.2,23.6,0.8,0.7621800000000001,4.8,2.2,6.4,1.0,1.2,0.4,0.8,0.8,0.6,0.8,2.2,1.0,1.4,1.4,0.4,0.2,0.2,0.2,0.0,0.0,2.4,0.0,0.0,0.6,VOL,PITCHAPI
m_4f6yGZ,2026-08-12,p_1R1UR4,Matías Sepúlveda,t_0rsFNq,Lanús,5,62.0,1.86,0.192,0.0,0.06,-0.4800000000000001,-0.52,-0.36,0.0,2.06282,1.78,1.64,0.0,0.0,0.8,0.0,7.034820000000001,20.2,28.8,1.2,0.68884,5.4,2.6,6.8,1.2,1.8,0.6,1.2,1.6,1.0,0.8,3.2,0.8,1.4,2.6,1.0,0.2,0.2,0.2,0.0,0.0,2.0,0.0,0.0,1.0,VOL,PITCHAPI
m_1E7Dux,2026-08-17,p_1R1UR4,Matías Sepúlveda,t_0rsFNq,Lanús,5,53.4,1.602,0.144,0.0,0.0699999999999999,-0.52,-0.4,-0.3,0.0,1.93252,1.78,1.284,0.0,0.0,1.2,0.0,6.792520000000001,18.2,26.2,1.2,0.704,4.6,2.2,6.6,1.4,1.6,0.6,1.0,1.2,0.8,0.8,3.4,0.6,1.2,2.2,1.2,0.2,0.6,0.2,0.0,0.2,2.2,0.0,0.0,1.0,VOL,PITCHAPI
m_38XAFZ,2026-08-25,p_1R1UR4,Matías Sepúlveda,t_0rsFNq,Lanús,5,56.4,1.6920000000000002,0.12,0.0,0.06,-0.48,-0.4,-0.36,0.0,1.94594,2.24,1.508,0.0,0.0,1.2,0.0,7.52594,17.2,25.2,1.0,0.65638,3.8,2.0,7.0,1.2,2.2,1.0,1.2,1.2,0.8,1.4,3.8,0.8,1.4,1.8,1.4,0.4,0.6,0.4,0.0,0.2,2.4,0.0,0.0,1.2,VOL,PITCHAPI
m_0rmcr6,2026-08-29,p_1R1UR4,Matías Sepúlveda,t_0rsFNq,Lanús,5,46.0,1.38,0.024,0.0,0.05,-0.52,-0.32,-0.36,0.0,1.43276,1.3,1.216,0.0,0.0,0.8,0.0,5.00276,13.6,19.8,0.6,0.6451399999999999,2.4,1.4,5.2,1.0,2.0,0.8,1.2,1.0,0.6,1.0,3.6,0.6,1.2,1.6,1.8,0.4,1.0,0.2,0.0,0.2,1.0,0.0,0.0,1.4,VOL,PITCHAPI
m_0NaY2x,2026-09-06,p_1R1UR4,Matías Sepúlveda,t_0rsFNq,Lanús,5,32.2,0.966,0.048,0.0,0.02,-0.4,-0.2799999999999999,-0.3,0.0,0.80632,1.48,0.932,0.0,0.0,0.8,0.0,4.07232,8.6,12.8,0.8,0.67292,1.0,1.2,2.8,0.4,1.6,0.6,1.0,1.0,0.4,1.0,3.0,0.4,0.8,1.8,1.6,0.2,0.8,0.2,0.0,0.2,1.0,0.0,0.0,1.4,VOL,PITCHAPI
m_0AnTKr,2026-09-14,p_1R1UR4,Matías Sepúlveda,t_0rsFNq,Lanús,5,24.2,0.726,0.048,0.0,0.01,-0.24,-0.16,-0.18,0.0,0.68312,1.52,0.8880000000000001,0.0,0.0,1.4,0.0,4.69512,5.8,7.8,0.4,0.74626,0.4,0.8,2.6,0.2,1.0,0.4,0.6,0.8,0.0,1.0,2.2,0.6,1.0,0.8,1.4,0.2,0.8,0.2,0.0,0.2,1.4,0.0,0.0,1.0,VOL,PITCHAPI
m_2vy6Yj,2026-09-14,p_1R1UR4,Matías Sepúlveda,t_0rsFNq,Lanús,5,36.8,1.104,0.072,0.0,0.01,-0.28,-0.2799999999999999,-0.3,0.0,0.99224,1.42,1.368,0.0,0.0,1.4,0.0,5.50624,11.4,14.8,1.0,0.72966,1.2,1.8,3.2,0.2,1.4,0.4,1.0,1.0,0.4,1.0,2.4,0.6,1.2,2.2,1.4,0.2,0.4,0.2,0.0,0.2,1.2,0.0,0.0,1.0,VOL,PITCHAPI
m_4HTpja,2026-08-07,p_1RFvBi,Braian Cufré,t_2rD0OF,Aldosivi,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEF,PITCHAPI
m_0kIwxH,2026-08-15,p_1RFvBi,Braian Cufré,t_2rD0OF,Aldosivi,1,90.0,2.7,0.0,0.0,0.1,0.4,-0.2,0.0,0.0,1.214,1.0,5.76,0.0,0.0,0.0,0.0,10.974,18.0,30.0,4.0,0.6,1.0,2.0,4.0,2.0,2.0,2.0,0.0,1.0,0.0,6.0,4.0,5.0,2.0,9.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,DEF,PITCHAPI
m_21nAGO,2026-02-07,p_1RHzae,Adrián Fernández,t_2RmaMX,Racing Club,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VOL,PITCHAPI
m_3g6NsD,2026-02-14,p_1RHzae,Adrián Fernández,t_2RmaMX,Racing Club,1,1.0,0.03,0.72,0.0,0.0,0.2,-0.4,0.0,0.0,0.25,0.6,0.4,0.0,0.0,3.0,0.0,4.8,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VOL,PITCHAPI
m_0WMvJY,2026-02-20,p_1RHzae,Adrián Fernández,t_2RmaMX,Racing Club,2,2.0,0.06,0.42,0.0,0.0,-0.1,-0.2,0.0,0.0,0.155,0.6,0.5,0.0,0.0,3.0,0.0,4.4350000000000005,1.5,2.5,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.0,0.5,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,VOL,PITCHAPI
m_2ASJLP,2026-02-26,p_1RHzae,Adrián Fernández,t_2RmaMX,Racing Club,3,10.666666666666666,0.32,0.2799999999999999,0.0,0.0166666666666666,0.0,-0.2,-0.0999999999999999,0.0,0.31,1.3666666666666665,0.5333333333333333,0.0,0.0,2.333333333333333,0.0,4.86,3.6666666666666665,5.666666666666667,0.3333333333333333,0.5555666666666667,0.3333333333333333,2.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.0,0.0,1.3333333333333333,1.3333333333333333,0.0,0.6666666666666666,1.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,VOL,PITCHAPI
m_1DDmUV,2026-03-04,p_1RHzae,Adrián Fernández,t_2RmaMX,Racing Club,4,27.25,0.8175,0.24,0.0,0.025,-0.15,-0.25,-0.2249999999999999,0.0,0.41925,1.175,1.105,0.0,0.0,2.0,0.0,5.15675,7.5,10.0,0.75,0.6232,0.75,2.0,0.75,0.5,2.0,1.25,0.75,1.0,0.25,1.75,2.5,0.5,1.25,2.0,0.25,0.0,0.25,0.5,0.0,0.0,0.25,0.0,0.0,0.5,VOL,PITCHAPI
m_1vnmx3,2026-03-11,p_1RHzae,Adrián Fernández,t_2RmaMX,Racing Club,5,38.6,1.158,0.216,0.0,0.03,-0.2,-0.48,-0.3,0.0,0.569,1.4,1.6959999999999995,0.0,0.0,2.2,0.0,6.289,10.0,13.0,1.2,0.6585599999999999,2.2,2.4,0.8,0.6,2.6,1.6,1.0,2.0,0.4,2.2,3.2,0.8,1.4,3.0,0.8,0.2,0.2,0.4,0.0,0.0,0.4,0.0,0.0,0.4,VOL,PITCHAPI
