match_id,date,player_id,player_name,team_id,team_name,partidos_historial,prom_ultimos_5_minutes_played,prom_ultimos_5_participacion,prom_ultimos_5_area_rival,prom_ultimos_5_ultimo_tercio,prom_ultimos_5_carreras_progresivas,prom_ultimos_5_duelos,prom_ultimos_5_perdidas,prom_ultimos_5_regates_fallidos,prom_ultimos_5_exceso_perdidas,prom_ultimos_5_pases,prom_ultimos_5_peligro_creado,prom_ultimos_5_defensa,prom_ultimos_5_arquero,prom_ultimos_5_goles_asistencias,prom_ultimos_5_resultado_puntos,prom_ultimos_5_valla_invicta,prom_ultimos_5_winning_total,prom_ultimos_5_accurate_passes,prom_ultimos_5_passes,prom_ultimos_5_progressive_passes,prom_ultimos_5_precision_pases,prom_ultimos_5_passes_into_final_third,prom_ultimos_5_long_balls_accurate,prom_ultimos_5_accurate_crosses,prom_ultimos_5_progressive_carries,prom_ultimos_5_take_ons,prom_ultimos_5_take_ons_won,prom_ultimos_5_failed_dribbles,prom_ultimos_5_miscontrols,prom_ultimos_5_dispossessed,prom_ultimos_5_duels_won,prom_ultimos_5_duels_lost,prom_ultimos_5_tackles,prom_ultimos_5_interceptions,prom_ultimos_5_recoveries,prom_ultimos_5_clearances,prom_ultimos_5_blocks,prom_ultimos_5_dribbled_past,prom_ultimos_5_shots_on_target,prom_ultimos_5_goals,prom_ultimos_5_assists,prom_ultimos_5_chances_created,prom_ultimos_5_saves,prom_ultimos_5_saved_penalties,prom_ultimos_5_goals_conceded,position,fuente_posicion
m_4Ha0vK,2026-08-08,p_02UzGW,Leandro Paredes,t_0otcXZ,Boca Juniors,5,67.4,2.022,0.024,0.0,0.14,-0.0799999999999999,-0.12,-0.06,0.0,2.74324,1.88,2.456,0.0,0.0,2.0,0.0,11.00524,66.0,68.0,7.0,0.963,15.4,11.0,5.4,2.8,0.6,0.4,0.2,0.6,0.0,2.0,2.4,2.2,1.0,5.8,1.8,0.0,1.4,0.4,0.0,0.0,1.6,0.0,0.0,1.2,VOL,PITCHAPI
m_07PgTk,2026-08-16,p_02UzGW,Leandro Paredes,t_0otcXZ,Boca Juniors,5,79.8,2.394,0.024,0.0,0.15,-0.0799999999999999,-0.2,-0.12,0.0,3.37288,2.18,3.564,0.0,0.0,1.6,0.0,12.88488,77.8,80.8,8.2,0.95948,19.4,14.0,5.6,3.0,1.0,0.6,0.4,1.0,0.0,2.6,3.0,2.6,2.0,7.6,2.2,0.2,1.4,0.6,0.0,0.0,1.8,0.0,0.0,1.4,VOL,PITCHAPI
m_0rmcr6,2026-08-29,p_02UzGW,Leandro Paredes,t_0otcXZ,Boca Juniors,5,86.0,2.58,0.024,0.0,0.14,-0.16,-0.2,-0.12,0.0,3.55718,1.96,3.264,0.0,0.0,1.2,0.0,12.24518,80.4,83.6,8.0,0.95718,19.4,14.4,6.2,2.8,0.8,0.4,0.4,1.0,0.0,2.2,3.0,2.4,1.6,7.4,2.2,0.2,1.4,0.6,0.0,0.0,2.2,0.0,0.0,1.4,VOL,PITCHAPI
m_3Ky5pe,2026-01-22,p_038W5d,Rafael Profini,t_0oa5Fc,Unión,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VOL,PITCHAPI
m_431211,2026-01-29,p_038W5d,Rafael Profini,t_0oa5Fc,Unión,1,85.0,2.55,0.0,0.0,0.05,0.0,-1.0,0.0,0.0,1.1833,0.0,4.64,0.0,0.0,1.0,0.0,8.4233,35.0,42.0,3.0,0.8333,8.0,3.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,3.0,3.0,4.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VOL,PITCHAPI
m_0Xzrp8,2026-02-03,p_038W5d,Rafael Profini,t_0oa5Fc,Unión,2,83.0,2.49,0.0,0.0,0.05,-0.3,-0.8,0.0,0.0,1.1231,0.8,3.22,0.0,0.0,0.5,0.0,7.0831,32.0,38.0,3.5,0.8431,6.5,4.0,0.0,1.0,0.0,0.0,0.0,3.5,0.5,1.5,3.0,2.0,3.0,4.0,1.0,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,VOL,PITCHAPI
m_0ofblh,2026-02-07,p_038W5d,Rafael Profini,t_0oa5Fc,Unión,3,85.33333333333333,2.56,0.08,0.0,0.0666666666666666,-0.1999999999999999,-0.5333333333333333,0.0,0.0,1.4861666666666666,0.6,2.7466666666666666,0.0,0.0,1.3333333333333333,0.0,8.1395,39.333333333333336,45.66666666666666,4.333333333333333,0.8571333333333334,9.333333333333334,5.333333333333333,0.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,2.333333333333333,0.3333333333333333,2.0,3.0,1.6666666666666667,2.333333333333333,4.666666666666667,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,VOL,PITCHAPI
m_0TuvMr,2026-02-14,p_038W5d,Rafael Profini,t_0oa5Fc,Unión,4,85.75,2.5725,0.12,0.0,0.05,-0.25,-0.75,0.0,0.0,1.412075,0.875,2.56,0.0,0.0,1.0,0.0,7.589575,40.25,46.5,3.75,0.86225,8.25,4.75,0.0,1.0,1.0,1.0,0.0,3.0,0.75,2.0,3.25,1.5,1.75,5.75,0.5,0.25,0.75,0.5,0.25,0.0,0.75,0.0,0.0,0.75,VOL,PITCHAPI
m_4P2osf,2026-02-23,p_038W5d,Rafael Profini,t_0oa5Fc,Unión,5,86.6,2.598,0.096,0.0,0.04,-0.32,-0.6,0.0,0.0,1.40566,0.8,2.712,0.0,0.0,1.0,0.0,7.73166,38.0,44.0,4.0,0.8603799999999999,8.2,5.4,0.0,0.8,0.8,0.8,0.0,2.4,0.6,1.8,3.4,1.6,2.4,5.4,0.6,0.2,1.0,0.4,0.2,0.0,0.8,0.0,0.0,0.6,VOL,PITCHAPI
m_0cS0mC,2026-02-26,p_038W5d,Rafael Profini,t_0oa5Fc,Unión,5,87.6,2.628,0.12,0.0,0.04,-0.6799999999999999,-0.72,-0.06,0.0,1.32612,0.9,2.168,0.0,0.0,1.4,0.0,7.12212,37.2,42.8,4.0,0.8659399999999999,7.0,5.2,0.0,0.8,1.0,0.8,0.2,2.2,1.4,1.2,4.6,1.0,1.8,5.8,0.4,0.2,1.2,0.4,0.2,0.0,1.0,0.0,0.0,0.6,VOL,PITCHAPI
m_15JkYD,2026-03-01,p_038W5d,Rafael Profini,t_0oa5Fc,Unión,5,84.0,2.52,0.144,0.0,0.03,-0.76,-0.64,-0.06,0.0,1.29324,0.98,2.132,0.0,0.0,2.0,0.0,7.639240000000001,34.8,41.2,3.6,0.8261200000000001,6.8,5.2,0.2,0.6,1.0,0.8,0.2,1.8,1.4,1.2,5.0,1.4,1.6,5.2,0.6,0.2,1.4,0.2,0.2,0.6,1.4,0.0,0.0,0.4,VOL,PITCHAPI
m_433Hpb,2026-03-10,p_038W5d,Rafael Profini,t_0oa5Fc,Unión,5,84.0,2.52,0.096,0.0,0.03,-0.92,-0.76,-0.06,0.0,0.991,1.06,2.02,0.0,0.0,2.0,0.0,6.976999999999999,29.6,36.2,2.6,0.80464,4.0,3.6,0.4,0.6,0.8,0.6,0.2,2.2,1.6,0.8,5.4,1.2,1.8,4.8,1.0,0.2,1.6,0.0,0.0,0.6,1.4,0.0,0.0,0.6,VOL,PITCHAPI
m_1ifuZW,2026-03-16,p_038W5d,Rafael Profini,t_0oa5Fc,Unión,5,84.6,2.5380000000000003,0.072,0.0,0.03,-0.8,-0.56,-0.12,0.0,0.93476,1.5,1.92,0.0,0.0,2.2,0.0,7.71476,25.4,32.0,3.0,0.7862600000000001,4.2,3.8,0.4,0.6,1.4,1.0,0.4,1.4,1.4,1.4,5.4,1.2,2.0,3.6,1.0,0.2,1.4,0.0,0.0,0.8,1.4,0.0,0.0,1.2,VOL,PITCHAPI
m_1hukZb,2026-03-21,p_038W5d,Rafael Profini,t_0oa5Fc,Unión,5,84.6,2.5380000000000003,0.144,0.0,0.04,-0.72,-0.6799999999999999,-0.12,0.0,0.8872199999999999,1.64,1.52,0.0,0.0,2.2,0.0,7.449219999999999,26.2,33.0,2.4,0.78492,4.0,3.0,0.4,0.8,1.8,1.4,0.4,1.6,1.8,1.6,5.2,0.8,1.2,3.6,1.0,0.2,1.0,0.0,0.0,1.0,1.2,0.0,0.0,1.4,VOL,PITCHAPI
m_1wLnDu,2026-04-03,p_038W5d,Rafael Profini,t_0oa5Fc,Unión,5,84.6,2.5380000000000003,0.12,0.0,0.06,-0.4,-0.44,-0.06,0.0,1.11842,1.84,1.72,0.0,0.0,1.6,0.0,8.09642,30.6,38.2,2.8,0.78366,5.6,3.6,0.6,1.2,1.6,1.4,0.2,1.0,1.2,1.8,3.8,1.0,1.0,4.4,1.0,0.0,0.6,0.0,0.0,1.0,1.6,0.0,0.0,1.8,VOL,PITCHAPI
m_4fxT6w,2026-04-11,p_038W5d,Rafael Profini,t_0oa5Fc,Unión,5,88.4,2.652,0.144,0.0,0.06,-0.2,-0.48,-0.06,0.0,1.2116,1.54,1.736,0.0,0.0,1.6,0.0,8.2036,35.2,42.0,3.0,0.8306799999999999,6.4,3.4,0.4,1.2,1.6,1.4,0.2,1.4,1.0,1.8,2.8,0.8,0.8,5.2,0.8,0.0,0.4,0.0,0.0,0.4,1.0,0.0,0.0,1.6,VOL,PITCHAPI
m_2518A4,2026-04-17,p_038W5d,Rafael Profini,t_0oa5Fc,Unión,5,88.4,2.652,0.1679999999999999,0.0,0.04,-0.2799999999999999,-0.44,-0.12,0.0,1.28818,1.52,1.768,0.0,0.0,1.0,0.0,7.596179999999999,33.6,39.8,3.6,0.8351200000000001,7.8,3.8,0.4,0.8,1.6,1.2,0.4,1.4,0.8,1.6,3.0,1.0,1.0,5.0,0.4,0.0,0.6,0.0,0.0,0.4,1.2,0.0,0.0,1.8,VOL,PITCHAPI
m_3JhiqO,2026-04-27,p_038W5d,Rafael Profini,t_0oa5Fc,Unión,5,82.8,2.484,0.216,0.0,0.04,-0.32,-0.44,-0.12,0.0,1.39948,1.08,1.908,0.0,0.0,0.8,0.0,7.04748,35.6,42.4,3.0,0.8340799999999999,8.0,3.8,0.8,0.8,1.0,0.6,0.4,1.4,0.8,1.2,2.8,1.2,0.8,5.6,0.4,0.0,0.6,0.2,0.0,0.2,1.2,0.0,0.0,1.6,VOL,PITCHAPI
m_3C4rqD,2026-05-02,p_038W5d,Rafael Profini,t_0oa5Fc,Unión,5,82.8,2.484,0.1679999999999999,0.0,0.0699999999999999,-0.2,-0.4800000000000001,-0.12,0.0,1.37146,1.38,2.484,0.0,0.0,0.8,0.0,7.95746,35.6,43.8,3.0,0.8083199999999999,8.0,3.6,0.8,1.4,1.0,0.6,0.4,1.8,0.6,1.8,2.8,1.8,0.8,7.4,0.2,0.0,0.8,0.2,0.0,0.0,1.8,0.0,0.0,1.8,VOL,PITCHAPI
m_3h25YQ,2026-05-10,p_038W5d,Rafael Profini,t_0oa5Fc,Unión,5,76.6,2.298,0.192,0.0,0.05,-0.2799999999999999,-0.44,-0.12,0.0,1.11514,1.38,2.18,0.0,0.0,1.0,0.0,7.37514,29.6,36.6,2.6,0.8142800000000001,6.6,2.8,0.6,1.0,1.0,0.6,0.4,1.6,0.6,1.6,3.0,1.4,1.2,6.2,0.0,0.0,0.8,0.2,0.0,0.0,1.8,0.0,0.0,1.6,VOL,PITCHAPI
m_0yhLBE,2026-05-12,p_038W5d,Rafael Profini,t_0oa5Fc,Unión,5,76.4,2.2920000000000003,0.144,0.0,0.05,-0.3199999999999999,-0.44,-0.12,0.0,0.94616,1.4,2.256,0.0,0.0,1.0,0.0,7.208160000000001,24.8,31.4,2.0,0.8049200000000001,5.6,2.4,0.6,1.0,1.2,0.8,0.4,1.6,0.6,2.0,3.6,1.4,1.2,5.6,0.8,0.2,0.8,0.2,0.0,0.0,1.6,0.0,0.0,1.8,VOL,PITCHAPI
