date,player_name,team_name,rival_team_name,position,match_id,minutos,matchup_score,ultimo_equipo_historico,fecha_ultimo_registro,dias_desde_ultimo_registro,transferido_desde_otro_equipo,equipos_historicos_previos,registros_previos_mismo_equipo,tipo_caso
2026-01-26,Alfio Oviedo,Tigre,Estudiantes de Río Cuarto,DEL,m_3gOUak,14.0,,,,,False,,0,SIN_HISTORIAL_PREVIO_EN_EQUIPO
2026-01-26,Bruno Leyes,Tigre,Estudiantes de Río Cuarto,VOL,m_3gOUak,90.0,,,,,False,,0,SIN_HISTORIAL_PREVIO_EN_EQUIPO
2026-01-26,David Romero,Tigre,Estudiantes de Río Cuarto,DEL,m_3gOUak,67.0,,,,,False,,0,SIN_HISTORIAL_PREVIO_EN_EQUIPO
2026-01-26,Elías Cabrera,Tigre,Estudiantes de Río Cuarto,VOL,m_3gOUak,76.0,,,,,False,,0,SIN_HISTORIAL_PREVIO_EN_EQUIPO
2026-01-26,Federico Álvarez,Tigre,Estudiantes de Río Cuarto,DEF,m_3gOUak,90.0,,,,,False,,0,SIN_HISTORIAL_PREVIO_EN_EQUIPO
2026-01-26,Felipe Zenobio,Tigre,Estudiantes de Río Cuarto,ARQ,m_3gOUak,90.0,,,,,False,,0,SIN_HISTORIAL_PREVIO_EN_EQUIPO
2026-01-26,Guillermo Soto,Tigre,Estudiantes de Río Cuarto,DEF,m_3gOUak,90.0,,,,,False,,0,SIN_HISTORIAL_PREVIO_EN_EQUIPO
2026-01-26,Ignacio Peluffo,Tigre,Estudiantes de Río Cuarto,DEF,m_3gOUak,14.0,,,,,False,,0,SIN_HISTORIAL_PREVIO_EN_EQUIPO
2026-01-26,Ignacio Russo,Tigre,Estudiantes de Río Cuarto,DEL,m_3gOUak,76.0,,,,,False,,0,SIN_HISTORIAL_PREVIO_EN_EQUIPO
2026-01-26,Jabes Saralegui,Tigre,Estudiantes de Río Cuarto,VOL,m_3gOUak,68.0,,,,,False,,0,SIN_HISTORIAL_PREVIO_EN_EQUIPO
2026-01-26,Joaquín Laso,Tigre,Estudiantes de Río Cuarto,DEF,m_3gOUak,85.0,,,,,False,,0,SIN_HISTORIAL_PREVIO_EN_EQUIPO
2026-01-26,Tiago Serrago,Tigre,Estudiantes de Río Cuarto,VOL,m_3gOUak,22.0,,,,,False,,0,SIN_HISTORIAL_PREVIO_EN_EQUIPO
2026-02-15,Nicolás Retamar,Club Atlético Platense,Boca Juniors,VOL,m_31Xzsf,12.0,,,,,False,,0,SIN_HISTORIAL_PREVIO_EN_EQUIPO
2026-01-26,Santiago López,Tigre,Estudiantes de Río Cuarto,DEL,m_3gOUak,23.0,,banfield,2026-01-22,4.0,True,banfield,0,TRANSFERIDO_RECIENTE
2026-01-28,Adrián Martínez,Racing Club,Rosario Central,DEL,m_0GrdJU,90.0,,racing club,2026-01-24,4.0,False,racing club,1,YA_ESTABA_EN_EL_EQUIPO
2026-01-28,Duván Vergara,Racing Club,Rosario Central,DEL,m_0GrdJU,11.0,,racing club,2026-01-24,4.0,False,racing club,1,YA_ESTABA_EN_EL_EQUIPO
2026-01-28,Facundo Cambeses,Racing Club,Rosario Central,ARQ,m_0GrdJU,90.0,,racing club,2026-01-24,4.0,False,racing club,1,YA_ESTABA_EN_EL_EQUIPO
2026-01-28,Gabriel Rojas,Racing Club,Rosario Central,DEF,m_0GrdJU,90.0,,racing club,2026-01-24,4.0,False,racing club,1,YA_ESTABA_EN_EL_EQUIPO
2026-01-28,Juan Nardoni,Racing Club,Rosario Central,VOL,m_0GrdJU,71.0,,racing club,2026-01-24,4.0,False,racing club,1,YA_ESTABA_EN_EL_EQUIPO
2026-01-28,Matko Miljevic,Racing Club,Rosario Central,VOL,m_0GrdJU,90.0,,racing club,2026-01-24,4.0,False,racing club,1,YA_ESTABA_EN_EL_EQUIPO
2026-01-28,Matías Zaracho,Racing Club,Rosario Central,VOL,m_0GrdJU,19.0,,racing club,2026-01-24,4.0,False,racing club,1,YA_ESTABA_EN_EL_EQUIPO
2026-01-28,Nazareno Colombo,Racing Club,Rosario Central,DEF,m_0GrdJU,71.0,,racing club,2026-01-24,4.0,False,racing club,1,YA_ESTABA_EN_EL_EQUIPO
2026-01-28,Santiago Solari,Racing Club,Rosario Central,DEL,m_0GrdJU,79.0,,racing club,2026-01-24,4.0,False,racing club,1,YA_ESTABA_EN_EL_EQUIPO
2026-01-28,Santiago Sosa,Racing Club,Rosario Central,VOL,m_0GrdJU,90.0,,racing club,2026-01-24,4.0,False,defensa y justicia | racing club,1,YA_ESTABA_EN_EL_EQUIPO
2026-01-28,Tomás Conechny,Racing Club,Rosario Central,DEL,m_0GrdJU,30.0,,racing club,2026-01-24,4.0,False,racing club,1,YA_ESTABA_EN_EL_EQUIPO
2026-01-28,Agustín Sández,Rosario Central,Racing Club,DEF,m_0GrdJU,45.0,,rosario central,2026-01-25,3.0,False,rosario central,1,YA_ESTABA_EN_EL_EQUIPO
2026-01-28,Alejo Véliz,Rosario Central,Racing Club,DEL,m_0GrdJU,69.0,,rosario central,2026-01-25,3.0,False,rosario central,1,YA_ESTABA_EN_EL_EQUIPO
2026-01-28,Alexis Soto,Rosario Central,Racing Club,DEF,m_0GrdJU,45.0,,rosario central,2026-01-25,3.0,False,rosario central,1,YA_ESTABA_EN_EL_EQUIPO
2026-01-28,Emanuel Coronel,Rosario Central,Racing Club,DEF,m_0GrdJU,90.0,,rosario central,2026-01-25,3.0,False,rosario central,1,YA_ESTABA_EN_EL_EQUIPO
2026-01-28,Enzo Copetti,Rosario Central,Racing Club,DEL,m_0GrdJU,21.0,,rosario central,2026-01-25,3.0,False,rosario central,1,YA_ESTABA_EN_EL_EQUIPO
2026-01-28,Enzo Giménez,Rosario Central,Racing Club,DEF,m_0GrdJU,90.0,,rosario central,2026-01-25,3.0,False,rosario central,1,YA_ESTABA_EN_EL_EQUIPO
2026-01-28,Facundo Mallo,Rosario Central,Racing Club,DEF,m_0GrdJU,90.0,,rosario central,2026-01-25,3.0,False,rosario central,1,YA_ESTABA_EN_EL_EQUIPO
2026-01-28,Federico Navarro,Rosario Central,Racing Club,VOL,m_0GrdJU,26.0,,rosario central,2026-01-25,3.0,False,rosario central,1,YA_ESTABA_EN_EL_EQUIPO
2026-01-28,Franco Ibarra,Rosario Central,Racing Club,VOL,m_0GrdJU,90.0,,rosario central,2026-01-25,3.0,False,rosario central,1,YA_ESTABA_EN_EL_EQUIPO
2026-01-28,Ignacio Ovando,Rosario Central,Racing Club,DEF,m_0GrdJU,90.0,,rosario central,2026-01-25,3.0,False,rosario central,1,YA_ESTABA_EN_EL_EQUIPO
2026-01-28,Jeremías Ledesma,Rosario Central,Racing Club,ARQ,m_0GrdJU,90.0,,rosario central,2026-01-25,3.0,False,rosario central,1,YA_ESTABA_EN_EL_EQUIPO
2026-01-28,Luca Raffin,Rosario Central,Racing Club,DEF,m_0GrdJU,8.0,,rosario central,2026-01-25,3.0,False,rosario central,1,YA_ESTABA_EN_EL_EQUIPO
2026-01-28,Vicente Pizarro,Rosario Central,Racing Club,VOL,m_0GrdJU,90.0,,rosario central,2026-01-25,3.0,False,rosario central,1,YA_ESTABA_EN_EL_EQUIPO
2026-02-01,David Sotelo,Newell's Old Boys,Boca Juniors,VOL,m_2jSZpM,45.0,,newell's old boys,2026-01-28,4.0,False,newell's old boys,1,YA_ESTABA_EN_EL_EQUIPO
2026-02-01,Gabriel Arias,Newell's Old Boys,Boca Juniors,ARQ,m_2jSZpM,90.0,,newell's old boys,2026-01-28,4.0,False,newell's old boys,2,YA_ESTABA_EN_EL_EQUIPO
2026-02-01,Jerónimo Gómez Mattar,Newell's Old Boys,Boca Juniors,VOL,m_2jSZpM,45.0,,newell's old boys,2026-01-28,4.0,False,newell's old boys,1,YA_ESTABA_EN_EL_EQUIPO
2026-02-01,Martín Luciano,Newell's Old Boys,Boca Juniors,DEF,m_2jSZpM,90.0,,newell's old boys,2026-01-28,4.0,False,newell's old boys,2,YA_ESTABA_EN_EL_EQUIPO
2026-02-01,Nicolás Goitea,Newell's Old Boys,Boca Juniors,DEF,m_2jSZpM,90.0,,newell's old boys,2026-01-28,4.0,False,newell's old boys,1,YA_ESTABA_EN_EL_EQUIPO
2026-02-01,Rodrigo Herrera,Newell's Old Boys,Boca Juniors,VOL,m_2jSZpM,79.0,,newell's old boys,2026-01-28,4.0,False,newell's old boys,2,YA_ESTABA_EN_EL_EQUIPO
2026-02-01,Valentino Acuña,Newell's Old Boys,Boca Juniors,VOL,m_2jSZpM,11.0,,newell's old boys,2026-01-28,4.0,False,newell's old boys,2,YA_ESTABA_EN_EL_EQUIPO
2026-02-08,Ezequiel Herrera,San Lorenzo,Huracán,DEF,m_4PxDme,90.0,,san lorenzo,2026-01-31,8.0,False,san lorenzo,3,YA_ESTABA_EN_EL_EQUIPO
2026-02-08,Facundo Gulli,San Lorenzo,Huracán,VOL,m_4PxDme,45.0,,san lorenzo,2026-01-31,8.0,False,san lorenzo,3,YA_ESTABA_EN_EL_EQUIPO
2026-02-08,Gonzalo Abrego,San Lorenzo,Huracán,VOL,m_4PxDme,63.0,,san lorenzo,2026-01-31,8.0,False,san lorenzo,1,YA_ESTABA_EN_EL_EQUIPO
2026-02-08,Ignacio Perruzzi,San Lorenzo,Huracán,VOL,m_4PxDme,80.0,,san lorenzo,2026-01-31,8.0,False,san lorenzo,3,YA_ESTABA_EN_EL_EQUIPO
2026-02-08,Mauricio Cardillo,San Lorenzo,Huracán,VOL,m_4PxDme,10.0,,san lorenzo,2026-01-31,8.0,False,san lorenzo,1,YA_ESTABA_EN_EL_EQUIPO
2026-02-08,Nicolás Tripichio,San Lorenzo,Huracán,VOL,m_4PxDme,90.0,,san lorenzo,2026-01-31,8.0,False,san lorenzo,3,YA_ESTABA_EN_EL_EQUIPO
2026-02-08,Orlando Gill,San Lorenzo,Huracán,ARQ,m_4PxDme,90.0,,san lorenzo,2026-01-31,8.0,False,san lorenzo,3,YA_ESTABA_EN_EL_EQUIPO
2026-02-09,Claudio Baeza,Vélez Sarsfield,Boca Juniors,VOL,m_14fRnJ,83.0,,vélez sarsfield,2026-01-31,9.0,False,vélez sarsfield,3,YA_ESTABA_EN_EL_EQUIPO
2026-02-09,Diego Valdés,Vélez Sarsfield,Boca Juniors,VOL,m_14fRnJ,89.0,,vélez sarsfield,2026-01-31,9.0,False,vélez sarsfield,3,YA_ESTABA_EN_EL_EQUIPO
2026-02-09,Elías Gómez,Vélez Sarsfield,Boca Juniors,DEF,m_14fRnJ,90.0,,vélez sarsfield,2026-01-31,9.0,False,vélez sarsfield,3,YA_ESTABA_EN_EL_EQUIPO
2026-02-09,Emanuel Mammana,Vélez Sarsfield,Boca Juniors,DEF,m_14fRnJ,90.0,,vélez sarsfield,2026-01-31,9.0,False,vélez sarsfield,3,YA_ESTABA_EN_EL_EQUIPO
2026-02-09,Joaquín García,Vélez Sarsfield,Boca Juniors,DEF,m_14fRnJ,90.0,,vélez sarsfield,2026-01-27,13.0,False,vélez sarsfield,1,YA_ESTABA_EN_EL_EQUIPO
2026-02-09,Lisandro Magallán,Vélez Sarsfield,Boca Juniors,DEF,m_14fRnJ,90.0,,vélez sarsfield,2026-01-31,9.0,False,vélez sarsfield,3,YA_ESTABA_EN_EL_EQUIPO
2026-02-09,Lucas Robertone,Vélez Sarsfield,Boca Juniors,VOL,m_14fRnJ,12.0,,vélez sarsfield,2026-01-31,9.0,False,vélez sarsfield,3,YA_ESTABA_EN_EL_EQUIPO
2026-02-09,Manuel Lanzini,Vélez Sarsfield,Boca Juniors,VOL,m_14fRnJ,84.0,,vélez sarsfield,2026-01-31,9.0,False,vélez sarsfield,3,YA_ESTABA_EN_EL_EQUIPO
2026-02-09,Matías Pellegrini,Vélez Sarsfield,Boca Juniors,VOL,m_14fRnJ,78.0,,vélez sarsfield,2026-01-31,9.0,False,vélez sarsfield,2,YA_ESTABA_EN_EL_EQUIPO
2026-02-09,Rodrigo Aliendro,Vélez Sarsfield,Boca Juniors,VOL,m_14fRnJ,11.0,,vélez sarsfield,2026-01-31,9.0,False,vélez sarsfield,3,YA_ESTABA_EN_EL_EQUIPO
2026-02-09,Tobías Andrada,Vélez Sarsfield,Boca Juniors,VOL,m_14fRnJ,90.0,,vélez sarsfield,2026-01-31,9.0,False,vélez sarsfield,3,YA_ESTABA_EN_EL_EQUIPO
2026-02-09,Álvaro Montero,Vélez Sarsfield,Boca Juniors,ARQ,m_14fRnJ,90.0,,vélez sarsfield,2026-01-31,9.0,False,vélez sarsfield,3,YA_ESTABA_EN_EL_EQUIPO
2026-02-15,Agustín Lagos,Club Atlético Platense,Boca Juniors,DEF,m_31Xzsf,9.0,,club atlético platense,2026-02-01,14.0,False,club atlético platense,3,YA_ESTABA_EN_EL_EQUIPO
2026-02-15,Eugenio Raggio,Club Atlético Platense,Boca Juniors,DEF,m_31Xzsf,90.0,,club atlético platense,2026-02-08,7.0,False,club atlético platense,4,YA_ESTABA_EN_EL_EQUIPO
2026-02-15,Felipe Bussio,Club Atlético Platense,Boca Juniors,VOL,m_31Xzsf,90.0,,club atlético platense,2026-02-08,7.0,False,club atlético platense,4,YA_ESTABA_EN_EL_EQUIPO
2026-02-15,Franco Zapiola,Club Atlético Platense,Boca Juniors,VOL,m_31Xzsf,78.0,,club atlético platense,2026-02-08,7.0,False,club atlético platense,4,YA_ESTABA_EN_EL_EQUIPO
2026-02-15,Guido Mainero,Club Atlético Platense,Boca Juniors,VOL,m_31Xzsf,78.0,,club atlético platense,2026-02-08,7.0,False,club atlético platense,4,YA_ESTABA_EN_EL_EQUIPO
2026-02-15,Juan Gauto,Club Atlético Platense,Boca Juniors,VOL,m_31Xzsf,86.0,,club atlético platense,2026-02-08,7.0,False,club atlético platense,4,YA_ESTABA_EN_EL_EQUIPO
2026-02-15,Martín Barrios,Club Atlético Platense,Boca Juniors,VOL,m_31Xzsf,29.0,,club atlético platense,2026-02-01,14.0,False,club atlético platense,2,YA_ESTABA_EN_EL_EQUIPO
2026-02-15,Matías Borgogno,Club Atlético Platense,Boca Juniors,ARQ,m_31Xzsf,90.0,,club atlético platense,2026-02-08,7.0,False,club atlético platense,4,YA_ESTABA_EN_EL_EQUIPO
2026-02-15,Maximiliano Amarfil,Club Atlético Platense,Boca Juniors,VOL,m_31Xzsf,61.0,,club atlético platense,2026-02-08,7.0,False,club atlético platense,4,YA_ESTABA_EN_EL_EQUIPO
2026-02-15,Santiago Dalmasso,Club Atlético Platense,Boca Juniors,VOL,m_31Xzsf,12.0,,club atlético platense,2026-02-08,7.0,False,club atlético platense,3,YA_ESTABA_EN_EL_EQUIPO
