match_id,date,round_name,home_team,away_team,score_home,score_away,referee,goles_totales,resultado_local
m_0SpGk1,2026-07-28,2,San Lorenzo,Gimnasia Mendoza,1.0,0.0,Fernando Echenique,1.0,G
m_0TuvMr,2026-02-14,5,Unión,San Lorenzo,0.0,0.0,Ariel Penel,0.0,E
m_0U4Xso,2026-07-28,2,Banfield,Sarmiento,3.0,2.0,Carlos Andrés Gariano,5.0,G
m_0U6amu,2026-01-24,1,Gimnasia LP,Racing Club,2.0,1.0,Leandro Rey Hilfer,3.0,G
m_0UgeFv,2026-04-19,15,Argentinos Juniors,Atlético Tucumán,1.0,0.0,Bruno Amiconi,1.0,G
m_0v5efb,2026-09-11,9,Defensa y Justicia,Gimnasia Mendoza,2.0,0.0,Jorge Baliño,2.0,G
m_0VVZir,2026-08-16,5,Sarmiento,Huracán,2.0,0.0,Hernán Mastrángelo,2.0,G
m_0WCpY7,2026-02-07,4,Aldosivi,Rosario Central,1.0,1.0,Fernando Espinoza,2.0,E
m_0WEWh7,2026-09-14,9,Banfield,Barracas Central,1.0,1.0,Sebastián Zunino,2.0,E
m_0WMvJY,2026-02-20,6,Boca Juniors,Racing Club,0.0,0.0,Leandro Rey Hilfer,0.0,E
m_0Wq4zM,2026-02-14,5,Defensa y Justicia,Vélez Sarsfield,1.0,1.0,Fernando Echenique,2.0,E
m_0X7bQS,2026-04-05,13,River Plate,Belgrano,3.0,0.0,Yael Falcón Pérez,3.0,G
m_0xmq9N,2026-07-24,1,Vélez Sarsfield,Instituto,1.0,0.0,Andrés Merlos,1.0,G
m_0XqwtQ,2026-09-13,9,Independiente,San Lorenzo,1.0,1.0,Facundo Tello,2.0,E
m_0Xzrp8,2026-02-03,3,Unión,Gimnasia Mendoza,4.0,0.0,Nazareno Arasa,4.0,G
m_0YDAap,2026-08-08,4,Atlético Tucumán,Sarmiento,1.0,2.0,Leandro Rey Hilfer,3.0,P
m_0yVlJb,2026-03-16,11,Barracas Central,Atlético Tucumán,2.0,1.0,Sebastían Zunino,3.0,G
m_0ZigWJ,2026-09-13,9,Sarmiento,Belgrano,1.0,1.0,Felipe Viola,2.0,E
m_10l4Ew,2026-02-22,6,Central Córdoba de Santiago,Tigre,0.0,0.0,Nazareno Arasa,0.0,E
m_11WoiN,2026-08-09,4,Independiente,Club Atlético Platense,0.0,1.0,Nicolás Ramírez,1.0,P
m_13pMsz,2026-02-21,6,Club Atlético Platense,Barracas Central,1.0,0.0,Hernán Mastrángelo,1.0,G
m_147hOq,2026-08-06,2,Tigre,Belgrano,0.0,0.0,Fernando Echenique,0.0,E
m_14fRnJ,2026-02-09,4,Vélez Sarsfield,Boca Juniors,2.0,1.0,Nazareno Arasa,3.0,G
m_14jWEQ,2026-01-27,2,Gimnasia Mendoza,San Lorenzo,0.0,1.0,Ariel Penel,1.0,P
m_14q45G,2026-08-30,7,Independiente,Gimnasia Mendoza,0.0,3.0,Sebastián Zunino,3.0,P
m_15Akee,2026-08-18,5,Gimnasia Mendoza,Talleres,3.0,1.0,Andrés Carlos Gariano,4.0,G
m_15JkYD,2026-03-01,8,Instituto,Unión,1.0,2.0,Sebastían Zunino,3.0,P
m_16ojkM,2026-02-20,6,Defensa y Justicia,Belgrano,1.0,1.0,Nicolás Lamolina,2.0,E
m_17RFeg,2026-08-17,5,Estudiantes de Río Cuarto,Atlético Tucumán,0.0,1.0,Fernando Espinoza,1.0,P
m_185FrI,2026-02-09,4,Gimnasia Mendoza,Instituto,1.0,0.0,Luis Lobo Medina,1.0,G
m_19b0Rn,2026-04-12,14,Atlético Tucumán,Tigre,0.0,0.0,Pablo Echavarría,0.0,E
m_19jhYQ,2026-07-29,2,Gimnasia LP,River Plate,1.0,0.0,Leandro Rey Hilfer,1.0,G
m_19Px84,2026-04-25,16,Sarmiento,Tigre,1.0,0.0,Sebastían Zunino,1.0,G
m_19wJgg,2026-04-12,14,Huracán,Rosario Central,3.0,1.0,Fernando Echenique,4.0,G
m_19ZLfE,2026-07-25,1,Huracán,Banfield,1.0,0.0,Juan Pafundi,1.0,G
m_1ABinW,2026-04-06,13,Argentinos Juniors,Banfield,3.0,2.0,Pablo Echavarría,5.0,G
m_1aviF3,2026-07-26,1,Lanús,San Lorenzo,1.0,0.0,Leandro Rey Hilfer,1.0,G
m_1B4lCI,2026-08-30,7,Argentinos Juniors,Aldosivi,2.0,1.0,Luis Lobo Medina,3.0,G
m_1bDP6c,2026-08-28,7,Unión,Sarmiento,4.0,1.0,Pablo Echavarría,5.0,G
m_1BLvBV,2026-01-26,1,Argentinos Juniors,Sarmiento,1.0,0.0,Carlos Andrés Gariano,1.0,G
m_1bOPPX,2026-01-24,1,Independiente Rivadavia,Atlético Tucumán,2.0,1.0,Brian Ferreyra,3.0,G
m_1BPKXp,2026-01-28,2,Newell's Old Boys,Independiente,1.0,1.0,Edgardo Daniel Zamora,2.0,E
m_1c7isO,2026-03-21,12,Atlético Tucumán,Gimnasia LP,1.0,0.0,Carlos Andrés Gariano,1.0,G
m_1c9W0N,2026-03-27,6,Argentinos Juniors,Lanús,2.0,1.0,Nicolás Lamolina,3.0,G
m_1CaySw,2026-03-21,12,Vélez Sarsfield,Lanús,0.0,1.0,Pablo Dóvalo,1.0,P
m_1cKmol,2026-08-01,3,Belgrano,Argentinos Juniors,0.0,1.0,Carlos Andrés Gariano,1.0,P
m_1Cuhf7,2026-02-09,4,Barracas Central,Gimnasia LP,2.0,0.0,Darío Herrera,2.0,G
m_1CzDvn,2026-02-16,5,Deportivo Riestra,Newell's Old Boys,1.0,1.0,Luis Lobo Medina,2.0,E
m_1DDmUV,2026-03-04,8,Atlético Tucumán,Racing Club,0.0,3.0,Fernando Echenique,3.0,P
m_1DO56u,2026-03-12,10,Independiente Rivadavia,Barracas Central,1.0,2.0,Yael Falcón Pérez,3.0,P
m_1E7Dux,2026-08-17,5,Lanús,Independiente,1.0,3.0,Sebastián Martínez,4.0,P
m_1fJ2Fa,2026-03-15,11,River Plate,Sarmiento,2.0,0.0,Darío Herrera,2.0,G
