match_id,date,round_name,player_id,player_name,team_id,team_name,position,minutes_played,participacion,area_rival,ultimo_tercio,carreras_progresivas,duelos,perdidas,regates_fallidos,exceso_perdidas,pases,peligro_creado,defensa,arquero,goles_asistencias,resultado_puntos,valla_invicta,winning_total,accurate_passes,passes,progressive_passes,precision_pases,passes_into_final_third,long_balls_accurate,accurate_crosses,progressive_carries,take_ons,take_ons_won,failed_dribbles,miscontrols,dispossessed,duels_won,duels_lost,tackles,interceptions,recoveries,clearances,blocks,dribbled_past,shots_on_target,goals,assists,chances_created,saves,saved_penalties,goals_conceded,match_finished
m_019qHk,2026-05-04,9,p_3gzo7L,Éver Banega,t_1DVMAZ,Defensa y Justicia,,19.0,0.57,0.0,0.0,0.1,0.0,-0.2,0.0,0.0,1.9966,0.0,0.0,0.0,0.0,0,0.0,2.4666,24.0,29.0,6.0,0.8276,11.0,7.0,3.0,2.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,True
m_019qHk,2026-05-04,9,p_2UZfm9,Ezequiel Muñoz,t_1g5yTJ,Gimnasia Mendoza,,90.0,2.7,0.24,0.0,0.05,0.0,-0.2,0.0,0.0,0.8529,-1.0,3.48,0.0,0.0,3,0.0,9.1229,26.0,31.0,1.0,0.8387,2.0,6.0,0.0,1.0,0.0,0.0,0,0.0,1.0,2.0,2.0,2.0,1.0,5.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,1.0,True
m_019qHk,2026-05-04,9,p_07rsoz,Ruben Botta,t_1DVMAZ,Defensa y Justicia,,72.0,2.16,0.0,0.0,0.05,-0.6,-1.0,-0.3,0.0,0.9158,0.6,1.2,0.0,0.0,0,0.0,3.0258,15.0,19.0,5.0,0.7895,5.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,5.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,2.0,True
m_019qHk,2026-05-04,9,p_3foBen,César Rigamonti,t_1g5yTJ,Gimnasia Mendoza,,90.0,2.7,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.999,0.0,1.64,0.0,0.0,3,0.0,9.339,7.0,20.0,0.0,0.35,14.0,25.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1.0,True
m_019qHk,2026-05-04,9,p_3HdfVG,Emiliano Amor,t_1DVMAZ,Defensa y Justicia,,90.0,2.7,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.518,0.0,3.38,0.0,0.0,0,0.0,7.598,44.0,55.0,4.0,0.8,5.0,10.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,True
m_019qHk,2026-05-04,9,p_2Wjg0N,David Barbona,t_1DVMAZ,Defensa y Justicia,,18.0,0.54,0.12,0.0,0.0,0.0,-0.0,0.0,0.0,0.4613,0.6,0.6,0.0,0.0,0,0.0,2.3213,14.0,15.0,0.0,0.9333,1.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,2.0,True
m_019qHk,2026-05-04,9,p_1VlIuF,Brian Andrada,t_1g5yTJ,Gimnasia Mendoza,,62.0,1.86,0.0,0.0,0.05,-0.4,-0.2,0.0,0.0,0.3625,0.6,0.52,0.0,0.0,3,0.0,5.7925,14.0,16.0,1.0,0.875,2.0,0.0,0.0,1.0,1.0,1.0,0,1.0,0.0,1.0,3.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,1.0,True
m_019qHk,2026-05-04,9,p_1iogLn,Fermín Antonini,t_1g5yTJ,Gimnasia Mendoza,,90.0,2.7,0.0,0.0,0.0,-0.4,-0.0,0.0,0.0,0.2867,0.0,1.64,0.0,0.0,3,0.0,7.2267,14.0,21.0,0.0,0.6667,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,1.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0,True
m_019qHk,2026-05-04,9,p_4LMFQ0,Diego Mondino,t_1g5yTJ,Gimnasia Mendoza,,90.0,2.7,0.24,0.0,0.0,0.0,-0.0,0.0,0.0,1.2939,0.6,4.44,0.0,0.0,3,0.0,12.2739,28.0,33.0,7.0,0.8485,4.0,10.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,2.0,3.0,3.0,6.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0,True
m_019qHk,2026-05-04,9,p_0EQwZX,Blas Armoa,t_1g5yTJ,Gimnasia Mendoza,,18.0,0.54,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.01,0.0,0.0,0.0,0.0,3,0.0,3.35,1.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,True
m_019qHk,2026-05-04,9,p_1CLF1j,David Martínez,t_1DVMAZ,Defensa y Justicia,,45.0,1.35,0.0,0.0,0.05,-0.8,-0.0,-0.6,0.0,0.7176,0.0,1.92,0.0,0.0,0,0.0,2.6376,15.0,17.0,3.0,0.8824,4.0,4.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,True
m_019qHk,2026-05-04,9,p_16mEjs,Darío Cáceres,t_1DVMAZ,Defensa y Justicia,,60.0,1.8,0.36,0.0,0.0,-0.4,-0.2,0.0,0.0,1.0935,1.0,0.44,0.0,0.0,0,0.0,4.0935,14.0,23.0,6.0,0.6087,2.0,3.0,3.0,0.0,0.0,0.0,0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,2.0,True
m_019qHk,2026-05-04,9,p_3lcFKJ,Juan Gutiérrez,t_1DVMAZ,Defensa y Justicia,,90.0,2.7,0.96,0.0,0.15,-1.0,-0.8,-1.2,0.0,0.445,2.4,1.3,0.0,0.0,0,0.0,4.955,13.0,20.0,2.0,0.65,1.0,0.0,1.0,3.0,5.0,1.0,4.0,3.0,1.0,1.0,6.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0,0,2.0,True
m_019qHk,2026-05-04,9,p_1Bugui,Damián Fernández,t_1DVMAZ,Defensa y Justicia,,45.0,1.35,0.0,0.0,0.0,0.4,-0.2,0.0,0.0,0.8,0.6,4.24,0.0,0.0,0,0.0,7.19,23.0,23.0,2.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,0,1.0,0.0,4.0,2.0,4.0,0.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0,0,2.0,True
m_019qHk,2026-05-04,9,p_2a5j21,Agustín Hausch,t_1DVMAZ,Defensa y Justicia,,30.0,0.9,0.6,0.0,0.25,0.0,-0.0,-0.3,0.0,0.7125,2.3,0.7,0.0,0.0,0,0.0,5.1625,9.0,16.0,1.0,0.5625,0.0,0.0,3.0,5.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0,0,2.0,True
m_019qHk,2026-05-04,9,p_37G7he,Aaron Molinas,t_1DVMAZ,Defensa y Justicia,,90.0,2.7,0.0,0.0,0.05,0.8,-0.4,0.0,0.0,3.7167,1.5,3.72,0.0,0.0,0,0.0,12.0867,45.0,54.0,7.0,0.8333,13.0,8.0,9.0,1.0,0.0,0.0,0,2.0,0.0,4.0,0.0,4.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,2.0,True
m_019qHk,2026-05-04,9,p_46qDWM,Cristopher Fiermarín,t_1DVMAZ,Defensa y Justicia,,90.0,2.7,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.69,0.0,1.8,0.0,0.0,0,0.0,5.19,9.0,18.0,0.0,0.5,3.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2.0,True
m_019qHk,2026-05-04,9,p_2JMaoS,Lucas Souto,t_1DVMAZ,Defensa y Justicia,,90.0,2.7,0.0,0.0,0.1,-0.4,-0.8,0.0,0.0,1.71,1.2,1.24,0.0,0.0,0,0.0,5.75,34.0,48.0,2.0,0.7083,9.0,7.0,2.0,2.0,2.0,2.0,0,4.0,0.0,2.0,4.0,0.0,0.0,8.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,2.0,True
m_019qHk,2026-05-04,9,p_4HrltX,Luciano Cingolani,t_1g5yTJ,Gimnasia Mendoza,,72.0,2.16,0.24,0.0,0.0,-0.4,-1.4,-0.6,0.0,0.1529,1.7,2.4,0.0,0.0,3,0.0,7.2529,8.0,14.0,1.0,0.5714,1.0,0.0,0.0,0.0,3.0,1.0,2.0,5.0,2.0,2.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0,0,1.0,True
m_019qHk,2026-05-04,9,p_1xgZEc,Ayrton Portillo,t_1DVMAZ,Defensa y Justicia,,90.0,2.7,0.24,0.0,0.15,-1.0,-0.0,-0.6,0.0,1.2215,0.6,0.62,0.0,0.0,0,0.0,3.9315,16.0,26.0,2.0,0.6154,2.0,2.0,4.0,3.0,3.0,1.0,2.0,0.0,0.0,1.0,6.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,2.0,True
m_019qHk,2026-05-04,9,p_1oAIvS,Matías Recalde,t_1g5yTJ,Gimnasia Mendoza,,90.0,2.7,0.0,0.0,0.0,-0.6,-0.2,0.0,0.0,1.2978,0.0,2.5,0.0,0.0,3,0.0,8.6978,26.0,36.0,5.0,0.7222,6.0,7.0,1.0,0.0,0.0,0.0,0,0.0,1.0,1.0,4.0,2.0,1.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0,True
m_019qHk,2026-05-04,9,p_0pUbCv,César Pérez,t_1DVMAZ,Defensa y Justicia,,60.0,1.8,0.6,0.0,0.0,-1.0,-0.6,0.0,0.0,0.55,0.0,1.2,0.0,0.0,0,0.0,2.55,9.0,18.0,1.0,0.5,3.0,2.0,1.0,0.0,0.0,0.0,0,2.0,1.0,1.0,6.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,2.0,True
m_019qHk,2026-05-04,9,p_3oqT7Z,Luciano Paredes,t_1g5yTJ,Gimnasia Mendoza,,90.0,2.7,0.12,0.0,0.05,0.0,-0.4,0.0,0.0,0.7583,0.0,1.74,0.0,0.0,3,0.0,7.9683,13.0,23.0,1.0,0.5652,6.0,2.0,1.0,1.0,0.0,0.0,0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,True
m_019qHk,2026-05-04,9,p_3oSsFv,Ignacio Sabatini,t_1g5yTJ,Gimnasia Mendoza,,18.0,0.54,0.24,0.0,0.05,-0.8,-1.0,-0.3,0.0,0.248,0.6,1.12,0.0,0.0,3,0.0,3.698,3.0,5.0,1.0,0.6,3.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,5.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,1.0,True
m_019qHk,2026-05-04,9,p_2ykUpy,Facundo Lencioni,t_1g5yTJ,Gimnasia Mendoza,,72.0,2.16,0.0,0.0,0.05,-0.8,-0.6,-0.3,0.0,1.6013,2.2,0.82,0.0,0.0,3,0.0,8.1313,11.0,16.0,0.0,0.6875,2.0,3.0,6.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0,0,1.0,True
m_019qHk,2026-05-04,9,p_1mCr0i,Agustín Módica,t_1g5yTJ,Gimnasia Mendoza,,28.0,0.84,0.12,0.0,0.05,-0.2,-0.2,-0.3,0.0,0.12,0.0,0.82,0.0,0.0,3,0.0,4.25,5.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,True
m_019qHk,2026-05-04,9,p_1Iyu97,Esteban Fernández,t_1g5yTJ,Gimnasia Mendoza,,45.0,1.35,0.0,0.0,0.05,-0.2,-0.4,0.0,0.0,1.03,2.6,0.2,0.0,0.0,3,0.0,7.63,12.0,12.0,2.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.0,True
m_019qHk,2026-05-04,9,p_1W6Loj,Luciano González,t_1DVMAZ,Defensa y Justicia,,30.0,0.9,0.36,0.0,0.1,-0.4,-0.4,-0.3,0.0,0.412,0.6,1.2,0.0,0.0,0,0.0,2.472,7.0,10.0,1.0,0.7,2.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,True
m_019qHk,2026-05-04,9,p_1HKdTo,Lautaro Carrera,t_1g5yTJ,Gimnasia Mendoza,,27.0,0.81,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.2633,0.0,0.2,0.0,0.0,3,0.0,3.8733,1.0,3.0,1.0,0.3333,3.0,2.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,True
m_019qHk,2026-05-04,9,p_40BXYc,Julián Ceballos,t_1g5yTJ,Gimnasia Mendoza,,45.0,1.35,0.12,0.0,0.0,-0.8,-0.8,0.0,0.0,0.1973,0.0,2.4,0.0,0.0,3,0.0,5.4673,9.0,11.0,0.0,0.8182,1.0,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0,0.0,4.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1.0,True
m_019qHk,2026-05-04,9,p_4FS6tr,Santiago Sosa,t_1DVMAZ,Defensa y Justicia,,71.0,2.13,0.0,0.0,0.05,-1.4,-0.6,-0.6,0.0,0.3824,0.5,2.6,0.0,0.0,0,0.0,3.0624,15.0,17.0,1.0,0.8824,2.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,9.0,2.0,3.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,2.0,True
m_019qHk,2026-05-04,9,p_3guJ6P,Valentino Simoni,t_1g5yTJ,Gimnasia Mendoza,,63.0,1.89,0.0,0.0,0.05,-1.0,-0.0,0.0,0.0,0.1694,1.2,0.94,0.0,0.0,3,0.0,6.2494,12.0,17.0,0.0,0.7059,0.0,0.0,0.0,1.0,2.0,2.0,0,0.0,0.0,2.0,7.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,True
m_01aTkm,2026-01-28,2,p_0VZwYw,Lucas Nahuel Castro,t_0rGDE4,Gimnasia LP,,13.0,0.39,0.0,0.0,0.0,0.4,-0.2,0.0,0.0,0.3556,1.2,0.9,0.0,0.0,0,0.0,3.0456,5.0,9.0,0.0,0.5556,2.0,0.0,1.0,0.0,2.0,2.0,0,1.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,True
m_01aTkm,2026-01-28,2,p_4e3a9Y,Juan Quintero,t_1Fzy5s,River Plate,,76.0,2.28,0.24,0.0,0.05,-0.2,-0.0,-0.3,0.0,3.9885,4.0,0.4,0.0,0.0,3,0.0,13.4585,56.0,71.0,13.0,0.7887,26.0,16.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,3.0,0,0,0.0,True
m_01aTkm,2026-01-28,2,p_15wJtA,Ignacio Fernández,t_0rGDE4,Gimnasia LP,,45.0,1.35,0.0,0.0,0.05,-0.6,-0.6,-0.3,0.0,0.2929,0.0,2.34,0.0,0.0,0,0.0,2.5329,10.0,14.0,0.0,0.7143,1.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,True
m_01aTkm,2026-01-28,2,p_2aHbDR,Sebastián Driussi,t_1Fzy5s,River Plate,,76.0,2.28,0.48,0.0,0.05,-0.6,-0.4,0.0,0.0,0.9303,0.0,0.42,0.0,0.0,3,0.0,6.1603,24.0,29.0,2.0,0.8276,4.0,2.0,1.0,1.0,0.0,0.0,0,1.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0,0,0.0,True
m_01aTkm,2026-01-28,2,p_2ho6O3,Lucas Martínez Quarta,t_1Fzy5s,River Plate,,90.0,2.7,0.24,0.0,0.05,0.0,-0.4,0.0,0.0,2.1216,-0.4,3.46,0.0,0.0,3,0.0,10.7716,75.0,74.0,5.0,1.0135,7.0,3.0,0.0,1.0,0.0,0.0,0,2.0,0.0,1.0,1.0,3.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,True
m_01aTkm,2026-01-28,2,p_2VOvJj,Gonzalo Montiel,t_1Fzy5s,River Plate,,90.0,2.7,0.48,0.0,0.05,-0.2,-0.6,0.0,0.0,1.6803,0.5,1.66,0.0,0.0,3,0.0,9.2703,54.0,65.0,5.0,0.8308,3.0,3.0,2.0,1.0,0.0,0.0,0,3.0,0.0,0.0,1.0,0.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0.0,True
m_01aTkm,2026-01-28,2,p_2ZvpgZ,Pedro Silva Torrejón,t_0rGDE4,Gimnasia LP,,90.0,2.7,0.0,0.0,0.0,-0.2,-0.6,0.0,0.0,1.1706,0.0,2.98,0.0,0.0,0,0.0,6.0506,18.0,31.0,1.0,0.5806,7.0,4.0,2.0,0.0,0.0,0.0,0,3.0,0.0,0.0,1.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,True
m_01aTkm,2026-01-28,2,p_2cIE4k,Maximiliano Salas,t_1Fzy5s,River Plate,,14.0,0.42,0.12,0.0,0.05,-0.4,-0.6,0.0,0.0,0.29,-0.2,0.2,0.0,0.0,3,0.0,2.88,4.0,4.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
m_01aTkm,2026-01-28,2,p_0AsvjF,Augusto Max,t_0rGDE4,Gimnasia LP,,90.0,2.7,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.6861,0.0,3.72,0.0,0.0,0,0.0,6.7061,26.0,31.0,0.0,0.8387,3.0,2.0,0.0,0.0,0.0,0.0,0,1.0,0.0,2.0,3.0,6.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,2.0,True
m_01aTkm,2026-01-28,2,p_3Lt4mj,Matías Viña,t_1Fzy5s,River Plate,,56.0,1.68,0.6,0.0,0.0,-1.2,-1.2,-0.6,0.0,1.3409,1.1,1.0,0.0,0.0,3,0.0,5.7209,27.0,33.0,3.0,0.8182,1.0,0.0,4.0,0.0,2.0,0.0,2.0,5.0,1.0,0.0,6.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.0,True
m_01aTkm,2026-01-28,2,p_042eAN,Marcelo Torres,t_0rGDE4,Gimnasia LP,,77.0,2.31,0.12,0.0,0.15,-0.6,-0.6,0.0,0.0,0.3016,-0.2,1.32,0.0,0.0,0,0.0,2.8016,12.0,19.0,0.0,0.6316,1.0,2.0,0.0,3.0,0.0,0.0,0,2.0,1.0,0.0,3.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,True
m_01aTkm,2026-01-28,2,p_4bCUcN,Agustín Auzmendi,t_0rGDE4,Gimnasia LP,,4.0,0.12,0.0,0.0,0.0,-0.2,-0.0,0.0,0.0,0.0,0.0,-0.3,0.0,0.0,0,0.0,-0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,2.0,True
m_01aTkm,2026-01-28,2,p_2TH5aa,Giuliano Galoppo,t_1Fzy5s,River Plate,,22.0,0.66,0.0,0.0,0.1,-0.4,-0.2,0.0,0.0,0.3427,0.6,0.72,0.0,0.0,3,0.0,4.8227,13.0,15.0,1.0,0.8667,0.0,2.0,0.0,2.0,0.0,0.0,0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,True
m_01aTkm,2026-01-28,2,p_2NHgvd,Facundo Colidio,t_1Fzy5s,River Plate,,68.0,2.04,0.6,0.0,0.05,-1.2,-0.8,-1.2,0.0,0.4524,1.7,1.1,0.0,0.0,3,0.0,5.7424,18.0,25.0,3.0,0.72,3.0,0.0,0.0,1.0,6.0,2.0,4.0,0.0,4.0,3.0,9.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0,0,0.0,True
m_01aTkm,2026-01-28,2,p_40ubcR,Enzo Martínez,t_0rGDE4,Gimnasia LP,,90.0,2.7,0.0,0.0,0.0,-0.4,-0.2,0.0,0.0,0.4867,-0.2,3.58,0.0,0.0,0,0.0,5.9667,14.0,21.0,0.0,0.6667,3.0,3.0,0.0,0.0,0.0,0.0,0,1.0,0.0,2.0,4.0,3.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,True
m_01aTkm,2026-01-28,2,p_1CvIxl,Nelson Insfrán,t_0rGDE4,Gimnasia LP,,90.0,2.7,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.7988,0.0,2.0,0.0,0.0,0,0.0,6.4988,13.0,17.0,0.0,0.7647,7.0,25.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,2.0,True
m_01aTkm,2026-01-28,2,p_22Hl59,Fausto Vera,t_1Fzy5s,River Plate,,90.0,2.7,0.0,0.0,0.0,-0.2,-0.8,-0.6,0.0,2.1942,1.8,1.92,0.0,0.0,3,0.0,10.0142,80.0,86.0,3.0,0.9302,8.0,5.0,0.0,0.0,4.0,2.0,2.0,3.0,1.0,3.0,4.0,1.0,2.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,True
m_01aTkm,2026-01-28,2,p_2Dj6gK,Aníbal Moreno,t_1Fzy5s,River Plate,,90.0,2.7,0.0,0.0,0.05,0.0,-0.2,0.0,0.0,2.387,0.0,4.28,0.0,0.0,3,0.0,12.217,73.0,80.0,3.0,0.9125,14.0,6.0,0.0,1.0,0.0,0.0,0,1.0,0.0,3.0,3.0,3.0,4.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,True
m_01aTkm,2026-01-28,2,p_2h5dHt,Manuel Panaro,t_0rGDE4,Gimnasia LP,,13.0,0.39,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.02,0.0,0.7,0.0,0.0,0,0.0,0.71,1.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,True
m_01aTkm,2026-01-28,2,p_0URNSN,Renzo Giampaoli,t_0rGDE4,Gimnasia LP,,90.0,2.7,0.0,0.0,0.0,-0.8,-0.0,0.0,0.0,0.7318,0.0,2.4,0.0,0.0,0,0.0,5.0318,20.0,22.0,1.0,0.9091,2.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,5.0,1.0,3.0,5.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,2.0,True
m_01aTkm,2026-01-28,2,p_4fbCCX,Tomás Galván,t_1Fzy5s,River Plate,,68.0,2.04,0.48,0.0,0.15,0.0,-0.4,0.0,0.0,1.0475,2.3,1.3,0.0,0.0,3,0.0,9.9175,35.0,40.0,2.0,0.875,6.0,2.0,0.0,3.0,3.0,3.0,0,2.0,0.0,5.0,5.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0.0,True
m_01aTkm,2026-01-28,2,p_1OBnRG,Franco Torres,t_0rGDE4,Gimnasia LP,,86.0,2.58,0.24,0.0,0.0,-0.4,-0.6,0.0,0.0,0.29,-1.0,0.2,0.0,0.0,0,0.0,1.31,4.0,8.0,0.0,0.5,2.0,3.0,0.0,0.0,0.0,0.0,0,3.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,2.0,True
m_01aTkm,2026-01-28,2,p_1bUOsk,Alexis Steimbach,t_0rGDE4,Gimnasia LP,,90.0,2.7,0.0,0.0,0.1,0.6,-0.8,-0.3,0.0,1.7645,3.2,4.46,0.0,0.0,0,0.0,11.7245,15.0,31.0,2.0,0.4839,8.0,8.0,4.0,2.0,3.0,2.0,1.0,3.0,1.0,7.0,4.0,6.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,2.0,True
m_01aTkm,2026-01-28,2,p_3Na8Ca,Diego Mastrangelo,t_0rGDE4,Gimnasia LP,,13.0,0.39,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.3167,0.0,0.0,0.0,0.0,0,0.0,0.5067,4.0,6.0,1.0,0.6667,3.0,2.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,True
m_01aTkm,2026-01-28,2,p_0naJM3,Nicolás Barros Schelotto,t_0rGDE4,Gimnasia LP,,77.0,2.31,0.0,0.0,0.0,-0.2,-0.2,-0.3,0.0,1.9089,0.5,2.06,0.0,0.0,0,0.0,6.0789,23.0,27.0,1.0,0.8519,4.0,6.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,2.0,True
m_01aTkm,2026-01-28,2,p_4d8JFW,Ian Subiabre,t_1Fzy5s,River Plate,,22.0,0.66,0.12,0.0,0.1,-0.6,-0.2,-0.9,0.0,0.362,0.6,0.6,0.0,0.0,3,0.0,3.742,7.0,10.0,1.0,0.7,1.0,0.0,1.0,2.0,4.0,1.0,3.0,1.0,0.0,1.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,True
