player_id,player_name,posicion_pitchapi,dominancia_pitchapi,posicion_sofascore,posicion_final,fuente_posicion,partidos_historicos
p_3ajgv3,Agustin Lastra,ARQ,100.0,ARQ,ARQ,PITCHAPI,11
p_3dYXua,Agustin Marchesin,ARQ,100.0,ARQ,ARQ,PITCHAPI,12
p_43Olsv,Alan Aguerre,ARQ,100.0,,ARQ,PITCHAPI,25
p_30aPId,Alvaro Montero,ARQ,100.0,ARQ,ARQ,PITCHAPI,26
p_2tK1WJ,Axel Werner,ARQ,100.0,ARQ,ARQ,PITCHAPI,16
p_173wGq,Brayan Cortés,ARQ,100.0,ARQ,ARQ,PITCHAPI,29
p_3foBen,Cesar Rigamonti,ARQ,100.0,,ARQ,PITCHAPI,24
p_46qDWM,Cristopher Fiermarin,ARQ,100.0,ARQ,ARQ,PITCHAPI,16
p_1I81cW,Diego Rodríguez,ARQ,100.0,ARQ,ARQ,PITCHAPI,6
p_2AgfXH,Emmanuel Gómez,ARQ,100.0,ARQ,ARQ,PITCHAPI,2
p_2HsKZ1,Ezequiel Unsain,ARQ,100.0,,ARQ,PITCHAPI,10
p_0wvzBl,Fabricio Iacovich,ARQ,100.0,,ARQ,PITCHAPI,8
p_0Nf4Z8,Facundo Cambeses,ARQ,100.0,ARQ,ARQ,PITCHAPI,30
p_0Jq46V,Facundo Sanguinetti,ARQ,100.0,ARQ,ARQ,PITCHAPI,20
p_1JUF3l,Felipe Zenobio,ARQ,100.0,ARQ,ARQ,PITCHAPI,24
p_43Wo3u,Fernando Muslera,ARQ,100.0,,ARQ,PITCHAPI,18
p_008yS2,Franco Armani,ARQ,100.0,ARQ,ARQ,PITCHAPI,1
p_3QfGtH,Franco Petroli,ARQ,100.0,,ARQ,PITCHAPI,2
p_21OTES,Gabriel Arias,ARQ,100.0,ARQ,ARQ,PITCHAPI,7
p_2M9PCX,Gino Santilli,ARQ,100.0,ARQ,ARQ,PITCHAPI,2
p_1u6e88,Guido Herrera,ARQ,100.0,,ARQ,PITCHAPI,17
p_1HS5gG,Hernán Galindez,ARQ,100.0,ARQ,ARQ,PITCHAPI,29
p_2hE23W,Ignacio Arce,ARQ,100.0,ARQ,ARQ,PITCHAPI,27
p_47ig4s,Ignacio Chicco,ARQ,100.0,ARQ,ARQ,PITCHAPI,4
p_3JhFbV,Iván Arboleda,ARQ,100.0,ARQ,ARQ,PITCHAPI,2
p_0MExly,Javier Burrai,ARQ,100.0,ARQ,ARQ,PITCHAPI,16
p_3lI7ex,Javier Vallejos,ARQ,100.0,,ARQ,PITCHAPI,2
p_235aQ1,Jeremias Ledesma,ARQ,100.0,ARQ,ARQ,PITCHAPI,24
p_3OsUcz,Jorge Emanuel Broun,ARQ,100.0,,ARQ,PITCHAPI,4
p_2if2Xd,Josué Reinatti,ARQ,100.0,ARQ,ARQ,PITCHAPI,15
p_4FfIyJ,José Devecchi,ARQ,100.0,ARQ,ARQ,PITCHAPI,8
p_3BgUGt,Juan Cozzani,ARQ,100.0,ARQ,ARQ,PITCHAPI,8
p_11rLEz,Juan Espínola,ARQ,100.0,ARQ,ARQ,PITCHAPI,5
p_2AGsdf,Julián Kadijevic,ARQ,100.0,ARQ,ARQ,PITCHAPI,1
p_0lZVBC,Lautaro Morales,ARQ,100.0,ARQ,ARQ,PITCHAPI,1
p_1iFHLw,Lautaro Petruchi,ARQ,100.0,,ARQ,PITCHAPI,2
p_1yBLpe,Leandro Brey,ARQ,100.0,ARQ,ARQ,PITCHAPI,6
p_1NnBUf,Lucas Acosta,ARQ,100.0,ARQ,ARQ,PITCHAPI,6
p_4MAnmB,Lucas Bruera,ARQ,100.0,ARQ,ARQ,PITCHAPI,11
p_2hGCoi,Luis Ingolotti,ARQ,100.0,ARQ,ARQ,PITCHAPI,25
p_4UkieF,Manuel Roffo,ARQ,100.0,,ARQ,PITCHAPI,16
p_1bLNCG,Manuel Vicentini,ARQ,100.0,,ARQ,PITCHAPI,1
p_4duo4k,Marcelo Mino,ARQ,100.0,,ARQ,PITCHAPI,21
p_3lQo2d,Marcos Ledesma,ARQ,100.0,,ARQ,PITCHAPI,12
p_1JQZ6o,Matias Borgogno,ARQ,100.0,ARQ,ARQ,PITCHAPI,27
p_0yyPLQ,Matias Mansilla,ARQ,100.0,,ARQ,PITCHAPI,29
p_0foRei,Máximo Cabrera,ARQ,100.0,,ARQ,PITCHAPI,1
p_4W6aiW,Nahuel Losada,ARQ,100.0,,ARQ,PITCHAPI,25
p_1CvIxl,Nelson Insfran,ARQ,100.0,ARQ,ARQ,PITCHAPI,27
p_0gsu1O,Nicolas Bolcato,ARQ,100.0,ARQ,ARQ,PITCHAPI,22
p_2Pu3Ap,Nicolás Sumavil,ARQ,100.0,ARQ,ARQ,PITCHAPI,1
p_0Uy6sL,Orlando Gill,ARQ,100.0,ARQ,ARQ,PITCHAPI,19
p_1DGB1S,Ramiro Macagno,ARQ,100.0,ARQ,ARQ,PITCHAPI,1
p_1eITB1,Renzo Bacchia,ARQ,100.0,ARQ,ARQ,PITCHAPI,5
p_3KLwFI,Rodrigo Rey,ARQ,100.0,,ARQ,PITCHAPI,27
p_4HjiAr,Santiago Beltran,ARQ,100.0,ARQ,ARQ,PITCHAPI,30
p_1xk50a,Sebastián Meza,ARQ,100.0,,ARQ,PITCHAPI,1
p_0ujJJG,Thiago Cardozo,ARQ,100.0,,ARQ,PITCHAPI,29
p_1vpaON,Thyago Ayala,ARQ,100.0,ARQ,ARQ,PITCHAPI,8
p_07QXJP,Tomas Sultani,ARQ,100.0,ARQ,ARQ,PITCHAPI,1
p_0kRKnI,Tomás Marchiori,ARQ,100.0,ARQ,ARQ,PITCHAPI,9
p_1QjqgM,Williams Barlasina,ARQ,100.0,ARQ,ARQ,PITCHAPI,4
p_1A6WgI,Aaron Quiros,DEF,100.0,DEF,DEF,PITCHAPI,4
p_4Mszzs,Adrian Sporle,DEF,100.0,,DEF,PITCHAPI,20
p_3ywdkO,Agustin Basso,DEF,100.0,,DEF,PITCHAPI,6
p_0vreM8,Agustin Quiroga,DEF,100.0,DEF,DEF,PITCHAPI,13
p_2d8zml,Agustin Sandez,DEF,100.0,DEF,DEF,PITCHAPI,21
p_0Hy7kK,Agustín Bravo,DEF,100.0,,DEF,PITCHAPI,1
p_3nfcvs,Agustín Falcón,DEF,100.0,,DEF,PITCHAPI,4
p_4RpynC,Agustín Lagos,DEF,100.0,DEF,DEF,PITCHAPI,6
p_0kjymf,Agustín Massaccesi,DEF,100.0,,DEF,PITCHAPI,4
p_1vAkWz,Agustín Seyral,DEF,100.0,DEF,DEF,PITCHAPI,8
p_1IquRb,Alan Barrionuevo,DEF,100.0,DEF,DEF,PITCHAPI,25
p_1EMq3A,Alcides Benitez,DEF,90.91,,DEF,PITCHAPI,17
p_2StpFV,Alejandro Maciel,DEF,96.0,,DEF,PITCHAPI,25
p_3IZy3x,Alejo Cordoba,DEF,100.0,DEF,DEF,PITCHAPI,4
p_4Iz6rB,Alejo Osella,DEF,100.0,DEF,DEF,PITCHAPI,15
p_3WvG1h,Alex Vigo,DEF,100.0,DEF,DEF,PITCHAPI,6
p_0rvVb2,Alexandro Maidana,DEF,100.0,,DEF,PITCHAPI,10
p_28SEJq,Alexis Maldonado,DEF,100.0,,DEF,PITCHAPI,20
p_43U0bn,Alexis Soto,DEF,100.0,DEF,DEF,PITCHAPI,11
p_1bUOsk,Alexis Steimbach,DEF,95.0,DEF,DEF,PITCHAPI,21
p_4HZbhQ,Armando Mendez,DEF,100.0,DEF,DEF,PITCHAPI,14
p_23S3AO,Augusto Schott,DEF,100.0,,DEF,PITCHAPI,25
p_12lRQi,Ayrton Costa,DEF,100.0,DEF,DEF,PITCHAPI,16
p_0xdX07,Bautista Barros Schelotto,DEF,100.0,DEF,DEF,PITCHAPI,11
p_1RFvBi,Braian Cufré,DEF,100.0,DEF,DEF,PITCHAPI,2
p_26xhDF,Brandon Oviedo,DEF,63.64,DEF,DEF,PITCHAPI,11
p_2aEhwv,Bruno Cabrera,DEF,100.0,DEF,DEF,PITCHAPI,8
p_2msaJ0,Bruno Pitton,DEF,100.0,,DEF,PITCHAPI,5
p_2bhDeH,Carlos Quintana,DEF,100.0,DEF,DEF,PITCHAPI,10
p_0pxwpN,Carlos Roberto Izquierdoz,DEF,100.0,,DEF,PITCHAPI,23
p_1N9vQt,Celías Ingenthron,DEF,100.0,DEF,DEF,PITCHAPI,3
p_1u5P1L,Cesar Ibanez,DEF,100.0,DEF,DEF,PITCHAPI,23
p_0NulPm,Claudio Bravo,DEF,100.0,DEF,DEF,PITCHAPI,2
p_3q7gBJ,Clever Ferreira,DEF,100.0,DEF,DEF,PITCHAPI,17
p_18n3tl,Cristian Paz,DEF,100.0,DEF,DEF,PITCHAPI,26
p_1Bugui,Damian Fernandez,DEF,100.0,DEF,DEF,PITCHAPI,21
p_4KHTxx,Damián Martínez,DEF,100.0,DEF,DEF,PITCHAPI,11
p_0DWgd7,Danilo Arboleda,DEF,100.0,DEF,DEF,PITCHAPI,23
p_16mEjs,Darío Cáceres,DEF,88.89,DEF,DEF,PITCHAPI,10
p_4LMFQ0,Diego Mondino,DEF,100.0,,DEF,PITCHAPI,17
p_39c8jY,Diego Sosa,DEF,100.0,,DEF,PITCHAPI,28
p_1GV82y,Dylan Gorosito,DEF,100.0,DEF,DEF,PITCHAPI,5
p_4filjU,Elias Gomez,DEF,100.0,DEF,DEF,PITCHAPI,25
p_2j4Vzq,Elias Pereyra,DEF,100.0,DEF,DEF,PITCHAPI,10
p_4NR58s,Elías López,DEF,80.0,DEF,DEF,PITCHAPI,5
p_33jhYq,Elías Verón,DEF,66.67,DEF,DEF,PITCHAPI,3
p_3RAftg,Emanuel Coronel,DEF,100.0,DEF,DEF,PITCHAPI,19
p_0AbFcl,Emanuel Iñiguez,DEF,100.0,DEF,DEF,PITCHAPI,1
p_1mwRpu,Emanuel Mammana,DEF,100.0,DEF,DEF,PITCHAPI,20
p_3HdfVG,Emiliano Amor,DEF,100.0,DEF,DEF,PITCHAPI,23
p_13PyWD,Enzo Daniel Gimenez,DEF,54.55,VOL,DEF,PITCHAPI,17
p_40ubcR,Enzo Martinez,DEF,100.0,DEF,DEF,PITCHAPI,26
p_2DQVsu,Eric Meza,DEF,100.0,,DEF,PITCHAPI,18
p_2e2fKS,Erik Fernando Godoy,DEF,100.0,DEF,DEF,PITCHAPI,7
p_375sV8,Eros Mancuso,DEF,100.0,,DEF,PITCHAPI,10
p_0CoDTg,Esteban Lucero,DEF,83.33,,DEF,PITCHAPI,7
p_47E2rv,Eugenio Raggio,DEF,100.0,DEF,DEF,PITCHAPI,8
p_2gMEtp,Ezequiel Bonifacio,DEF,100.0,DEF,DEF,PITCHAPI,8
p_11I8XF,Ezequiel Cannavo,DEF,95.45,DEF,DEF,PITCHAPI,23
p_0O1Z5O,Ezequiel Herrera,DEF,100.0,DEF,DEF,PITCHAPI,21
p_2UZfm9,Ezequiel Munoz,DEF,100.0,,DEF,PITCHAPI,23
p_2CcRpn,Fabio Pereyra,DEF,100.0,DEF,DEF,PITCHAPI,22
p_1FISj1,Fabricio Bustos,DEF,100.0,DEF,DEF,PITCHAPI,4
p_1zRg0F,Fabricio Lopez,DEF,100.0,DEF,DEF,PITCHAPI,2
p_0aF5io,Facundo Cobos,DEF,100.0,DEF,DEF,PITCHAPI,8
p_20d5BY,Facundo Gonzalez,DEF,100.0,DEF,DEF,PITCHAPI,1
p_2FsuJc,Facundo Herrera,DEF,100.0,,DEF,PITCHAPI,2
p_2tyvWq,Facundo Mallo,DEF,100.0,DEF,DEF,PITCHAPI,8
p_1KfXQ1,Facundo Mansilla Zahir,DEF,100.0,,DEF,PITCHAPI,22
p_21aKQT,Facundo Mino,DEF,100.0,DEF,DEF,PITCHAPI,17
p_2ralsZ,Facundo Zabala,DEF,100.0,,DEF,PITCHAPI,23
p_422Dh0,Federico Alvarez,DEF,100.0,DEF,DEF,PITCHAPI,15
p_1Apn7T,Federico Laurelli,DEF,50.0,VOL,DEF,PITCHAPI,3
p_4OBdka,Federico Ricca,DEF,100.0,,DEF,PITCHAPI,11
p_2xZbaM,Federico Vera,DEF,100.0,DEF,DEF,PITCHAPI,5
p_1qCu0J,Fernando Alarcon,DEF,100.0,,DEF,PITCHAPI,24
p_1K6Fr9,Fernando Martinez,DEF,64.29,,DEF,PITCHAPI,17
p_2d3t9i,Fernando Rodríguez,DEF,100.0,VOL,DEF,PITCHAPI,7
p_2A29Ip,Fernando Román,DEF,100.0,DEF,DEF,PITCHAPI,19
p_3X6bRT,Fernando Tobio,DEF,100.0,DEF,DEF,PITCHAPI,16
p_0pvncd,Francisco Alvarez,DEF,100.0,DEF,DEF,PITCHAPI,28
p_4d2ONx,Francisco Ortega,DEF,100.0,DEF,DEF,PITCHAPI,3
p_3OLQ90,Franco Escobar,DEF,100.0,DEF,DEF,PITCHAPI,5
p_2Q8TtK,Franco Lorenzon,DEF,100.0,,DEF,PITCHAPI,3
p_4MG4bN,Franco Pardo,DEF,100.0,DEF,DEF,PITCHAPI,7
p_4AgEmZ,Franco Paredes,DEF,100.0,DEF,DEF,PITCHAPI,2
p_38u8in,Franco Saavedra,DEF,100.0,,DEF,PITCHAPI,13
p_2suVlP,Franco Vázquez,DEF,100.0,DEF,DEF,PITCHAPI,8
p_2usscp,Gabriel Baez,DEF,100.0,,DEF,PITCHAPI,14
p_33Honj,Gabriel Compagnucci,DEF,100.0,DEF,DEF,PITCHAPI,4
p_2IanNl,Gabriel Díaz,DEF,50.0,DEF,DEF,PITCHAPI,5
p_2cmv2P,Gabriel Risso,DEF,100.0,,DEF,PITCHAPI,3
p_12npfJ,Gabriel Rojas,DEF,100.0,DEF,DEF,PITCHAPI,14
p_0PsDow,Gaston Arturia,DEF,100.0,DEF,DEF,PITCHAPI,5
p_3lGmY0,Gaston Avila,DEF,100.0,DEF,DEF,PITCHAPI,20
p_4LoI3o,Gaston Benedetti,DEF,100.0,,DEF,PITCHAPI,18
p_3f89Le,Gaston Campi,DEF,100.0,DEF,DEF,PITCHAPI,7
p_4YbP7i,Gaston Hernandez,DEF,100.0,,DEF,PITCHAPI,9
p_1vpOnq,Gaston Martirena,DEF,75.0,DEF,DEF,PITCHAPI,6
p_0sOPFt,Gaston Suso,DEF,100.0,DEF,DEF,PITCHAPI,16
p_3mGP60,Germán Conti,DEF,100.0,DEF,DEF,PITCHAPI,10
p_2F6lf3,Germán Guiffrey,DEF,100.0,,DEF,PITCHAPI,1
p_1KXD5Y,Germán Pezzella,DEF,100.0,DEF,DEF,PITCHAPI,1
p_0Ubl4U,Gianluca Ferrari,DEF,100.0,DEF,DEF,PITCHAPI,8
p_2rVKv4,Giovanni González,DEF,100.0,DEF,DEF,PITCHAPI,1
p_1tL0oC,Gonzalo Errecalde,DEF,100.0,DEF,DEF,PITCHAPI,3
p_12I3Qr,Gonzalo Escudero,DEF,100.0,DEF,DEF,PITCHAPI,3
p_4b7wxM,Gonzalo Maffini,DEF,100.0,DEF,DEF,PITCHAPI,22
p_2VOvJj,Gonzalo Montiel,DEF,100.0,DEF,DEF,PITCHAPI,26
p_1va0ir,Gonzalo Pérez,DEF,87.5,,DEF,PITCHAPI,8
p_0HLKx2,Gonzalo Requena,DEF,100.0,DEF,DEF,PITCHAPI,1
p_0ZteUQ,Guillermo Enrique,DEF,100.0,DEF,DEF,PITCHAPI,2
p_34Y0Ej,Guillermo Soto,DEF,100.0,DEF,DEF,PITCHAPI,4
p_2joXH7,Guzmán Corujo,DEF,100.0,DEF,DEF,PITCHAPI,4
p_1CLF1j,Hector Martinez,DEF,100.0,DEF,DEF,PITCHAPI,21
p_3IPD6d,Ignacio Campo,DEF,100.0,DEF,DEF,PITCHAPI,9
p_39r0cc,Ignacio Galvan,DEF,100.0,DEF,DEF,PITCHAPI,16
p_45VJtm,Ignacio Gariglio,DEF,100.0,DEF,DEF,PITCHAPI,4
p_3FvFpo,Ignacio Ovando,DEF,100.0,DEF,DEF,PITCHAPI,24
p_34bboz,Ignacio Peluffo,DEF,100.0,DEL,DEF,PITCHAPI,1
p_0fwM0U,Ignacio Rodríguez,DEF,100.0,DEF,DEF,PITCHAPI,10
p_137tuu,Ignacio Vazquez,DEF,100.0,DEF,DEF,PITCHAPI,18
p_0WiaUz,Imanol Gonzalez,DEF,100.0,,DEF,PITCHAPI,7
p_3yIku6,Ismael Cortéz,DEF,100.0,,DEF,PITCHAPI,2
p_0rDLh7,Ivan Villalba,DEF,100.0,DEF,DEF,PITCHAPI,18
p_3goTXD,Jano Gordon,DEF,100.0,,DEF,PITCHAPI,3
p_48O6pP,Jeronimo Russo,DEF,100.0,DEF,DEF,PITCHAPI,13
p_1DqJZI,Jherson Mosquera,DEF,100.0,DEF,DEF,PITCHAPI,1
p_3rPqVS,Jhohan Romana,DEF,100.0,DEF,DEF,PITCHAPI,15
p_0Lb3J0,Joaquin Laso,DEF,100.0,DEF,DEF,PITCHAPI,17
p_4CFN2N,Joaquin Novillo,DEF,100.0,DEF,DEF,PITCHAPI,8
p_0v7y0D,Joaquín Pereyra,DEF,100.0,,DEF,PITCHAPI,4
p_4GXUEa,Joaquín Pombo,DEF,100.0,DEF,DEF,PITCHAPI,8
p_1xKto7,Jonathan Galvan,DEF,100.0,,DEF,PITCHAPI,24
p_2YLj3q,Jose Maria Canale,DEF,100.0,,DEF,PITCHAPI,19
p_3JOBGM,José Luis Palomino,DEF,100.0,,DEF,PITCHAPI,5
p_1bvAtW,Juan Antonini,DEF,100.0,DEF,DEF,PITCHAPI,14
p_0mTgY4,Juan Barinaga,DEF,100.0,DEF,DEF,PITCHAPI,9
p_2rSGAo,Juan Cabrera,DEF,100.0,,DEF,PITCHAPI,3
p_1zT5yZ,Juan Cortazzo,DEF,100.0,,DEF,PITCHAPI,3
p_0FJbuK,Juan Cruz Randazzo,DEF,100.0,,DEF,PITCHAPI,10
p_2qOlGo,Juan Elordi,DEF,100.0,,DEF,PITCHAPI,18
p_1HqLta,Juan Fedorco,DEF,100.0,,DEF,PITCHAPI,12
p_2twD0T,Juan Franco,DEF,88.89,,DEF,PITCHAPI,9
p_0kqzA5,Juan Giménez,DEF,100.0,,DEF,PITCHAPI,1
p_2TWCei,Juan Infante,DEF,100.0,,DEF,PITCHAPI,2
p_0E6fVC,Juan Manuel Insaurralde,DEF,100.0,DEF,DEF,PITCHAPI,23
p_1OwbCC,Juan Miguel Arrayago,DEF,100.0,,DEF,PITCHAPI,7
p_3c6pcI,Juan Pablo Luduena,DEF,100.0,,DEF,PITCHAPI,26
p_1dhUli,Juan Pablo Pignani,DEF,100.0,,DEF,PITCHAPI,7
p_4P8OoY,Juan Pintado,DEF,100.0,,DEF,PITCHAPI,6
p_0ivFZd,Juan Saborido,DEF,100.0,,DEF,PITCHAPI,20
p_1hr765,Juan Velazquez,DEF,100.0,,DEF,PITCHAPI,11
p_35Wzc1,Juan Villalba,DEF,100.0,DEF,DEF,PITCHAPI,7
p_4BEGB2,Kevin Coronel,DEF,100.0,DEF,DEF,PITCHAPI,15
p_2YBNQo,Kevin Jappert,DEF,100.0,DEF,DEF,PITCHAPI,15
p_3zzhTk,Kevin Lomonaco,DEF,100.0,,DEF,PITCHAPI,20
p_1voGzb,Kevin Vázquez,DEF,50.0,VOL,DEF,PITCHAPI,2
p_1PvYK3,Lautaro Blanco,DEF,100.0,DEF,DEF,PITCHAPI,22
p_3qc7bM,Lautaro Cano,DEF,100.0,DEF,DEF,PITCHAPI,3
p_1HKdTo,Lautaro Carrera,DEF,100.0,,DEF,PITCHAPI,5
p_3vrKDa,Lautaro Di Lollo,DEF,100.0,DEF,DEF,PITCHAPI,20
p_0w9V85,Lautaro Giannetti,DEF,100.0,DEF,DEF,PITCHAPI,9
p_443Pco,Lautaro Montenegro,DEF,100.0,DEF,DEF,PITCHAPI,6
p_3PsjP7,Lautaro Rivero,DEF,100.0,DEF,DEF,PITCHAPI,19
p_1A84Jv,Lautaro Vargas,DEF,100.0,,DEF,PITCHAPI,22
p_10iCWI,Leandro Gonzalez Pirez,DEF,100.0,,DEF,PITCHAPI,15
p_2BQd7q,Leandro Lescano,DEF,100.0,DEF,DEF,PITCHAPI,5
p_0wfa6H,Leandro Lozano,DEF,100.0,DEF,DEF,PITCHAPI,18
p_0IAs6W,Leonard Costa,DEF,100.0,DEF,DEF,PITCHAPI,21
p_2Y5BPH,Leonardo Godoy,DEF,100.0,,DEF,PITCHAPI,15
p_4beE3s,Leonardo Marchi,DEF,100.0,,DEF,PITCHAPI,3
p_3u6zLG,Leonardo Morales,DEF,100.0,,DEF,PITCHAPI,28
p_2grDqL,Leonardo Sigali,DEF,100.0,,DEF,PITCHAPI,3
p_1fdtGl,Leonel Di Placido,DEF,91.67,DEF,DEF,PITCHAPI,12
p_3x6Yqh,Leonel Mosevich,DEF,100.0,,DEF,PITCHAPI,28
p_1x6fIA,Lisandro Lopez,DEF,100.0,,DEF,PITCHAPI,25
p_1O1XFB,Lisandro Magallán,DEF,100.0,DEF,DEF,PITCHAPI,19
p_02CSwU,Luca Raffin,DEF,100.0,DEF,DEF,PITCHAPI,2
p_2P4QLN,Lucas Ayala,DEF,100.0,,DEF,PITCHAPI,9
p_3mDkwx,Lucas Blondel,DEF,88.24,DEF,DEF,PITCHAPI,21
p_1dtHf7,Lucas Carrizo,DEF,88.89,DEF,DEF,PITCHAPI,18
p_2ho6O3,Lucas Martinez Quarta,DEF,100.0,DEF,DEF,PITCHAPI,30
p_4UxTjM,Lucas Rodriguez,DEF,75.0,DEF,DEF,PITCHAPI,8
p_2JMaoS,Lucas Souto,DEF,82.35,DEF,DEF,PITCHAPI,18
p_0sdiQh,Lucas Suarez,DEF,100.0,DEF,DEF,PITCHAPI,15
p_103CvJ,Luciano Gómez,DEF,100.0,DEF,DEF,PITCHAPI,7
p_3oqT7Z,Luciano Paredes,DEF,94.12,,DEF,PITCHAPI,17
p_1DLX4X,Luciano Romero,DEF,100.0,,DEF,PITCHAPI,1
p_3kuGSc,Luciano Vallejo,DEF,100.0,DEF,DEF,PITCHAPI,13
p_0GQIIZ,Luis Ignacio Abraham,DEF,85.0,,DEF,PITCHAPI,26
p_2jiARu,Maizon Rodriguez,DEF,100.0,,DEF,PITCHAPI,23
p_0tFMTS,Malcom Braida,DEF,100.0,DEF,DEF,PITCHAPI,5
p_3A5ZcB,Marcelo Weigandt,DEF,100.0,DEF,DEF,PITCHAPI,8
p_2VZBmw,Marco Di Cesare,DEF,100.0,DEF,DEF,PITCHAPI,15
p_42NlkW,Marco Pellegrino,DEF,100.0,DEF,DEF,PITCHAPI,9
p_21gmQu,Marcos Acuna,DEF,100.0,DEF,DEF,PITCHAPI,19
p_1YM31q,Marcos Rojo,DEF,100.0,DEF,DEF,PITCHAPI,18
p_1ZDLjj,Mariano Bracamonte,DEF,100.0,DEF,DEF,PITCHAPI,14
p_12oUPV,Martin Hugo Nervo,DEF,100.0,DEF,DEF,PITCHAPI,10
p_1HGvGm,Martin Luciano,DEF,100.0,DEF,DEF,PITCHAPI,7
p_3LkUKE,Martín Ortega,DEF,100.0,DEF,DEF,PITCHAPI,8
p_2vkqTj,Mateo Del Blanco,DEF,100.0,,DEF,PITCHAPI,18
p_0CkNz5,Mateo Martínez,DEF,100.0,DEF,DEF,PITCHAPI,4
p_0CziMH,Mateo Mendia,DEF,100.0,DEF,DEF,PITCHAPI,10
p_27utpF,Mateo Vales,DEF,100.0,DEF,DEF,PITCHAPI,4
p_3ONSai,Mathias De Ritis,DEF,93.33,DEF,DEF,PITCHAPI,16
p_43mFql,Matias Catalan,DEF,100.0,,DEF,PITCHAPI,21
p_0U9NrS,Matias Morello,DEF,50.0,DEF,DEF,PITCHAPI,2
p_1oAIvS,Matias Recalde,DEF,100.0,,DEF,PITCHAPI,13
p_26QJ6K,Matias Ruiz Diaz,DEF,100.0,DEF,DEF,PITCHAPI,3
p_28qGUE,Matias Valenti,DEF,100.0,DEF,DEF,PITCHAPI,19
p_3Lt4mj,Matias Vina,DEF,100.0,DEF,DEF,PITCHAPI,6
p_0qf9Rl,Matías Pérez,DEF,100.0,,DEF,PITCHAPI,4
p_18fazm,Matías Satas,DEF,100.0,,DEF,PITCHAPI,1
p_1187qF,Maximiliano Villa,DEF,100.0,DEF,DEF,PITCHAPI,15
p_4RAjIV,Miguel Barbieri,DEF,100.0,DEF,DEF,PITCHAPI,7
p_41uo5Q,Milton Valenzuela,DEF,100.0,,DEF,PITCHAPI,4
p_2gVM0e,Máximo Palazzo,DEF,100.0,DEF,DEF,PITCHAPI,17
p_1E9CEK,Máximo Rodríguez,DEF,66.67,DEF,DEF,PITCHAPI,3
p_1qfgXN,Nahuel Arias,DEF,100.0,,DEF,PITCHAPI,1
p_3NzaGf,Nahuel Banegas,DEF,100.0,DEF,DEF,PITCHAPI,11
p_0YyuFZ,Nazareno Colombo,DEF,100.0,DEF,DEF,PITCHAPI,8
p_34qeAj,Nehuén Paz,DEF,100.0,DEF,DEF,PITCHAPI,4
p_3NlPl1,Nicolas Capraro,DEF,100.0,DEF,DEF,PITCHAPI,11
p_3ZKy4R,Nicolas Demartini,DEF,100.0,DEF,DEF,PITCHAPI,19
p_0i1DU3,Nicolas Goitea,DEF,100.0,DEF,DEF,PITCHAPI,10
p_1EJPD1,Nicolas Meriano,DEF,100.0,DEF,DEF,PITCHAPI,21
p_19ULPU,Nicolas Sansotre,DEF,100.0,DEF,DEF,PITCHAPI,24
p_0a8sV7,Nicolas Zalazar,DEF,100.0,DEF,DEF,PITCHAPI,19
p_0aaaPP,Nicolás Blanco,DEF,100.0,DEF,DEF,PITCHAPI,2
p_2RDqup,Nicolás Figal,DEF,100.0,DEF,DEF,PITCHAPI,7
p_2waho1,Nicolás Morgantini,DEF,100.0,,DEF,PITCHAPI,2
p_2PLJzH,Nicolás Otamendi,DEF,100.0,DEF,DEF,PITCHAPI,11
p_1iOyfJ,Nicolás Pasquini,DEF,100.0,DEF,DEF,PITCHAPI,8
p_1U6bCS,Nicolás Paz,DEF,100.0,,DEF,PITCHAPI,1
p_4F04Gf,Néstor Breitenbruch,DEF,100.0,DEF,DEF,PITCHAPI,9
p_3mpZF5,Oscar Salomon,DEF,100.0,DEF,DEF,PITCHAPI,8
p_155U4Y,Pacha Espino,DEF,100.0,,DEF,PITCHAPI,2
p_2RUM0k,Paulo Diaz,DEF,100.0,DEF,DEF,PITCHAPI,2
p_2ZvpgZ,Pedro Silva Torrejon,DEF,100.0,,DEF,PITCHAPI,29
p_4YkG7y,Rafael Barrios,DEF,100.0,DEF,DEF,PITCHAPI,13
p_3zPSfN,Ramiro Funes Mori,DEF,100.0,,DEF,PITCHAPI,5
p_0BzJUD,Ramiro Paunero,DEF,100.0,DEF,DEF,PITCHAPI,1
p_4YoHOP,Ramon Arias,DEF,100.0,DEF,DEF,PITCHAPI,3
p_4UQKl9,Raúl Lozano,DEF,100.0,DEF,DEF,PITCHAPI,8
p_0URNSN,Renzo Giampaoli,DEF,100.0,DEF,DEF,PITCHAPI,16
p_0GbFtW,Renzo Malanca,DEF,100.0,DEF,DEF,PITCHAPI,2
p_40Zv7r,Renzo Orihuela,DEF,100.0,DEF,DEF,PITCHAPI,15
p_4HmUN6,Roberto Garcia,DEF,100.0,DEF,DEF,PITCHAPI,21
p_4UmTx2,Rodrigo Gallo,DEF,100.0,DEF,DEF,PITCHAPI,6
p_3No7F7,Rodrigo Gonzalez,DEF,81.25,DEF,DEF,PITCHAPI,17
p_4JpOk4,Rodrigo Guth,DEF,100.0,,DEF,PITCHAPI,1
p_3mV8zU,Román Riquelme,DEF,100.0,DEF,DEF,PITCHAPI,19
p_37cT31,Ronaldo Dejesus,DEF,100.0,,DEF,PITCHAPI,11
