player_id,player_name,posicion_pitchapi,dominancia_pitchapi,posicion_sofascore,posicion_final,fuente_posicion,partidos_historicos
p_34RQqa,Luca Feler,VOL,100.0,VOL,VOL,PITCHAPI,1
p_0BJh0v,Luca Rafaelli,VOL,100.0,,VOL,PITCHAPI,1
p_16TE0v,Luca Regiardo,VOL,100.0,VOL,VOL,PITCHAPI,21
p_0MwF8F,Lucas Besozzi,,0.0,,VOL,PITCHAPI_PREDOMINANTE,7
p_0veUmD,Lucas Gonzalez,VOL,100.0,,VOL,PITCHAPI,20
p_3HZXLO,Lucas Gómez,VOL,100.0,VOL,VOL,PITCHAPI,2
p_0ZgxsX,Lucas Menossi,VOL,100.0,,VOL,PITCHAPI,11
p_0VZwYw,Lucas Nahuel Castro,VOL,100.0,,VOL,PITCHAPI,12
p_1etzwn,Lucas Ramos,VOL,100.0,,VOL,PITCHAPI,1
p_2D7OBP,Lucas Robertone,VOL,100.0,VOL,VOL,PITCHAPI,16
p_14QNqn,Lucas Silva,VOL,100.0,VOL,VOL,PITCHAPI,2
p_3v2tAE,Lucas Zelarayan,VOL,73.91,,VOL,PITCHAPI,24
p_1vDFZe,Luciano Cabral,VOL,100.0,,VOL,PITCHAPI,2
p_0wOnZY,Luciano Dario Vietto,VOL,75.0,,VOL,PITCHAPI,4
p_03caFD,Manuel Garcia,VOL,88.89,VOL,VOL,PITCHAPI,9
p_15T8Aa,Manuel Insaurralde,VOL,100.0,VOL,VOL,PITCHAPI,11
p_1UNG97,Manuel Lanzini,VOL,100.0,VOL,VOL,PITCHAPI,24
p_2h5dHt,Manuel Panaro,,0.0,VOL,VOL,SOFASCORE,10
p_32gEeN,Marcelino Moreno,VOL,100.0,,VOL,PITCHAPI,6
p_3siMA5,Marcelo Esponda,VOL,100.0,VOL,VOL,PITCHAPI,2
p_2nfEM8,Marco Iacobellis,VOL,63.64,,VOL,PITCHAPI,12
p_3yYguf,Martin Barrios,VOL,100.0,VOL,VOL,PITCHAPI,10
p_1Sh6eR,Martin Garay,VOL,75.0,VOL,VOL,PITCHAPI,12
p_3GGul9,Martin Garcia,VOL,100.0,VOL,VOL,PITCHAPI,9
p_2QUHoA,Martin Rio,VOL,100.0,VOL,VOL,PITCHAPI,2
p_4D08FT,Mateo Caceres,VOL,100.0,,VOL,PITCHAPI,7
p_4eK1TZ,Mateo Perez Curci,VOL,100.0,,VOL,PITCHAPI,15
p_21agZ1,Mateo Seoane,VOL,100.0,VOL,VOL,PITCHAPI,12
p_4DVJGJ,Matias Fernandez,VOL,78.57,VOL,VOL,PITCHAPI,20
p_0zKhoP,Matias Galarza,VOL,100.0,,VOL,PITCHAPI,22
p_2CN78Q,Matias Gomez,VOL,100.0,,VOL,PITCHAPI,1
p_3XUbmT,Matias Pellegrini,VOL,100.0,VOL,VOL,PITCHAPI,16
p_18D9V6,Matias Reali,VOL,50.0,DEL,VOL,PITCHAPI,9
p_3XD5Nu,Matias Vera,VOL,100.0,,VOL,PITCHAPI,25
p_13nKVT,Matko Miljevic,VOL,100.0,VOL,VOL,PITCHAPI,16
p_0s5hPU,Matías Gallardo,VOL,100.0,,VOL,PITCHAPI,8
p_079Jwk,Matías García,VOL,100.0,VOL,VOL,PITCHAPI,6
p_3AFKez,Matías Godoy,,0.0,VOL,VOL,SOFASCORE,5
p_4LMZIq,Matías Kranevitter,VOL,100.0,VOL,VOL,PITCHAPI,3
p_1R1UR4,Matías Sepúlveda,VOL,100.0,,VOL,PITCHAPI,10
p_0GThAu,Matías Zaracho,VOL,88.89,VOL,VOL,PITCHAPI,14
p_1iV802,Mauricio Cardillo,VOL,100.0,VOL,VOL,PITCHAPI,2
p_0m4kQE,Mauricio Martínez,VOL,100.0,VOL,VOL,PITCHAPI,15
p_0sc7Zk,Mauro Arambarri,VOL,100.0,VOL,VOL,PITCHAPI,1
p_2N5L7Q,Mauro Luna Diale,VOL,100.0,,VOL,PITCHAPI,2
p_3yJs62,Mauro Pitton,VOL,100.0,,VOL,PITCHAPI,18
p_2rnkiH,Maximiliano Amarfil,VOL,100.0,VOL,VOL,PITCHAPI,14
p_3neIIb,Maximiliano Gutiérrez,,0.0,,VOL,PITCHAPI_PREDOMINANTE,9
p_2BSeTF,Maximiliano Meza,VOL,100.0,,VOL,PITCHAPI,6
p_0TKEkA,Mikel Amondarain,VOL,100.0,,VOL,PITCHAPI,11
p_0W32WZ,Milton Céliz,VOL,100.0,VOL,VOL,PITCHAPI,11
p_10sBb4,Milton Delgado,VOL,100.0,VOL,VOL,PITCHAPI,18
p_4OP2tz,Nacho Pais,VOL,100.0,,VOL,PITCHAPI,16
p_2rHsQv,Nahuel Barboza,VOL,100.0,,VOL,PITCHAPI,5
p_2yaEJG,Neyder Moreno,VOL,100.0,VOL,VOL,PITCHAPI,2
p_0naJM3,Nicolas Barros Schelotto,VOL,100.0,VOL,VOL,PITCHAPI,19
p_0xLjjR,Nicolas Carlos Colazo,,0.0,,VOL,PITCHAPI_PREDOMINANTE,2
p_0cCrOD,Nicolas Lamendola,VOL,50.0,VOL,VOL,PITCHAPI,20
p_16FDGx,Nicolas Linares,VOL,100.0,VOL,VOL,PITCHAPI,9
p_2OHkn8,Nicolas Oroz,VOL,100.0,VOL,VOL,PITCHAPI,26
p_4TKIbV,Nicolas Talpone,VOL,100.0,VOL,VOL,PITCHAPI,12
p_1AI1PK,Nicolas Tripichio,VOL,100.0,VOL,VOL,PITCHAPI,26
p_08sFr2,Nicolas Watson,VOL,88.89,VOL,VOL,PITCHAPI,9
p_3SLFiW,Nicolás Gaitán,VOL,100.0,VOL,VOL,PITCHAPI,5
p_2rodt6,Nicolás Retamar,VOL,85.71,DEL,VOL,PITCHAPI,13
p_3AOI3O,Pablo Aguiar,VOL,100.0,VOL,VOL,PITCHAPI,2
p_34cvdG,Pablo Ferreira,VOL,100.0,VOL,VOL,PITCHAPI,7
p_2iziuW,Pablo Monje,VOL,100.0,VOL,VOL,PITCHAPI,16
p_3ODAc5,Pedro Ramirez,VOL,50.0,DEF,VOL,PITCHAPI,16
p_1NRR02,Pol Fernández,VOL,100.0,VOL,VOL,PITCHAPI,7
p_038W5d,Rafael Profini,VOL,100.0,,VOL,PITCHAPI,18
p_3bNsap,Ramiro Carrera,VOL,62.5,,VOL,PITCHAPI,17
p_0FN6nM,Ramiro Hernandes,VOL,75.0,,VOL,PITCHAPI,9
p_0LQUK3,Renzo Tesuri,VOL,90.0,VOL,VOL,PITCHAPI,25
p_1yzkvo,Roberto Agustin Bochi,VOL,100.0,,VOL,PITCHAPI,9
p_2n95ER,Rodrigo Aliendro,VOL,100.0,VOL,VOL,PITCHAPI,17
p_15Ftki,Rodrigo Atencio,VOL,100.0,VOL,VOL,PITCHAPI,6
p_1uaYbk,Rodrigo Bogarín,VOL,100.0,VOL,VOL,PITCHAPI,1
p_4L0APC,Rodrigo Fernandez,VOL,100.0,VOL,VOL,PITCHAPI,13
p_4Uobro,Rodrigo Herrera,VOL,100.0,VOL,VOL,PITCHAPI,17
p_0QeOVx,Rodrigo Insua,VOL,90.91,VOL,VOL,PITCHAPI,22
p_07rsoz,Ruben Botta,VOL,55.56,DEL,VOL,PITCHAPI,13
p_48hWGV,Santiago Ascacibar,VOL,100.0,VOL,VOL,PITCHAPI,19
p_0yKkMd,Santiago Esquivel,VOL,100.0,VOL,VOL,PITCHAPI,12
p_2c9Jkj,Santiago Gabriel Montiel,VOL,100.0,,VOL,PITCHAPI,18
p_3il4tl,Santiago González,VOL,100.0,VOL,VOL,PITCHAPI,7
p_0CUSKe,Santiago Lencina,VOL,100.0,VOL,VOL,PITCHAPI,1
p_2PNnZ9,Santiago Longo,VOL,100.0,,VOL,PITCHAPI,11
p_0Kla66,Santiago Segovia,VOL,100.0,VOL,VOL,PITCHAPI,1
p_0KHX0U,Santiago Sosa,VOL,80.0,VOL,VOL,PITCHAPI,20
p_4FS6tr,Santiago Sosa,VOL,100.0,VOL,VOL,PITCHAPI,26
p_34yTml,Sebastian Medina,,0.0,VOL,VOL,SOFASCORE,4
p_0qmDxs,Siro Rosane,VOL,100.0,VOL,VOL,PITCHAPI,10
p_0SXASP,Stefano Moreyra,VOL,100.0,VOL,VOL,PITCHAPI,1
p_2XJ5dS,Thaiel Peralta,VOL,66.67,VOL,VOL,PITCHAPI,7
p_0Vhadv,Thiago Almada,VOL,100.0,VOL,VOL,PITCHAPI,7
p_0OYcSE,Thomas Rios,,0.0,,VOL,PITCHAPI_PREDOMINANTE,5
p_0VScM6,Tiago Cravero,VOL,100.0,,VOL,PITCHAPI,8
p_3UfnVk,Tiago Palacios,VOL,66.67,,VOL,PITCHAPI,11
p_4OfzNB,Tiago Serrago,VOL,100.0,VOL,VOL,PITCHAPI,9
p_4PWmyN,Timoteo Chamorro,VOL,66.67,,VOL,PITCHAPI,5
p_0QZ5qI,Tobias Andrada,VOL,100.0,VOL,VOL,PITCHAPI,25
p_1aIUNj,Tomas Adoryan,VOL,100.0,VOL,VOL,PITCHAPI,15
p_4SukWz,Tomas Belmonte,VOL,100.0,VOL,VOL,PITCHAPI,9
p_4PBWTZ,Tomas Bottari,VOL,100.0,VOL,VOL,PITCHAPI,17
p_4IA6aI,Tomas Fernandez,VOL,50.0,DEL,VOL,PITCHAPI,7
p_4fbCCX,Tomas Galvan,VOL,100.0,VOL,VOL,PITCHAPI,28
p_3tzQhm,Tomas Gonzalez,VOL,100.0,VOL,VOL,PITCHAPI,23
p_0mFzAI,Tomas Porra,VOL,100.0,VOL,VOL,PITCHAPI,25
p_3JSc7q,Tomás Aranda,VOL,100.0,VOL,VOL,PITCHAPI,12
p_4OJPBH,Tomás O'Connor,VOL,100.0,,VOL,PITCHAPI,4
p_3SY95h,Tomás Uribe,VOL,100.0,VOL,VOL,PITCHAPI,1
p_0ybyPC,Ulises Sanchez,VOL,100.0,,VOL,PITCHAPI,12
p_3pwCr8,Valentino Acuna,VOL,100.0,VOL,VOL,PITCHAPI,4
p_3i9lqe,Vicente Pizarro,VOL,100.0,VOL,VOL,PITCHAPI,28
p_0L7hVd,Walter Nunez,VOL,50.0,DEL,VOL,PITCHAPI,11
p_3WWk77,Williams Alarcon,VOL,100.0,VOL,VOL,PITCHAPI,7
p_2vr8Bq,Álex Verón,VOL,100.0,DEL,VOL,PITCHAPI,3
p_3TyKvJ,Ángel Correa,VOL,88.89,VOL,VOL,PITCHAPI,9
p_1vKOON,Ángel Di Maria,VOL,100.0,VOL,VOL,PITCHAPI,20
p_3gzo7L,Éver Banega,VOL,100.0,VOL,VOL,PITCHAPI,3
p_3w1HcK,Óscar Romero,VOL,100.0,VOL,VOL,PITCHAPI,7
